League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-20 05:33:51,2026-02-20 19:10,a46a8c080be565bedbcd2c0d313895c3,Charlotte Hornets,Cleveland Cavaliers,No,435.0,Yes,East,Southeast,East,Central,-41.89,-110.89,6.06,-6.06,190.44,-230.78,-110.22,-109.44,233.11,-114,-106,210,-255,-110,-110,-110,-110,188,-238,-110,-110,-118,-102,190,-230,-115,-105,-109,-114,190,-245,-110,-113,104,-116,185,-214,-107,-107,100,-120,183,-215,-110,-110,-115,-105,185,-225,-110,-110,100,-120,183,-215,-110,-110,-115,-105,200,-240,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 19:10,fde066653cf72796682157aeae55c1e3,Memphis Grizzlies,Utah Jazz,No,1251.0,Yes,West,Southwest,West,Northwest,-85.0,-112.22,-2.33,2.33,-131.0,109.78,-109.67,-110.11,238.06,-110,-110,-132,112,-108,-112,-110,-110,-135,110,-110,-110,-108,-112,-130,110,-105,-115,-110,-113,-129,104,-112,-112,101,-113,-128,112,-107,-107,-103,-117,-130,110,-110,-110,-110,-110,-135,110,-115,-105,-105,-115,-130,110,-110,-110,-110,-110,-130,110,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 19:15,79eb6c4e1c2997c28d23ce515d513081,Washington Wizards,Indiana Pacers,No,492.8,Yes,East,Southeast,East,Central,-110.22,-109.22,1.89,-1.89,107.22,-128.33,-110.0,-109.67,231.17,-114,-106,102,-120,-108,-112,-110,-110,107,-132,-110,-110,-108,-112,105,-125,-115,-105,-109,-114,110,-136,-110,-113,-111,-101,109,-125,-107,-107,-115,-105,107,-127,-110,-110,-105,-115,110,-135,-110,-110,-115,-105,105,-125,-110,-110,-105,-115,110,-130,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 19:40,ee1817e78a163b03482df446b3c7ab4b,Atlanta Hawks,Miami Heat,Yes,604.6,Yes,East,Southeast,East,Southeast,-109.22,-110.22,3.5,-3.5,129.89,-153.89,-110.33,-109.22,243.61,-110,-110,136,-158,-110,-110,-110,-110,127,-156,-110,-110,-112,-108,130,-155,-112,-108,-110,-113,125,-157,-109,-113,-106,-106,132,-149,-107,-107,-110,-110,130,-150,-110,-110,-110,-110,125,-150,-115,-105,-110,-110,129,-150,-110,-110,-105,-115,135,-160,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 19:40,8b76ff37aae273884a7ea6ce7f8d1aa6,Minnesota Timberwolves,Dallas Mavericks,No,861.9,Yes,West,Northwest,West,Southwest,-110.44,-108.89,-12.94,12.94,-723.67,503.78,-108.78,-110.33,238.06,-108,-112,-770,540,-106,-114,-110,-110,-833,531,-110,-110,-115,-105,-700,500,-108,-112,-110,-112,-770,500,-113,-110,-106,-106,-640,487,-107,-107,-110,-110,-650,476,-110,-110,-115,-105,-700,500,-105,-110,-110,-110,-650,475,-110,-110,-110,-110,-800,525,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 20:10,54cc75499ddb956880d076296b5be376,Oklahoma City Thunder,Brooklyn Nets,No,1328.4,Yes,West,Northwest,East,Atlantic,-107.44,-111.33,-17.22,17.22,-1508.22,845.33,-109.67,-110.11,211.33,-106,-114,-1600,900,-108,-112,-110,-110,-1429,800,-110,-110,-105,-115,-1450,850,-110,-110,-110,-112,-1430,750,-112,-112,-106,-106,-1365,872,-107,-107,-110,-110,-1400,836,-110,-110,-105,-110,-1600,875,-110,-110,-110,-110,-1400,825,-110,-110,-105,-115,-1900,900,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 20:10,2007c2367cb16289e11f34463016e147,New Orleans Pelicans,Milwaukee Bucks,No,910.9,Yes,West,Southwest,East,Central,-109.44,-110.0,-4.17,4.17,-170.0,142.78,-109.56,-110.11,222.44,-106,-114,-176,148,-106,-114,-110,-110,-159,129,-110,-110,-108,-112,-175,145,-110,-110,-110,-113,-190,150,-113,-110,-111,-101,-165,146,-107,-107,-115,-105,-165,145,-110,-110,-105,-115,-170,140,-110,-110,-115,-105,-165,142,-110,-110,-105,-115,-165,140,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 22:10,8ffd722305f0b211039cb60cbbe150e0,Portland Trail Blazers,Denver Nuggets,Yes,981.8,Yes,West,Northwest,West,Northwest,-114.11,-60.78,2.44,-2.44,115.56,-137.33,-109.89,-109.78,238.89,-112,-108,114,-134,-112,-108,-110,-110,124,-150,-110,-110,-115,-105,114,-135,-105,-115,-108,-114,108,-134,-110,-113,-114,102,117,-133,-107,-107,-118,-102,115,-135,-110,-110,-115,-105,118,-145,-115,-105,-120,100,115,-135,-110,-110,-115,-105,115,-135,-110,-110
NBA,2026-02-20 05:33:51,2026-02-20 22:10,f0c5e19ea41dbbe28f060e1fa9b20628,Los Angeles Lakers,Los Angeles Clippers,Yes,8.5,Yes,West,Pacific,West,Pacific,-111.22,-108.22,-6.44,6.44,-266.11,217.67,-109.11,-110.67,224.06,-110,-110,-260,215,-108,-112,-110,-110,-263,209,-110,-110,-112,-108,-270,220,-105,-115,-108,-115,-250,200,-112,-112,-111,-101,-272,229,-107,-107,-115,-105,-275,226,-110,-110,-110,-110,-275,220,-110,-110,-115,-105,-270,225,-110,-110,-110,-110,-260,215,-110,-110
