League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-03-30 06:58:43,2026-03-30 19:10,2ba4ff0cef51aafdf9c5509533b14091,Miami Heat,Philadelphia 76ers,No,1015.4,Yes,East,Southeast,East,Atlantic,-40.11,-112.67,2.22,-2.22,116.67,-138.22,-109.0,-110.67,246.33,-106,-114,116,-136,-106,-114,-115,-105,114,-135,-108,-112,-109,-114,114,-141,-110,-113,-115,-105,120,-140,-110,-110,104,-116,122,-138,-107,-107,100,-120,120,-140,-110,-110,100.0,-120.0,120.0,-140.0,-110.0,-110.0,-110,-110,115,-140,-110,-110,-110,-110,109,-134,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 19:40,6faf1f26b1e369d008c889f78e15732b,Atlanta Hawks,Boston Celtics,No,936.8,Yes,East,Southeast,East,Atlantic,-107.67,-111.89,-1.11,1.11,-115.22,-82.33,-108.33,-111.44,222.11,-110,-110,-110,-106,-110,-110,-108,-112,-118,-102,-110,-110,-107,-117,-112,-112,-113,-110,-110,-110,-120,100,-110,-110,-104,-108,-113,-103,-102,-113,-108,-112,-115,-105,-105,-115,-110.0,-110.0,-115.0,-105.0,-105.0,-115.0,-102,-118,-115,-105,-110,-110,-110,-110,-119,-103,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 20:10,99052db19c4b4026e439fcc94cd4f6e8,San Antonio Spurs,Chicago Bulls,No,1048.8,Yes,West,Southwest,East,Central,-111.0,-108.56,-17.89,17.89,-1946.33,983.33,-108.78,-111.0,243.33,-106,-114,-1600,900,-110,-110,-115,-105,-1800,1000,-105,-115,-112,-112,-1667,800,-112,-112,-115,-105,-2500,1000,-110,-110,-106,-106,-1950,1092,-107,-107,-110,-110,-2000,1041,-110,-110,-110.0,-110.0,-2000.0,1050.0,-110.0,-110.0,-115,-105,-2000,1000,-105,-115,-110,-110,-2000,967,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 20:10,7d18651bc9124e2b06c6ffbc3af06ee6,Memphis Grizzlies,Phoenix Suns,No,1262.6,Yes,West,Southwest,West,Pacific,-110.0,-109.44,13.28,-13.28,541.22,-790.89,-109.67,-110.0,229.28,-110,-110,540,-770,-108,-112,-115,-105,550,-800,-108,-112,-109,-114,510,-770,-114,-109,-110,-110,550,-850,-110,-110,-106,-106,558,-755,-107,-107,-110,-110,543,-770,-110,-110,-110.0,-110.0,540.0,-770.0,-110.0,-110.0,-110,-110,550,-800,-110,-110,-110,-110,530,-833,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 20:40,529b588f29593d9353dc633d814bc188,Dallas Mavericks,Minnesota Timberwolves,No,861.9,Yes,West,Southwest,West,Northwest,-108.0,-111.33,6.83,-6.83,221.78,-272.22,-110.67,-109.11,236.0,-114,-106,210,-255,-110,-110,-102,-118,230,-285,-112,-108,-110,-112,215,-278,-112,-112,-105,-115,210,-250,-110,-110,-106,-106,233,-277,-107,-107,-110,-110,230,-280,-110,-110,-110.0,-110.0,235.0,-280.0,-110.0,-110.0,-105,-115,220,-275,-115,-105,-110,-110,213,-270,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 21:10,2d048fe85c2360eaad38501d77dd41e4,Utah Jazz,Cleveland Cavaliers,No,1569.1,Yes,West,Northwest,East,Central,-109.11,-110.33,17.44,-17.44,949.22,-1818.78,-109.44,-110.11,243.44,-110,-110,870,-1500,-110,-110,-108,-112,950,-1650,-110,-110,-113,-110,800,-1667,-113,-109,-105,-115,900,-1900,-105,-115,-106,-106,1059,-1852,-107,-107,-110,-110,1011,-1900,-110,-110,-110.0,-110.0,1025.0,-1900.0,-110.0,-110.0,-110,-110,1000,-2000,-110,-110,-110,-110,928,-2000,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 21:40,e3266348b9f8e04ffa8ca5bbe8e55265,Oklahoma City Thunder,Detroit Pistons,No,910.6,Yes,West,Northwest,East,Central,-109.62,-109.75,-13.38,13.38,-800.0,542.38,-109.12,-110.62,219.19,-114,-106,-720,520,-108,-112,-108,-112,-800,550,-115,-105,-113,-110,-910,550,-113,-110,-105,-115,-850,550,-110,-110,-109,-103,-737,547,-102,-113,-113,-107,-750,534,-105,-115,,,,,,,-105,-115,-800,550,-110,-110,-110,-110,-833,538,-110,-110
NBA,2026-03-30 06:58:43,2026-03-30 22:10,7bab999d0c94806e44c5de1d60333079,Los Angeles Lakers,Washington Wizards,No,2301.6,Yes,West,Pacific,East,Southeast,-110.11,-109.33,-16.06,16.06,-1531.56,846.22,-112.56,-107.22,235.28,-110,-110,-1800,980,-114,-106,-115,-105,-1350,800,-112,-108,-110,-113,-1430,750,-114,-109,-105,-115,-1600,800,-110,-110,-106,-106,-1365,872,-113,-102,-110,-110,-1400,836,-115,-105,-110.0,-110.0,-1400.0,825.0,-115.0,-105.0,-115,-105,-1400,800,-110,-110,-110,-110,-2039,953,-110,-110
