League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-12 06:35:31,2026-04-12 18:10,22dcb3e32847c7eab5774e8927016216,Miami Heat,Atlanta Hawks,Yes,604.6,No,East,Southeast,East,Southeast,-110.11,-109.33,-4.17,4.17,-173.22,146.0,-109.78,-110.0,243.0,-110,-110,-180,152,-112,-108,-105,-115,-175,145,-112,-108,-115,-108,-182,145,-112,-112,-111,-101,-170.0,150.0,-107,-107,-115,-105,-170.0,149.0,-110,-110,-105.0,-115.0,-175,145,-105,-115,-110,-110,-167,136,-110,-110,-105,-115,-175,150,-110,-110,-115.0,-105.0,-165.0,142.0,-110.0,-110.0
NBA,2026-04-12 06:35:31,2026-04-12 18:10,f78d40af453b24c39e18559579894d14,Boston Celtics,Orlando Magic,No,1115.0,No,East,Atlantic,East,Southeast,-62.56,-112.44,12.17,-12.17,473.22,-670.89,-111.0,-108.78,218.89,-106,-114,540,-770,-110,-110,-112,-108,455,-625,-108,-112,-114,-109,510,-835,-113,-110,104,-116,456.0,-591.0,-113,-102,100,-120,446.0,-600.0,-115,-105,-110.0,-110.0,475,-650,-105,-115,-110,-110,452,-667,-110,-110,-105,-115,475,-700,-110,-110,-110.0,-110.0,450.0,-600.0,-115.0,-105.0
NBA,2026-04-12 06:35:31,2026-04-12 18:10,d55bfef33abc5dc6dba0717236d0ee80,Toronto Raptors,Brooklyn Nets,Yes,344.5,No,East,Atlantic,East,Atlantic,-109.78,-109.67,-22.06,22.06,-7083.33,1584.17,-109.0,-110.67,219.39,-114,-106,-4500,1600,-106,-114,-105,-115,-5000,1800,-108,-112,-113,-110,-5000,1300,-110,-113,-106,-106,,,-107,-107,-110,-110,,,-110,-110,-105.0,-115.0,-10000,1900,-110,-110,-110,-110,-10000,1505,-110,-110,-115,-105,-8000,1400,-110,-110,-110.0,-110.0,,,-110.0,-110.0
NBA,2026-04-12 06:35:31,2026-04-12 18:10,38b10a0526d5b246097a502269bcdf71,New York Knicks,Charlotte Hornets,No,533.4,No,East,Atlantic,East,Southeast,-86.22,-111.0,13.33,-13.33,529.0,-764.89,-109.22,-110.44,219.39,-110,-110,570,-820,-110,-110,-110,-110,525,-750,-112,-108,-114,-109,500,-770,-109,-114,101,-113,533.0,-713.0,-107,-107,-103,-117,520.0,-725.0,-110,-110,-110.0,-110.0,525,-750,-110,-110,-110,-110,523,-776,-110,-110,-115,-105,525,-800,-105,-115,-105.0,-115.0,540.0,-780.0,-110.0,-110.0
NBA,2026-04-12 06:35:31,2026-04-12 18:10,ad75b36adad0af42dea87b9bcdfa91f8,Cleveland Cavaliers,Washington Wizards,No,305.1,No,East,Central,East,Southeast,-110.38,-109.0,-10.25,10.25,-511.88,380.88,-109.88,-109.88,235.75,-114,-106,-500,385,-110,-110,-105,-115,-520,390,-105,-115,-114,-109,-560,390,-112,-112,-108,-104,-479.0,381.0,-107,-107,-112,-108,-485.0,374.0,-110,-110,-105.0,-115.0,-500,375,-115,-105,-110,-110,-526,377,-110,-110,-115,-105,-525,375,-110,-110,,,,,,
NBA,2026-04-12 06:35:31,2026-04-12 18:10,4675acfb68965858aa571a0493a222da,Indiana Pacers,Detroit Pistons,Yes,240.5,No,East,Central,East,Central,-62.78,-112.22,13.61,-13.61,603.22,-913.89,-110.0,-109.67,229.28,-110,-110,610,-900,-110,-110,-115,-105,600,-900,-110,-110,-114,-109,540,-835,-113,-110,104,-116,644.0,-906.0,-107,-107,100,-120,624.0,-925.0,-110,-110,-105.0,-115.0,625,-1000,-110,-110,-110,-110,586,-909,-110,-110,-105,-115,600,-950,-110,-110,-110.0,-110.0,600.0,-900.0,-110.0,-110.0
NBA,2026-04-12 06:35:31,2026-04-12 18:10,23c66e71d25675800d939e532e38bcd2,Philadelphia 76ers,Milwaukee Bucks,No,695.4,No,East,Atlantic,East,Central,-108.22,-111.11,-15.28,15.28,-1204.33,731.22,-110.78,-108.78,227.06,-110,-110,-1200,750,-110,-110,-105,-115,-1100,700,-115,-105,-113,-109,-1115,650,-110,-112,-106,-106,-1174.0,781.0,-107,-107,-110,-110,-1200.0,754.0,-110,-110,-105.0,-115.0,-1200,725,-115,-105,-110,-110,-1250,721,-110,-110,-105,-115,-1400,750,-110,-110,-110.0,-110.0,-1200.0,750.0,-110.0,-110.0
NBA,2026-04-12 06:35:31,2026-04-12 20:40,c8cde1aa908581185caf0bb87659055a,Dallas Mavericks,Chicago Bulls,No,802.8,Yes,West,Southwest,East,Central,-108.0,-111.44,-6.61,6.61,-267.78,218.33,-112.89,-40.22,245.78,-106,-114,-270,220,-110,-110,-108,-112,-278,225,-108,-112,-113,-110,-275,210,-110,-113,-103,-109,-267.0,225.0,-118,103,-107,-113,-270.0,222.0,-120,100,-110.0,-110.0,-275,225,-110,-110,-110,-110,-270,213,-110,-110,-110,-110,-250,210,-110,-110,-105.0,-115.0,-255.0,215.0,-120.0,100.0
NBA,2026-04-12 06:35:31,2026-04-12 20:40,09604d4c311c1eb2215317d12154f42a,San Antonio Spurs,Denver Nuggets,No,803.4,Yes,West,Southwest,West,Northwest,-110.5,-108.88,-11.25,11.25,-543.62,400.75,-107.88,-111.75,233.19,-110,-110,-520,400,-105,-115,-110,-110,-520,390,-108,-112,-113,-110,-590,410,-113,-109,-106,-106,-523.0,411.0,-102,-113,-110,-110,-530.0,403.0,-105,-115,-110.0,-110.0,-600,425,-110,-110,-110,-110,-556,397,-110,-110,-115,-105,-510,370,-110,-110,,,,,,
NBA,2026-04-12 06:35:31,2026-04-12 20:40,06ccc7d0ba2acaf031c7d42eea09672c,Los Angeles Clippers,Golden State Warriors,Yes,348.5,Yes,West,Pacific,West,Pacific,-110.86,-108.43,-6.07,6.07,-248.62,202.5,-109.12,-110.5,225.12,-108,-112,-250,205,-114,-106,-118,-102,-245,200,-108,-112,-109,-114,-250,195,-109,-114,-106,-106,-248.0,210.0,-107,-107,-110,-110,-250.0,207.0,-110,-110,,,-250,200,-105,-115,-110,-110,-256,203,-110,-110,-115,-105,-240,200,-110,-110,,,,,,
