League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2025-12-10 01:39:46,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-109.33,-110.44,-1032.67,654.67,-109.56,-110.44,West,Northwest,West,Pacific,-106,-114,-1100,700,-110,-110,-110,-110,-1050,675,-110,-110,-112.0,-114.0,-1115.0,650.0,-114.0,-112.0,-110.0,-110.0,-1100.0,675.0,-105.0,-115.0,-106.0,-106.0,-979.0,683.0,-107.0,-107.0,-110.0,-110.0,-1000.0,661.0,-110.0,-110.0,-110.0,-110.0,-1100.0,650.0,-110.0,-110.0,-110.0,-110.0,-850.0,580.0,-110.0,-110.0,-110.0,-110.0,-1000.0,618.0,-110.0,-110.0
NBA,2025-12-10 01:39:46,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-110.0,-109.78,-231.44,189.67,-109.78,-110.22,West,Pacific,West,Southwest,-112,-108,-220,184,-110,-110,-110,-110,-230,190,-102,-118,-112.0,-114.0,-235.0,180.0,-114.0,-112.0,-105.0,-115.0,-275.0,220.0,-115.0,-105.0,-106.0,-106.0,-226.0,193.0,-107.0,-107.0,-110.0,-110.0,-228.0,191.0,-110.0,-110.0,-115.0,-105.0,-220.0,180.0,-110.0,-110.0,-110.0,-110.0,-225.0,190.0,-110.0,-110.0,-110.0,-110.0,-224.0,179.0,-110.0,-110.0
NBA,2025-12-10 01:39:46,2025-12-11 20:10,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,-112.67,-109.33,225.0,-283.33,-111.33,-110.0,East,Central,East,Atlantic,-110,-110,220,-270,-110,-110,-115,-105,230,-285,-110,-110,-113.0,-113.0,225.0,-295.0,-114.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 01:39:46,2025-12-11 20:10,Houston Rockets,Los Angeles Clippers,No,1378.7,Yes,-111.0,-111.0,-356.67,276.67,-111.33,-110.67,West,Southwest,West,Pacific,-110,-110,-350,280,-110,-110,-110,-110,-345,275,-110,-110,-113.0,-113.0,-375.0,275.0,-114.0,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 01:39:46,2025-12-11 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-111.67,-110.33,174.0,-214.33,-112.0,-110.0,West,Southwest,West,Northwest,-112,-108,172,-205,-112,-108,-110,-110,180,-218,-110,-110,-113.0,-113.0,170.0,-220.0,-114.0,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 01:39:46,2025-12-11 22:10,Sacramento Kings,Denver Nuggets,No,888.1,Yes,-109.67,-112.33,286.67,-368.33,-109.67,-111.67,West,Pacific,West,Northwest,-110,-110,280,-350,-110,-110,-110,-110,300,-380,-105,-115,-109.0,-117.0,280.0,-375.0,-114.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 01:39:46,2025-12-13 17:30,Orlando Magic,New York Knicks,No,940.3,No,-111.5,-108.5,147.0,-175.0,-112.0,-108.0,East,Southeast,East,Atlantic,-108,-112,152,-180,-114,-106,-115,-105,142,-170,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
