League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-16 15:02:10,2026-03-16 19:10,ffe5b43309eff2a1e0131998ff33abd6,Atlanta Hawks,Orlando Magic,Yes,401.3,Yes,East,Southeast,East,Southeast,-110.11,-109.33,-3.22,3.22,-152.56,128.78,-108.56,-111.0,231.0,-114,-106,-156,132,-108,-112,-108,-112,-155,130,-108,-112,-110,-110,-156,126,-110,-110,-111,-101,-149,132,-107,-107,-115,-105,-150,130,-110,-110,-108,-115,-157,125,-109,-113,-105,-115,-150,125,-105,-115,-110,-110,-150,130,-110,-110,-110,-110,-150,129,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 19:10,16a4c04f493443107656ff044ca9f8c0,Washington Wizards,Golden State Warriors,No,2440.2,Yes,East,Southeast,West,Pacific,-108.67,-110.78,7.5,-7.5,243.33,-301.11,-111.11,-108.67,232.83,-108,-112,245,-300,-114,-106,-110,-110,250,-310,-112,-108,-110,-110,239,-303,-110,-110,-103,-109,245,-292,-107,-107,-107,-113,241,-295,-110,-110,-110,-113,235,-315,-112,-112,-110,-110,240,-300,-115,-105,-110,-110,250,-300,-110,-110,-110,-110,245,-295,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 19:40,b0397850f18d2c86059f0f78aefdc405,Boston Celtics,Phoenix Suns,No,2299.7,Yes,East,Atlantic,West,Pacific,-111.33,-108.0,-8.89,8.89,-397.0,308.67,-110.56,-109.11,214.39,-110,-110,-400,315,-110,-110,-118,-102,-375,295,-110,-110,-110,-110,-417,311,-110,-110,-104,-108,-386,315,-107,-107,-108,-112,-390,310,-110,-110,-114,-108,-400,300,-113,-110,-118,-102,-400,310,-110,-110,-110,-110,-415,310,-115,-105,-110,-110,-390,312,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 19:40,b2cf48e20e7ea3f4ee141bf67f8229d1,Brooklyn Nets,Portland Trail Blazers,No,2447.2,Yes,East,Atlantic,West,Northwest,-109.56,-109.89,10.44,-10.44,373.56,-496.56,-109.56,-110.11,221.61,-110,-110,370,-480,-110,-110,-110,-110,370,-485,-110,-110,-110,-110,384,-531,-110,-110,-106,-106,390,-493,-107,-107,-110,-110,383,-500,-110,-110,-110,-113,350,-500,-109,-114,-110,-110,375,-500,-110,-110,-110,-110,350,-480,-110,-110,-110,-110,390,-500,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 20:10,3e7ba7718b4959c6c644a0dfdda73dcd,Chicago Bulls,Memphis Grizzlies,No,482.5,Yes,East,Central,West,Southwest,-109.33,-110.0,-7.0,7.0,-277.33,224.44,-111.22,-108.56,243.28,-110,-110,-280,230,-110,-110,-102,-118,-278,225,-110,-110,-110,-110,-286,223,-110,-110,-105,-107,-267,225,-112,-103,-109,-111,-270,222,-114,-106,-110,-112,-295,225,-110,-113,-118,-102,-275,220,-115,-105,-110,-110,-275,225,-110,-110,-110,-110,-270,225,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 20:10,ed74764cb6bf8e55c87066ca2f7592fc,New Orleans Pelicans,Dallas Mavericks,Yes,443.2,Yes,West,Southwest,West,Southwest,-110.33,-109.11,-8.78,8.78,-351.89,277.44,-109.67,-110.11,240.44,-114,-106,-340,275,-108,-112,-115,-105,-355,280,-110,-110,-110,-110,-357,272,-110,-110,-101,-111,-345,285,-107,-107,-105,-115,-350,280,-110,-110,-113,-110,-360,270,-112,-112,-115,-105,-350,275,-110,-110,-110,-110,-360,280,-110,-110,-110,-110,-350,280,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 21:40,e18bb0c990005d46d98ab6ec89f2cfff,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-87.78,-87.22,-2.06,2.06,-135.78,114.11,-110.67,-109.11,225.56,-114,-106,-142,120,-110,-110,100,-120,-135,114,-105,-115,-110,-110,-130,106,-110,-110,-106,-106,-133,117,-113,-102,-110,-110,-135,115,-115,-105,-115,-108,-137,110,-113,-110,-120,100,-140,115,-110,-110,-105,-115,-135,115,-110,-110,-110,-110,-135,115,-110,-110
NBA,2026-03-16 15:02:10,2026-03-16 22:10,b2e6e94e965db18685d98bd53c840be5,Los Angeles Clippers,San Antonio Spurs,No,1210.8,Yes,West,Pacific,West,Southwest,-107.67,-111.78,8.0,-8.0,264.89,-332.78,-109.67,-110.11,233.22,-115,-105,250,-310,-108,-112,-102,-118,270,-340,-105,-115,-110,-110,251,-323,-110,-110,-104,-108,271,-327,-107,-107,-108,-112,267,-330,-110,-110,-113,-110,270,-360,-112,-112,-102,-118,260,-325,-115,-105,-105,-115,275,-350,-110,-110,-110,-110,270,-330,-110,-110
