League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-02 15:00:19,2026-04-02 19:10,289fb44a6171fe5e7365b05dca97889e,Charlotte Hornets,Phoenix Suns,No,1782.7,Yes,East,Southeast,West,Pacific,-108.22,-111.22,-5.89,5.89,-221.78,183.44,-111.67,-108.11,225.17,-114,-106,-220,184,-114,-106,-107,-113,-215,183,-114,-106,-103,-109,-214,185,-112,-103,-108,-112,-230,190,-112,-108,-102,-118,-225,185,-110,-110,-115,-108,-230,180,-113,-110,-105,-115,-225,185,-110,-110,-110,-110,-217,174,-110,-110,-110,-110,-220,185,-110,-110
NBA,2026-04-02 15:00:19,2026-04-02 19:10,b70520c84d1db67fb83d5d3666ef1d46,Detroit Pistons,Minnesota Timberwolves,No,543.2,Yes,East,Central,West,Northwest,-110.0,-109.44,-3.56,3.56,-164.44,138.44,-110.33,-109.33,224.5,-110,-110,-168,142,-110,-110,-112,-108,-158,138,-112,-108,-108,-104,-158,139,-109,-105,-110,-110,-162,136,-112,-108,-110,-110,-165,135,-110,-110,-110,-113,-177,143,-110,-113,-110,-110,-160,135,-110,-110,-110,-110,-167,136,-110,-110,-110,-110,-165,142,-110,-110
NBA,2026-04-02 15:00:19,2026-04-02 21:40,97f990a7956a23f16f9298270f5b556e,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-109.67,-109.78,-9.06,9.06,-360.11,283.89,-110.44,-109.22,231.94,-110,-110,-375,300,-114,-106,-115,-105,-360,289,-112,-108,-111,-101,-356,293,-109,-105,-102,-118,-360,285,-105,-115,-105,-115,-350,280,-115,-105,-114,-109,-360,270,-109,-114,-105,-115,-360,280,-110,-110,-110,-110,-370,278,-110,-110,-115,-105,-350,280,-110,-110
NBA,2026-04-02 15:00:19,2026-04-02 22:10,67a88265216bd48208f38288dba434ba,Golden State Warriors,Cleveland Cavaliers,No,2166.2,Yes,West,Pacific,East,Central,-109.44,-110.0,10.11,-10.11,357.44,-470.67,-110.0,-109.67,228.28,-108,-112,370,-480,-110,-110,-106,-114,358,-460,-110,-110,-102,-110,364,-455,-107,-107,-115,-105,360,-470,-110,-110,-115,-105,350,-475,-110,-110,-109,-114,350,-480,-113,-110,-110,-110,345,-470,-110,-110,-110,-110,350,-476,-110,-110,-110,-110,370,-470,-110,-110
NBA,2026-04-02 15:00:19,2026-04-02 22:10,52a9bdfa0493e80275ae71f49de1146f,Portland Trail Blazers,New Orleans Pelicans,No,2062.1,Yes,West,Northwest,West,Southwest,-109.11,-110.33,-6.5,6.5,-254.0,207.44,-109.56,-110.11,233.28,-110,-110,-255,210,-108,-112,-107,-113,-250,207,-110,-110,-103,-109,-248,210,-107,-107,-108,-112,-250,205,-108,-112,-110,-110,-250,200,-110,-110,-114,-109,-265,205,-113,-110,-110,-110,-250,210,-110,-110,-110,-110,-263,205,-110,-110,-110,-110,-255,215,-110,-110
NBA,2026-04-02 15:00:19,2026-04-02 22:40,8acdc53c485cd361a907edc8d53091f2,Los Angeles Clippers,San Antonio Spurs,No,1210.8,Yes,West,Pacific,West,Southwest,-108.44,-110.89,3.5,-3.5,139.67,-165.22,-110.0,-109.67,231.0,-110,-110,136,-158,-110,-110,-107,-113,145,-165,-110,-110,-103,-109,146,-165,-107,-107,-108,-112,142,-170,-105,-115,-110,-110,140,-170,-115,-105,-113,-109,130,-162,-113,-110,-110,-110,140,-165,-110,-110,-110,-110,136,-167,-110,-110,-105,-115,142,-165,-110,-110
