League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-03 04:29:40,2025-11-03 19:00,Indiana Pacers,Milwaukee Bucks,Yes,244.2,Yes,-111.67,-108.11,195.11,-237.11,-109.56,-110.44,East,Central,East,Central,-110.0,-110.0,195.0,-238.0,-110.0,-110.0,-111.0,-101.0,198.0,-232.0,-107.0,-107.0,-115.0,-105.0,195.0,-235.0,-110.0,-110.0,-110.0,-110.0,200.0,-245.0,-110.0,-110.0,-110.0,-110.0,193.0,-244.0,-110.0,-110.0,-114,-112,185,-235,-114,-112,-110.0,-110.0,195.0,-235.0,-105.0,-115.0,-110.0,-110.0,200.0,-235.0,-110.0,-110.0,-115.0,-105.0,195.0,-235.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 19:10,Brooklyn Nets,Minnesota Timberwolves,No,1021.6,Yes,-110.89,-108.89,299.56,-384.0,-109.89,-110.11,East,Atlantic,West,Northwest,-110.0,-110.0,310.0,-395.0,-105.0,-115.0,-111.0,-101.0,304.0,-371.0,-107.0,-107.0,-115.0,-105.0,299.0,-375.0,-110.0,-110.0,-110.0,-110.0,295.0,-370.0,-110.0,-110.0,-110.0,-110.0,293.0,-385.0,-110.0,-110.0,-117,-109,285,-385,-112,-114,-105.0,-115.0,310.0,-400.0,-115.0,-105.0,-115.0,-105.0,300.0,-375.0,-110.0,-110.0,-105.0,-115.0,300.0,-400.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 19:40,Boston Celtics,Utah Jazz,No,2099.0,Yes,-111.22,-108.44,-461.67,350.89,-110.44,-109.56,East,Atlantic,West,Northwest,-115.0,-105.0,-455.0,350.0,-115.0,-105.0,-111.0,-101.0,-425.0,343.0,-107.0,-107.0,-115.0,-105.0,-430.0,337.0,-110.0,-110.0,-110.0,-110.0,-500.0,385.0,-110.0,-110.0,-110.0,-110.0,-455.0,338.0,-110.0,-110.0,-110,-115,-480,340,-112,-114,-115.0,-105.0,-500.0,375.0,-110.0,-110.0,-110.0,-110.0,-440.0,345.0,-110.0,-110.0,-105.0,-115.0,-470.0,345.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 19:40,New York Knicks,Washington Wizards,No,205.6,Yes,-111.44,-108.33,-607.86,431.71,-109.11,-111.0,East,Atlantic,East,Southeast,-115.0,-105.0,-600.0,440.0,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-108.0,-112.0,-590.0,430.0,-106.0,-114.0,-110.0,-110.0,-625.0,422.0,-110.0,-110.0,-114,-112,-590,400,-114,-112,-115.0,-105.0,-625.0,450.0,-115.0,-105.0,-110.0,-110.0,-600.0,450.0,-105.0,-115.0,-115.0,-105.0,-625.0,430.0,-115.0,-105.0
NBA,2025-11-03 04:29:40,2025-11-03 20:10,Houston Rockets,Dallas Mavericks,Yes,226.3,Yes,-108.89,-110.89,-671.56,476.78,-108.89,-111.22,West,Southwest,West,Southwest,-110.0,-110.0,-625.0,455.0,-110.0,-110.0,-101.0,-111.0,-640.0,487.0,-102.0,-113.0,-105.0,-115.0,-650.0,476.0,-105.0,-115.0,-110.0,-110.0,-650.0,480.0,-110.0,-110.0,-110.0,-110.0,-714.0,468.0,-110.0,-110.0,-114,-112,-715,475,-113,-113,-110.0,-110.0,-700.0,500.0,-110.0,-110.0,-110.0,-110.0,-650.0,475.0,-110.0,-110.0,-110.0,-110.0,-700.0,475.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 20:10,Memphis Grizzlies,Detroit Pistons,No,623.7,Yes,-110.22,-87.33,142.56,-169.33,-107.67,-112.44,West,Southwest,East,Central,-105.0,-115.0,142.0,-170.0,-110.0,-110.0,-113.0,101.0,146.0,-165.0,-102.0,-113.0,-117.0,-103.0,145.0,-165.0,-105.0,-115.0,-110.0,-110.0,144.0,-172.0,-110.0,-110.0,-110.0,-110.0,142.0,-175.0,-110.0,-110.0,-112,-114,133,-167,-112,-114,-105.0,-115.0,135.0,-165.0,-105.0,-115.0,-110.0,-110.0,146.0,-170.0,-105.0,-115.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 21:00,Denver Nuggets,Sacramento Kings,No,888.1,Yes,-109.11,-110.56,-613.22,445.0,-110.11,-109.89,West,Northwest,West,Pacific,-110.0,-110.0,-625.0,455.0,-110.0,-110.0,-106.0,-106.0,-576.0,446.0,-107.0,-107.0,-110.0,-110.0,-585.0,437.0,-110.0,-110.0,-106.0,-114.0,-620.0,460.0,-110.0,-110.0,-110.0,-110.0,-588.0,412.0,-110.0,-110.0,-110,-115,-715,475,-114,-112,-115.0,-105.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,-585.0,445.0,-110.0,-110.0,-105.0,-115.0,-600.0,425.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 22:10,Portland Trail Blazers,Los Angeles Lakers,No,826.1,Yes,-110.75,-109.0,-153.88,130.12,-112.12,-57.75,West,Northwest,West,Pacific,-105.0,-115.0,-148.0,124.0,-105.0,-115.0,-111.0,-101.0,-155.0,136.0,-118.0,103.0,-115.0,-105.0,-155.0,135.0,-120.0,100.0,-108.0,-112.0,-164.0,138.0,-110.0,-110.0,-110.0,-110.0,-152.0,124.0,-110.0,-110.0,-112,-114,-157,125,-114,-110,,,,,,,-115.0,-105.0,-150.0,129.0,-110.0,-110.0,-110.0,-110.0,-150.0,130.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-11-03 22:40,Los Angeles Clippers,Miami Heat,No,2344.1,Yes,-113.5,-106.25,-305.62,246.25,-57.25,-112.88,West,Pacific,East,Southeast,-118.0,-102.0,-310.0,250.0,-108.0,-112.0,-111.0,-101.0,-297.0,248.0,103.0,-118.0,-115.0,-105.0,-300.0,245.0,100.0,-120.0,-110.0,-110.0,-290.0,235.0,-110.0,-110.0,-110.0,-110.0,-323.0,247.0,-110.0,-110.0,-114,-112,-305,235,-113,-113,,,,,,,-115.0,-105.0,-300.0,250.0,-110.0,-110.0,-115.0,-105.0,-320.0,260.0,-110.0,-110.0
NBA,2025-11-03 04:29:40,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,,,,,,,,,,,,,
