League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-06 17:24:27,2026-02-06 19:40,8ddd2769a5ffd8dccf14da6c31f1fc1c,Boston Celtics,Miami Heat,No,1255.4,Yes,East,Atlantic,East,Southeast,-109.78,-110.0,-6.0,6.0,-240.11,196.56,-109.67,-110.33,228.28,-108,-112,-230,190,-110,-110,-110.0,-110.0,-250.0,196.0,-110.0,-110.0,-118.0,-102.0,-238.0,195.0,-112.0,-108.0,-105.0,-115.0,-225.0,189.0,-110.0,-110.0,-101.0,-111.0,-223.0,191.0,-107.0,-107.0,-110.0,-110.0,-240.0,203.0,-110.0,-110.0,-118.0,-102.0,-250.0,200.0,-105.0,-115.0,-113.0,-113.0,-235.0,185.0,-113.0,-113.0,-105.0,-115.0,-270.0,220.0,-110.0,-110.0
NBA,2026-02-06 17:24:27,2026-02-06 19:40,69d971ab3826cab2feb87672c81b99cc,Detroit Pistons,New York Knicks,No,482.2,Yes,East,Central,East,Atlantic,-111.56,-108.22,-3.22,3.22,-141.22,114.78,-110.33,-109.44,220.89,-114,-106,-168,142,-110,-110,-110.0,-110.0,-169.0,137.0,-110.0,-110.0,-118.0,-102.0,-170.0,142.0,-112.0,-108.0,-111.0,-109.0,-171.0,150.0,-110.0,-110.0,-107.0,-105.0,-171.0,151.0,-107.0,-107.0,-110.0,-110.0,-170.0,146.0,-110.0,-110.0,-115.0,-105.0,-175.0,145.0,-110.0,-110.0,-109.0,-117.0,-177.0,140.0,-114.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0
NBA,2026-02-06 17:24:27,2026-02-06 20:10,c9fbb4841a8939ef25c00d8012bf66d1,Milwaukee Bucks,Indiana Pacers,Yes,244.2,Yes,East,Central,East,Central,-110.22,-109.56,1.5,-1.5,55.56,-120.11,-111.67,-108.44,222.61,-112,-108,102,-120,-112,-108,-110.0,-110.0,-102.0,-120.0,-110.0,-110.0,-112.0,-108.0,102.0,-122.0,-108.0,-112.0,-110.0,-110.0,-102.0,-118.0,-115.0,-105.0,-106.0,-106.0,100.0,-116.0,-113.0,-102.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-115.0,-105.0,-112.0,-114.0,100.0,-125.0,-112.0,-114.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0
NBA,2026-02-06 17:24:27,2026-02-06 20:10,ca2f6578b0d06d2a06e2eb5cee12fd8e,Minnesota Timberwolves,New Orleans Pelicans,No,1051.1,Yes,West,Northwest,West,Southwest,-107.22,-112.44,-8.78,8.78,-348.0,273.22,-109.89,-110.11,237.0,-106,-114,-320,265,-108,-112,-110.0,-110.0,-360.0,271.0,-110.0,-110.0,-108.0,-112.0,-325.0,260.0,-105.0,-115.0,-105.0,-115.0,-320.0,260.0,-110.0,-110.0,-101.0,-111.0,-317.0,263.0,-107.0,-107.0,-110.0,-110.0,-320.0,260.0,-110.0,-110.0,-110.0,-110.0,-325.0,260.0,-115.0,-105.0,-110.0,-115.0,-335.0,250.0,-114.0,-112.0,-105.0,-115.0,-510.0,370.0,-110.0,-110.0
NBA,2026-02-06 17:24:27,2026-02-06 22:00,ef8ae24fd705cab52010cac25b6abbba,Portland Trail Blazers,Memphis Grizzlies,No,1849.4,Yes,West,Northwest,West,Southwest,-111.0,-108.56,-8.94,8.94,-316.89,253.78,-110.44,-109.33,234.0,-114,-106,-310,250,-106,-114,-110.0,-110.0,-370.0,281.0,-110.0,-110.0,-105.0,-115.0,-305.0,245.0,-108.0,-112.0,-115.0,-105.0,-300.0,245.0,-112.0,-108.0,-111.0,-101.0,-297.0,248.0,-109.0,-105.0,-115.0,-105.0,-320.0,260.0,-110.0,-110.0,-110.0,-110.0,-325.0,260.0,-115.0,-105.0,-114.0,-110.0,-345.0,265.0,-114.0,-110.0,-105.0,-115.0,-280.0,230.0,-110.0,-110.0
NBA,2026-02-06 17:24:27,2026-02-06 22:10,e3d5928f680f116697bc4e6bb16f5862,Sacramento Kings,Los Angeles Clippers,Yes,365.7,Yes,West,Pacific,West,Pacific,-109.22,-110.44,4.39,-4.39,156.22,-186.78,-109.0,-111.0,222.06,-110,-110,162,-194,-110,-110,-110.0,-110.0,153.0,-190.0,-110.0,-110.0,-110.0,-110.0,160.0,-192.0,-105.0,-115.0,-110.0,-110.0,161.0,-185.0,-110.0,-110.0,-106.0,-106.0,162.0,-185.0,-107.0,-107.0,-110.0,-110.0,159.0,-185.0,-110.0,-110.0,-110.0,-110.0,154.0,-190.0,-105.0,-115.0,-112.0,-113.0,155.0,-195.0,-114.0,-112.0,-105.0,-115.0,140.0,-165.0,-110.0,-110.0
NBA,2026-02-06 17:24:27,2026-02-07 15:40,734128222c2a03269132090adb3c593d,Oklahoma City Thunder,Houston Rockets,No,413.2,No,West,Northwest,West,Southwest,-111.0,-109.0,-4.0,4.0,-170.0,140.5,-110.0,-110.0,216.75,-112,-108,-168,142,-110,-110,-110.0,-110.0,-172.0,139.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-06 17:24:27,2026-02-07 20:10,e9a14346272a3fc89154cc1bf1c5da1b,Chicago Bulls,Denver Nuggets,No,918.9,Yes,East,Central,West,Northwest,-108.0,-112.0,4.5,-4.5,162.0,-194.0,-110.0,-110.0,230.5,-108,-112,162,-194,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
