League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-08 01:41:17,2026-01-08 19:10,Charlotte Hornets,Indiana Pacers,No,428.0,Yes,-110.33,-109.44,-166.22,140.33,-109.25,-110.0,East,Southeast,East,Central,-108,-112,-164,138,-112,-108,-110,-110,-169,137,-110,-110,-112,-108,-166,140,-105,-115,-112,-114,-167,135,,,-106,-106,-165,146,-107,-107,-110,-110,-165,145,-110,-110,-110,-110,-170,140,-110,-110,-110,-110,-165,142,-110,-110,-115,-105,-165,140,-110,-110
NBA,2026-01-08 01:41:17,2026-01-08 20:10,Chicago Bulls,Miami Heat,No,1189.0,Yes,-110.89,-108.78,214.33,-263.56,-109.75,-109.5,East,Central,East,Southeast,-110,-110,215,-260,-106,-114,-110,-110,203,-259,-110,-110,-115,-105,215,-265,-115,-105,-112,-113,210,-275,,,-106,-106,218,-258,-107,-107,-110,-110,215,-260,-110,-110,-115,-105,225,-285,-110,-110,-110,-110,218,-260,-110,-110,-110,-110,210,-250,-110,-110
NBA,2026-01-08 01:41:17,2026-01-08 20:10,Minnesota Timberwolves,Cleveland Cavaliers,No,631.6,Yes,-112.44,-107.33,-144.11,121.33,-109.62,-109.62,West,Northwest,East,Central,-110,-110,-148,126,-110,-110,-110,-110,-147,119,-110,-110,-112,-108,-142,120,-110,-110,-114,-112,-152,123,,,-111,-101,-141,124,-107,-107,-115,-105,-142,122,-110,-110,-110,-110,-145,118,-110,-110,-115,-105,-140,120,-110,-110,-115,-105,-140,120,-110,-110
NBA,2026-01-08 01:41:17,2026-01-08 21:10,Utah Jazz,Dallas Mavericks,No,999.4,Yes,-112.78,-106.78,220.33,-271.44,-109.5,-109.75,West,Northwest,West,Southwest,-114,-106,215,-260,-106,-114,-110,-110,216,-278,-110,-110,-115,-105,210,-258,-108,-112,-110,-114,225,-295,,,-111,-101,225,-267,-107,-107,-115,-105,222,-270,-110,-110,-115,-105,225,-275,-115,-105,-115,-105,225,-270,-110,-110,-110,-110,220,-270,-110,-110
