League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-12 07:58:07,2026-01-12 19:10,Cleveland Cavaliers,Utah Jazz,No,1569.1,Yes,-110.0,-109.67,-739.11,510.0,-109.62,-109.62,East,Central,West,Northwest,-110,-110,-700,490,-110,-110,-110,-110,-725,520,-110,-110,-106,-106,-713,533,-107,-107,-102,-118,-750,525,-110,-110,-112,-113,-770,480,,,-110,-110,-769,502,-110,-110,-115,-105,-750,500,-110,-110,-110,-110,-725,515,-110,-110,-115,-105,-750,525,-110,-110
NBA,2026-01-12 07:58:07,2026-01-12 19:40,Indiana Pacers,Boston Celtics,No,807.3,Yes,-110.0,-109.67,190.56,-231.33,-108.5,-110.75,East,Central,East,Atlantic,-114,-106,190,-230,-106,-114,-110,-110,192,-230,-110,-110,-106,-106,195,-228,-107,-107,-105,-115,190,-230,-105,-115,-115,-110,180,-225,,,-110,-110,193,-244,-110,-110,-115,-105,190,-230,-110,-110,-110,-110,195,-230,-110,-110,-105,-115,190,-235,-110,-110
NBA,2026-01-12 07:58:07,2026-01-12 19:40,Toronto Raptors,Philadelphia 76ers,Yes,337.5,Yes,-109.33,-110.44,127.0,-150.33,-109.88,-109.38,East,Atlantic,East,Atlantic,-112,-108,130,-154,-110,-110,-110,-110,130,-150,-110,-110,-106,-106,132,-149,-107,-107,-102,-118,124,-148,-112,-108,-109,-117,125,-157,,,-110,-110,118,-145,-110,-110,-110,-110,130,-150,-110,-110,-110,-110,129,-150,-110,-110,-115,-105,125,-150,-110,-110
NBA,2026-01-12 07:58:07,2026-01-12 20:40,Dallas Mavericks,Brooklyn Nets,No,1374.0,Yes,-112.0,-107.56,-169.56,142.78,-110.12,-109.12,West,Southwest,East,Atlantic,-114,-106,-164,138,-112,-108,-112,-108,-170,149,-110,-110,-108,-104,-170,150,-107,-107,-115,-105,-170,142,-112,-108,-109,-115,-167,133,,,-110,-110,-175,142,-110,-110,-115,-105,-165,140,-110,-110,-110,-110,-170,146,-110,-110,-115,-105,-175,145,-110,-110
NBA,2026-01-12 07:58:07,2026-01-12 22:10,Sacramento Kings,Los Angeles Lakers,Yes,361.1,Yes,-109.44,-110.22,308.44,-397.0,-109.62,-109.62,West,Pacific,West,Pacific,-112,-108,310,-390,-110,-110,-105,-115,303,-380,-110,-110,-101,-111,308,-376,-107,-107,-115,-105,310,-395,-110,-110,-112,-113,320,-435,,,-110,-110,310,-417,-110,-110,-110,-110,300,-400,-110,-110,-110,-110,305,-380,-110,-110,-110,-110,310,-400,-110,-110
NBA,2026-01-12 07:58:07,2026-01-12 22:40,Los Angeles Clippers,Charlotte Hornets,No,2127.1,Yes,-110.0,-109.78,-185.22,155.56,-109.88,-109.38,West,Pacific,East,Southeast,-110,-110,-188,158,-110,-110,-110,-110,-180,157,-110,-110,-106,-106,-180,158,-107,-107,-110,-110,-185,154,-112,-108,-114,-112,-190,150,,,-110,-110,-189,153,-110,-110,-110,-110,-185,160,-110,-110,-110,-110,-180,155,-110,-110,-110,-110,-190,155,-110,-110
