League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-25 19:01:11,2026-05-25 20:10,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,No,404.7,Yes,East,Central,East,Atlantic,-108.44,-111.11,2.22,-2.22,111.11,-132.44,-111.89,-107.89,218.61,-105,-115,114,-135,-115,-105,-108,-112,114,-134,-114,-106,-108,-104,107,-123,-113,-102,-113,-107,105,-125,-115,-105,-105,-115,120,-145,-110,-110,-112,-112,112,-139,-110,-113,-105,-115,110,-130,-110,-110,-110,-110,108,-131,-110,-110,-110.0,-110.0,110.0,-130.0,-110.0,-110.0
NBA,2026-05-25 19:01:11,2026-05-26 20:40,197dd95ba7880a2cd6a00df88014610b,Oklahoma City Thunder,San Antonio Spurs,No,419.4,Yes,West,Northwest,West,Southwest,-109.75,-109.75,-5.44,5.44,-195.5,162.75,-109.62,-110.12,216.19,-105,-115,-198,164,-110,-110,-110,-110,-196,164,-108,-112,-106,-106,-188,165,-107,-107,-110,-110,-188,164,-110,-110,-110,-110,-190,155,-110,-110,-112,-112,-210,165,-112,-112,-115,-105,-195,165,-110,-110,-110,-110,-199,160,-110,-110,,,,,,
