League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-03-12 06:35:03,2026-03-12 19:10,05abd26b6e3a0a9e4317e3948c06a097,Detroit Pistons,Philadelphia 76ers,No,444.3,Yes,East,Central,East,Atlantic,-110.22,-109.22,-14.5,14.5,-981.22,630.0,-110.67,-109.11,220.72,-112,-108,-1000,660,-110,-110,-110,-110,-900,600,-112,-108,-110,-110,-1000,611,-110,-110,-110,-110,-950,637,-110,-110,-106,-106,-931,657,-107,-107,-114,-109,-1000,575,-112,-112,-110,-110,-1100,650,-110,-110,-110,-110,-950.0,630.0,-110,-110,-110,-110,-1000,650,-115,-105
NBA,2026-03-12 06:35:03,2026-03-12 19:10,934acadeb7fcd3d3c1d79fd8b324040c,Indiana Pacers,Phoenix Suns,No,1499.1,Yes,East,Central,West,Pacific,-106.33,-113.22,8.72,-8.72,311.11,-399.44,-109.56,-110.11,225.61,-106,-114,320,-405,-110,-110,-108,-112,300,-380,-110,-110,-110,-110,303,-400,-110,-110,-105,-115,316,-400,-110,-110,-101,-111,321,-395,-107,-107,-112,-112,320,-435,-109,-114,-105,-115,290,-380,-110,-110,-105,-115,320.0,-400.0,-110,-110,-105,-115,310,-400,-110,-110
NBA,2026-03-12 06:35:03,2026-03-12 19:10,cd2e1d8b7576bcfeb478f6e35d9b3981,Orlando Magic,Washington Wizards,Yes,756.6,Yes,East,Southeast,East,Southeast,-111.22,-108.22,-15.17,15.17,-1246.75,741.62,-109.67,-110.11,232.33,-112,-108,-1150,730,-110,-110,-105,-115,-1350,800,-108,-112,-110,-110,-1250,693,-110,-110,-115,-105,-1200,754,-110,-110,-111,-101,-1174,781,-107,-107,-113,-110,-1250,700,-112,-112,-115,-105,-1400,750,-110,-110,-115,-105,,,-110,-110,-105,-115,-1200,725,-110,-110
NBA,2026-03-12 06:35:03,2026-03-12 19:40,262c75be6af3afb9a3e942e061ca61b4,Atlanta Hawks,Brooklyn Nets,No,746.3,Yes,East,Southeast,East,Atlantic,-110.0,-109.33,-14.67,14.67,-992.62,634.88,-110.33,-109.44,226.44,-110,-110,-950,640,-114,-106,-115,-105,-1000,650,-110,-110,-110,-110,-1000,620,-110,-110,-110,-110,-950,637,-110,-110,-106,-106,-931,657,-107,-107,-109,-113,-910,550,-112,-112,-105,-115,-1200,700,-110,-110,-110,-110,,,-110,-110,-115,-105,-1000,625,-110,-110
NBA,2026-03-12 06:35:03,2026-03-12 19:40,4c710b46284886c35732575897017b19,Miami Heat,Milwaukee Bucks,No,1267.8,Yes,East,Southeast,East,Central,-110.67,-108.78,-6.44,6.44,-245.11,201.11,-109.78,-109.89,231.44,-110,-110,-240,198,-110,-110,-112,-108,-238,195,-108,-112,-110,-110,-250,198,-110,-110,-110,-110,-245,203,-110,-110,-106,-106,-243,206,-107,-107,-113,-110,-250,200,-113,-110,-115,-105,-260,215,-110,-110,-110,-110,-245.0,205.0,-110,-110,-110,-110,-235,190,-110,-110
NBA,2026-03-12 06:35:03,2026-03-12 20:10,8139b5bfd0d6cb35977cd039afbbbc06,Memphis Grizzlies,Dallas Mavericks,Yes,420.5,Yes,West,Southwest,West,Southwest,-108.78,-110.67,4.78,-4.78,163.89,-196.11,-109.89,-109.89,237.44,-105,-115,164,-196,-110,-110,-108,-112,164,-198,-110,-110,-110,-110,158,-196,-110,-110,-110,-110,165,-190,-110,-110,-106,-106,166,-190,-107,-107,-115,-108,155,-195,-112,-112,-110,-110,175,-210,-110,-110,-110,-110,163.0,-190.0,-110,-110,-105,-115,165,-200,-110,-110
NBA,2026-03-12 06:35:03,2026-03-12 21:10,bb77f1e69f95b7403a2ab81b5bcc7a2d,San Antonio Spurs,Denver Nuggets,No,803.4,Yes,West,Southwest,West,Northwest,-111.44,-108.0,-5.89,5.89,-230.22,189.22,-111.0,-108.78,237.0,-108,-112,-245,200,-110,-110,-118,-102,-225,185,-115,-105,-110,-110,-233,184,-110,-110,-110,-110,-220,186,-110,-110,-106,-106,-219,188,-107,-107,-108,-115,-250,195,-112,-112,-115,-105,-235,195,-110,-110,-110,-110,-220.0,185.0,-110,-110,-118,-102,-225,185,-115,-105
NBA,2026-03-12 06:35:03,2026-03-12 21:40,54729c42f16b535d7db5602607b652cb,Oklahoma City Thunder,Boston Celtics,No,1495.8,Yes,West,Northwest,East,Atlantic,-110.33,-109.11,-6.72,6.72,-265.33,216.44,-109.67,-110.0,216.17,-114,-106,-255,210,-110,-110,-110,-110,-270,220,-105,-115,-110,-110,-270,214,-110,-110,-110,-110,-265,219,-110,-110,-106,-106,-263,222,-107,-107,-108,-115,-265,205,-110,-113,-115,-105,-260,215,-110,-110,-110,-110,-265.0,223.0,-110,-110,-110,-110,-275,220,-115,-105
NBA,2026-03-12 06:35:03,2026-03-12 22:40,4aee4f2701274412ad8157cdfea22caf,Los Angeles Lakers,Chicago Bulls,No,1745.0,Yes,West,Pacific,East,Central,-110.89,-108.44,-10.89,10.89,-538.22,398.22,-110.56,-109.22,235.33,-112,-108,-520,400,-110,-110,-115,-105,-535,400,-108,-112,-110,-110,-556,389,-110,-110,-110,-110,-520,396,-115,-105,-106,-106,-513,404,-113,-102,-110,-112,-530,370,-109,-114,-110,-110,-600,425,-110,-110,-110,-110,-520.0,400.0,-115,-105,-115,-105,-550,400,-105,-115
