League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-27 15:22:52,2026-04-27 20:10,846b0e9b691b5a291619fa22f96c7dfa,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-109.11,-110.44,3.33,-3.33,134.11,-158.67,-110.44,-109.33,214.83,-110,-110,130,-155,-108,-112,-110,-110,135,-160,-115,-105,-112,-112,132,-165,-112,-112,-101,-111,138,-157,-107,-107,-107,-113,137,-157,-110,-110,-112,-108,134,-158,-112,-108,-110,-110,132,-161,-110,-110,-115,-105,135,-160,-110,-110,-105.0,-115.0,134.0,-155.0,-110.0,-110.0
NBA,2026-04-27 15:22:52,2026-04-27 21:40,b3eb8f644d05290981f8805f5410f24a,Phoenix Suns,Oklahoma City Thunder,No,841.9,Yes,West,Pacific,West,Northwest,-110.78,-108.89,10.89,-10.89,398.33,-537.11,-109.89,-109.89,214.78,-108,-112,380,-500,-110,-110,-105,-115,425,-600,-110,-110,-113,-110,390,-560,-112,-112,-110,-102,411,-523,-107,-107,-113,-107,403,-530,-110,-110,-118,-104,400,-520,-110,-110,-110,-110,376,-526,-110,-110,-110,-110,375,-525,-110,-110,-110.0,-110.0,425.0,-550.0,-110.0,-110.0
NBA,2026-04-27 15:22:52,2026-04-27 22:40,e4d639b6c49e5fd0accc6e80636e88fe,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,West,Northwest,West,Northwest,-108.56,-111.0,-11.5,11.5,-513.78,383.44,-109.78,-109.89,223.94,-110,-110,-500,380,-108,-112,-105,-115,-500,375,-105,-115,-112,-112,-560,390,-113,-110,-104,-108,-508,401,-107,-107,-108,-112,-515,393,-110,-110,-108,-112,-500,385,-115,-105,-110,-110,-526,370,-110,-110,-110,-110,-525,375,-110,-110,-110.0,-110.0,-490.0,382.0,-110.0,-110.0
NBA,2026-04-27 15:22:52,2026-04-28 19:10,d749c50ad2a2660df91f9dc1b8e20d78,Boston Celtics,Philadelphia 76ers,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-111.5,-107.88,-11.5,11.5,-556.62,407.25,-109.5,-110.12,214.62,-115,-105,-520,390,-105,-115,-110,-110,-550,400,-110,-110,-113,-110,-625,430,-114,-109,-108,-104,-542,423,-107,-107,-112,-108,-550,415,-110,-110,-114,-106,-560,420,-110,-110,-110,-110,-556,390,-110,-110,-110,-110,-550,390,-110,-110,,,,,,
NBA,2026-04-27 15:22:52,2026-04-28 20:10,595b24bea54d0917338e4a51372398b3,New York Knicks,Atlanta Hawks,No,748.3,Yes,East,Atlantic,East,Southeast,-111.62,-107.88,-6.5,6.5,-280.5,225.88,-108.75,-110.88,213.0,-110,-110,-265,215,-105,-115,-110,-110,-285,225,-105,-115,-112,-112,-286,220,-113,-110,-111,-101,-282,237,-107,-107,-115,-105,-285,234,-110,-110,-110,-110,-275,225,-110,-110,-110,-110,-286,221,-110,-110,-115,-105,-280,230,-110,-110,,,,,,
NBA,2026-04-27 15:22:52,2026-04-28 21:40,f61ea629819d5176316c94a379c02ad2,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-110.62,-108.75,-12.12,12.12,-659.5,468.38,-110.0,-109.62,215.19,-115,-105,-575,425,-105,-115,-105,-115,-650,475,-115,-105,-110,-113,-770,510,-113,-110,-108,-104,-664,502,-107,-107,-112,-108,-675,491,-110,-110,-110,-110,-650,460,-110,-110,-110,-110,-667,454,-110,-110,-115,-105,-625,430,-110,-110,,,,,,
NBA,2026-04-27 15:22:52,2026-04-29 19:10,6fa2ebdc614d327bc9a4558541adcd30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-110.0,-109.38,-9.0,9.0,-397.62,306.38,-110.5,-109.25,215.88,-110,-110,-410,320,-110,-110,-118,-102,-400,310,-115,-105,-115,-108,-435,310,-112,-112,-101,-111,-371,304,-107,-107,-105,-115,-375,299,-110,-110,-106,-114,-375,300,-110,-110,-110,-110,-435,318,-110,-110,-115,-105,-380,290,-110,-110,,,,,,
NBA,2026-04-27 15:22:52,2026-04-29 21:40,0d0aa62d4305ee094389473b308ce0bd,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-112.5,-106.88,-2.69,2.69,-146.62,123.88,-109.62,-110.0,207.75,-115,-105,-142,120,-110,-110,-115,-105,-150,125,-110,-110,-109,-114,-152,123,-110,-113,-111,-101,-144,127,-107,-107,-115,-105,-145,125,-110,-110,-115,-105,-146,124,-110,-110,-110,-110,-149,122,-110,-110,-110,-110,-145,125,-110,-110,,,,,,
