League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-16 10:21:38,2025-11-16 15:30,Boston Celtics,Los Angeles Clippers,No,2604.9,No,-111.33,-108.44,-208.0,173.33,-109.56,-110.56,East,Atlantic,West,Pacific,-115.0,-105.0,-205.0,170.0,-110.0,-110.0,-111.0,-101.0,-204.0,179.0,-102.0,-113.0,-115.0,-105.0,-205.0,177.0,-105.0,-115.0,-102.0,-118.0,-210.0,170.0,-110.0,-110.0,-110.0,-110.0,-208.0,168.0,-110.0,-110.0,-110.0,-110.0,-225.0,188.0,-110.0,-110.0,-115.0,-105.0,-200.0,170.0,-115.0,-105.0,-109,-117,-210,163,-114,-112,-115.0,-105.0,-205.0,175.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 16:00,San Antonio Spurs,Sacramento Kings,No,1460.9,No,-109.56,-110.22,-336.0,266.78,-110.0,-109.89,West,Southwest,West,Pacific,-105.0,-115.0,-325.0,260.0,-105.0,-115.0,-111.0,-101.0,-331.0,274.0,-113.0,-102.0,-115.0,-105.0,-335.0,270.0,-115.0,-105.0,-110.0,-110.0,-350.0,275.0,-105.0,-115.0,-110.0,-110.0,-323.0,245.0,-110.0,-110.0,-108.0,-112.0,-330.0,265.0,-112.0,-108.0,-105.0,-115.0,-350.0,275.0,-110.0,-110.0,-112,-114,-345,265,-110,-114,-110.0,-110.0,-335.0,272.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 18:00,Washington Wizards,Brooklyn Nets,No,203.5,No,-108.89,-110.78,-144.44,122.0,-109.0,-111.0,East,Southeast,East,Atlantic,-115.0,-105.0,-148.0,124.0,-105.0,-115.0,-101.0,-111.0,-144.0,127.0,-105.0,-109.0,-105.0,-115.0,-145.0,125.0,-108.0,-112.0,-110.0,-110.0,-145.0,120.0,-110.0,-110.0,-110.0,-110.0,-149.0,122.0,-110.0,-110.0,-106.0,-114.0,-142.0,120.0,-110.0,-110.0,-110.0,-110.0,-145.0,125.0,-110.0,-110.0,-113,-112,-137,110,-113,-113,-110.0,-110.0,-145.0,125.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 19:00,New Orleans Pelicans,Golden State Warriors,No,1923.5,Yes,-110.22,-109.56,383.11,-513.22,-109.33,-110.67,West,Southwest,West,Pacific,-108.0,-112.0,380.0,-500.0,-108.0,-112.0,-106.0,-106.0,390.0,-493.0,-107.0,-107.0,-110.0,-110.0,383.0,-500.0,-110.0,-110.0,-110.0,-110.0,375.0,-500.0,-105.0,-115.0,-110.0,-110.0,375.0,-526.0,-110.0,-110.0,-110.0,-110.0,385.0,-500.0,-110.0,-110.0,-115.0,-105.0,370.0,-510.0,-110.0,-110.0,-113,-113,400,-590,-114,-112,-110.0,-110.0,390.0,-500.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 19:00,Houston Rockets,Orlando Magic,No,848.7,Yes,-110.33,-109.33,-313.33,251.22,-109.44,-110.44,West,Southwest,East,Southeast,-115.0,-105.0,-325.0,260.0,-105.0,-115.0,-101.0,-111.0,-307.0,256.0,-107.0,-107.0,-105.0,-115.0,-310.0,252.0,-110.0,-110.0,-115.0,-105.0,-325.0,260.0,-110.0,-110.0,-110.0,-110.0,-323.0,248.0,-110.0,-110.0,-112.0,-108.0,-295.0,240.0,-110.0,-110.0,-115.0,-105.0,-290.0,240.0,-110.0,-110.0,-110,-115,-335,250,-113,-112,-110.0,-110.0,-310.0,255.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 19:30,Dallas Mavericks,Portland Trail Blazers,No,1632.1,Yes,-110.67,-109.11,138.11,-164.22,-110.11,-109.89,West,Southwest,West,Northwest,-115.0,-105.0,142.0,-170.0,-110.0,-110.0,-106.0,-106.0,141.0,-160.0,-109.0,-105.0,-110.0,-110.0,140.0,-160.0,-112.0,-108.0,-115.0,-105.0,140.0,-170.0,-105.0,-115.0,-110.0,-110.0,139.0,-172.0,-110.0,-110.0,-106.0,-114.0,138.0,-164.0,-108.0,-112.0,-110.0,-110.0,140.0,-165.0,-115.0,-105.0,-114,-112,125,-157,-112,-114,-110.0,-110.0,138.0,-160.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 20:00,Phoenix Suns,Atlanta Hawks,No,1591.4,Yes,-109.78,-110.0,32.67,-119.33,-109.11,-110.89,West,Pacific,East,Southeast,-112.0,-108.0,-105.0,-115.0,-112.0,-108.0,-104.0,-108.0,-103.0,-113.0,-102.0,-113.0,-108.0,-112.0,-105.0,-115.0,-105.0,-115.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,100.0,-122.0,-110.0,-110.0,-112.0,-108.0,102.0,-120.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-112,-114,100,-124,-113,-112,-110.0,-110.0,105.0,-125.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-11-16 20:00,Utah Jazz,Chicago Bulls,No,1258.5,Yes,-109.0,-110.78,154.33,-183.78,-110.56,-109.44,West,Northwest,East,Central,-108.0,-112.0,154.0,-185.0,-110.0,-110.0,-106.0,-106.0,158.0,-180.0,-113.0,-102.0,-110.0,-110.0,157.0,-180.0,-115.0,-105.0,-105.0,-115.0,155.0,-190.0,-110.0,-110.0,-110.0,-110.0,157.0,-196.0,-110.0,-110.0,-110.0,-110.0,148.0,-176.0,-110.0,-110.0,-110.0,-110.0,160.0,-185.0,-105.0,-115.0,-112,-114,145,-182,-112,-113,-110.0,-110.0,155.0,-180.0,-110.0,-110.0
NBA,2025-11-16 10:21:38,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,
NBA,2025-11-16 10:21:38,2025-12-25 17:00,Golden State Warriors,Dallas Mavericks,No,1481.0,No,-114.0,-112.0,-195.0,150.0,-115.0,-110.0,West,Pacific,West,Southwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114,-112,-195,150,-115,-110,,,,,,
