League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-06 13:38:48,2026-01-06 19:10,Indiana Pacers,Cleveland Cavaliers,Yes,263.5,Yes,-110.11,-109.67,184.44,-223.22,-109.75,-109.5,East,Central,East,Central,-106,-114,180,-215,-108,-112,-110,-110,185,-233,-110,-110,-113,-113,180,-230,,,-104,-108,191,-223,-107,-107,-108,-112,189,-225,-110,-110,-110,-110,195,-230,-110,-110,-110,-110,175,-210,-110,-110,-115,-105,180,-218,-108,-112,-115,-105,185,-225,-115,-105
NBA,2026-01-06 13:38:48,2026-01-06 19:10,Washington Wizards,Orlando Magic,Yes,756.6,Yes,-111.0,-108.56,240.22,-296.44,-109.12,-110.12,East,Southeast,East,Southeast,-112,-108,245,-300,-106,-114,-110,-110,236,-303,-110,-110,-110,-114,230,-295,,,-104,-108,245,-292,-107,-107,-108,-112,241,-295,-110,-110,-110,-110,245,-295,-110,-110,-115,-105,240,-290,-110,-110,-115,-105,240,-298,-110,-110,-115,-105,240,-300,-110,-110
NBA,2026-01-06 13:38:48,2026-01-06 20:10,New Orleans Pelicans,Los Angeles Lakers,No,1673.5,Yes,-109.11,-110.67,187.67,-227.78,-111.25,-108.12,West,Southwest,West,Pacific,-112,-108,198,-240,-112,-108,-110,-110,180,-227,-110,-110,-112,-114,185,-240,,,-106,-106,186,-216,-113,-102,-110,-110,185,-217,-115,-105,-110,-110,190,-225,-110,-110,-115,-105,190,-230,-110,-110,-102,-118,190,-230,-105,-115,-105,-115,185,-225,-115,-105
NBA,2026-01-06 13:38:48,2026-01-06 20:10,Memphis Grizzlies,San Antonio Spurs,Yes,628.7,Yes,-110.78,-108.89,203.22,-249.33,-110.5,-108.75,West,Southwest,West,Southwest,-110,-110,215,-260,-114,-106,-110,-110,205,-263,-110,-110,-115,-110,195,-250,,,-109,-103,206,-243,-107,-107,-113,-107,203,-245,-110,-110,-110,-110,205,-245,-110,-110,-110,-110,190,-230,-110,-110,-110,-110,210,-258,-108,-112,-110,-110,200,-250,-115,-105
NBA,2026-01-06 13:38:48,2026-01-06 20:10,Minnesota Timberwolves,Miami Heat,No,1511.3,Yes,-111.78,-107.89,-191.33,160.11,-108.38,-111.0,West,Northwest,East,Southeast,-112,-108,-198,166,-110,-110,-110,-110,-185,150,-110,-110,-115,-110,-195,155,,,-111,-101,-177,156,-102,-113,-115,-105,-177,155,-105,-115,-115,-105,-175,150,-110,-110,-110,-110,-240,200,-105,-115,-108,-112,-185,154,-115,-105,-110,-110,-190,155,-110,-110
NBA,2026-01-06 13:38:48,2026-01-06 23:10,Sacramento Kings,Dallas Mavericks,No,1439.9,Yes,-112.44,-107.33,173.78,-209.44,-110.25,-109.0,West,Pacific,West,Southwest,-112,-108,176,-210,-112,-108,-110,-110,172,-217,-110,-110,-114,-112,170,-215,,,-111,-101,176,-201,-107,-107,-115,-105,175,-202,-110,-110,-110,-110,175,-205,-110,-110,-110,-110,180,-220,-110,-110,-115,-105,170,-205,-108,-112,-115,-105,170,-210,-115,-105
