League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-04 01:38:37,2026-01-04 14:10,Cleveland Cavaliers,Detroit Pistons,Yes,91.4,No,-107.88,-111.12,-207.5,173.62,-109.25,-110.0,East,Central,East,Central,-110,-110,-205,172,-112,-108,-110,-110,-200,174,-110,-110,-106,-106,-200,175,-107,-107,-110,-110,-217,173,-110,-110,-105,-115,-218,180,-110,-110,-110,-110,-210,175,-110,-110,-110,-110,-200,170,-110,-110,-102,-118,-210,170,-105,-115
NBA,2026-01-04 01:38:37,2026-01-04 15:10,Orlando Magic,Indiana Pacers,No,820.2,No,-56.38,-112.62,-249.0,204.88,-109.12,-110.12,East,Southeast,East,Central,-110,-110,-250,205,-108,-112,100,-120,-245,203,-110,-110,104,-116,-243,206,-107,-107,-110,-110,-256,202,-110,-110,-110,-110,-258,210,-108,-112,-110,-110,-250,210,-110,-110,-105,-115,-240,203,-110,-110,-110,-110,-250,200,-110,-110
NBA,2026-01-04 01:38:37,2026-01-04 15:40,Brooklyn Nets,Denver Nuggets,No,1634.1,No,-29.88,-114.12,118.75,-140.12,-110.75,-108.62,East,Atlantic,West,Northwest,-108,-112,120,-142,-108,-112,100,-120,120,-140,-115,-105,104,-116,122,-138,-113,-102,-110,-110,114,-141,-110,-110,-110,-110,114,-135,-105,-115,-105,-115,125,-145,-110,-110,100,-120,120,-140,-115,-105,-110,-110,115,-140,-110,-110
NBA,2026-01-04 01:38:37,2026-01-04 18:10,Miami Heat,New Orleans Pelicans,No,669.6,No,-110.62,-108.38,-300.62,243.62,-108.88,-110.5,East,Southeast,West,Southwest,-114,-106,-310,250,-114,-106,-110,-110,-285,234,-105,-115,-106,-106,-282,237,-102,-113,-110,-110,-313,240,-110,-110,-115,-105,-310,250,-105,-115,-105,-115,-320,260,-115,-105,-110,-110,-285,238,-105,-115,-115,-105,-300,240,-115,-105
NBA,2026-01-04 01:38:37,2026-01-04 18:10,Washington Wizards,Minnesota Timberwolves,No,934.6,No,-109.75,-109.25,347.62,-453.62,-113.88,-55.5,East,Southeast,West,Northwest,-112,-108,330,-420,-112,-108,-110,-110,350,-450,-123,103,-106,-106,356,-444,-121,106,-110,-110,340,-455,-110,-110,-102,-118,350,-455,-110,-110,-110,-110,350,-480,-110,-110,-110,-110,355,-450,-115,-105,-118,-102,350,-475,-110,-110
NBA,2026-01-04 01:38:37,2026-01-04 20:10,Phoenix Suns,Oklahoma City Thunder,No,841.9,Yes,-110.12,-108.88,280.25,-352.25,-109.88,-109.38,West,Pacific,West,Northwest,-110,-110,280,-350,-112,-108,-110,-110,285,-355,-110,-110,-106,-106,289,-351,-107,-107,-110,-110,273,-357,-110,-110,-115,-105,285,-360,-110,-110,-105,-115,270,-340,-110,-110,-110,-110,285,-355,-110,-110,-115,-105,275,-350,-110,-110
NBA,2026-01-04 01:38:37,2026-01-04 21:10,Sacramento Kings,Milwaukee Bucks,No,1775.2,Yes,-110.5,-108.5,199.0,-240.0,-109.62,-109.62,West,Pacific,East,Central,-108,-112,205,-250,-110,-110,-110,-110,195,-235,-110,-110,-106,-106,198,-232,-107,-107,-110,-110,209,-263,-110,-110,-115,-105,190,-230,-110,-110,-110,-110,200,-240,-110,-110,-110,-110,200,-235,-110,-110,-115,-105,195,-235,-110,-110
NBA,2026-01-04 01:38:37,2026-01-04 21:40,Los Angeles Lakers,Memphis Grizzlies,No,1604.9,Yes,-108.38,-110.62,-240.88,198.88,-109.38,-109.88,West,Pacific,West,Southwest,-106,-114,-230,190,-106,-114,-110,-110,-240,200,-110,-110,-106,-106,-238,202,-107,-107,-110,-110,-256,201,-110,-110,-110,-110,-238,195,-112,-108,-105,-115,-250,210,-110,-110,-110,-110,-240,203,-110,-110,-110,-110,-235,190,-110,-110
