League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-01-15 01:41:02,2026-01-15 14:10,Orlando Magic,Memphis Grizzlies,No,682.5,No,-113.22,-106.56,-194.56,162.67,-109.12,-110.12,East,Southeast,West,Southwest,-114,-106,-200,168,-106,-114,-115,-105,-205,170,-105,-115,-117.0,-109.0,-200.0,155.0,,,-108,-104,-185,162,-107,-107,-112,-108,-185,161,-110,-110,-118,-102,-200,165,-115,-105,-110.0,-110.0,-185.0,159.0,-110.0,-110.0,-115.0,-105.0,-195.0,165.0,-110.0,-110.0,-110,-110,-196,159,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 19:10,Detroit Pistons,Phoenix Suns,No,1690.2,Yes,-112.11,-107.67,-271.0,220.22,-110.25,-109.0,East,Central,West,Pacific,-114,-106,-270,220,-108,-112,-118,-102,-278,225,-112,-108,-113.0,-113.0,-265.0,205.0,,,-106,-106,-263,222,-107,-107,-110,-110,-265,219,-110,-110,-118,-102,-275,220,-115,-105,-110.0,-110.0,-265.0,223.0,-110.0,-110.0,-110.0,-110.0,-280.0,230.0,-110.0,-110.0,-110,-110,-278,218,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 19:40,Miami Heat,Boston Celtics,No,1255.4,Yes,-111.22,-108.56,108.44,-129.56,-108.71,-110.43,East,Southeast,East,Atlantic,-108,-112,114,-134,-112,-108,-118,-102,114,-135,-102,-118,-114.0,-112.0,102.0,-127.0,,,-106,-106,110,-126,-107,-107,-110,-110,108,-128,-110,-110,-115,-105,105,-130,-110,-110,-110.0,-110.0,108.0,-128.0,-110.0,-110.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-110,-110,105,-128,,
NBA,2026-01-15 01:41:02,2026-01-15 19:40,Houston Rockets,Oklahoma City Thunder,No,413.2,Yes,-110.89,-108.89,144.56,-172.33,-110.25,-109.0,West,Southwest,West,Northwest,-114,-106,156,-186,-110,-110,-102,-118,142,-170,-115,-105,-117.0,-109.0,143.0,-180.0,,,-108,-104,143,-162,-107,-107,-112,-108,142,-162,-110,-110,-115,-105,145,-180,-110,-110,-110.0,-110.0,140.0,-162.0,-110.0,-110.0,-110.0,-110.0,145.0,-170.0,-110.0,-110.0,-110,-110,145,-179,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 20:10,San Antonio Spurs,Milwaukee Bucks,No,1105.6,Yes,-110.0,-109.78,-297.78,239.78,-109.75,-109.5,West,Southwest,East,Central,-110,-110,-295,240,-106,-114,-110,-110,-290,235,-115,-105,-114.0,-112.0,-295.0,225.0,,,-106,-106,-287,241,-107,-107,-110,-110,-290,237,-110,-110,-110,-110,-300,240,-110,-110,-110.0,-110.0,-290.0,240.0,-110.0,-110.0,-110.0,-110.0,-310.0,255.0,-110.0,-110.0,-110,-110,-323,245,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 20:40,Dallas Mavericks,Utah Jazz,No,999.4,Yes,-110.17,-108.5,-36.33,-116.17,-108.83,-110.17,West,Southwest,West,Northwest,-110,-110,100,-118,-106,-114,-115,-105,-105,-115,-115,-105,,,,,,,-106,-106,-103,-113,-107,-107,-110,-110,-105,-115,-110,-110,-110,-110,100,-120,-105,-115,,,,,,,,,,,,,-110,-110,-105,-116,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 22:10,Portland Trail Blazers,Atlanta Hawks,No,2171.8,Yes,-107.78,-111.78,145.78,-173.67,-110.88,-108.38,West,Northwest,East,Southeast,-110,-110,144,-172,-110,-110,-102,-118,145,-175,-115,-105,-110.0,-114.0,140.0,-177.0,,,-106,-106,150,-170,-107,-107,-110,-110,149,-170,-110,-110,-102,-118,145,-175,-115,-105,-110.0,-110.0,146.0,-170.0,-110.0,-110.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0,-110,-110,143,-179,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 22:10,Golden State Warriors,New York Knicks,No,2570.6,Yes,-108.33,-110.33,-287.67,231.83,-108.67,-110.33,West,Pacific,East,Atlantic,-114,-106,-270,220,-110,-110,-110,-110,-290,235,-110,-110,,,,,,,-101,-111,-287,241,-107,-107,-105,-115,-290,237,-110,-110,-110,-110,-295,230,-105,-115,,,,,,,,,,,,,-110,-110,-294,228,-110.0,-110.0
NBA,2026-01-15 01:41:02,2026-01-15 22:40,Los Angeles Lakers,Charlotte Hornets,No,2121.4,Yes,-108.89,-110.89,-184.0,154.44,-109.38,-109.88,West,Pacific,East,Southeast,-106,-114,-186,154,-108,-112,-105,-115,-205,170,-110,-110,-113.0,-113.0,-200.0,160.0,,,-106,-106,-170,150,-107,-107,-110,-110,-170,149,-110,-110,-110,-110,-185,150,-110,-110,-110.0,-110.0,-170.0,146.0,-110.0,-110.0,-110.0,-110.0,-185.0,160.0,-110.0,-110.0,-110,-110,-185,151,-110.0,-110.0
