League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-18 06:48:56,2026-03-18 19:10,559e3b7523e4be26e5788e58c1e6067b,Boston Celtics,Golden State Warriors,No,2697.8,Yes,East,Atlantic,West,Pacific,-83.89,-113.33,-12.33,12.33,-635.22,456.67,-110.0,-109.56,216.17,-110,-110,-620,460,-110,-110,-110,-110,-667,451,-110,-110,100,-120,-600,440,-115,-105,-114,-109,-625,430,-113,-109,-105,-115,-630,464,-110,-110,-101,-111,-620,475,-107,-107,-105,-115,-625,450,-105,-115,-105,-115,-700,475,-110,-110,-105,-115,-630.0,465.0,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 19:40,b8069101e24852c60cabdc606432eee7,Brooklyn Nets,Oklahoma City Thunder,No,1328.4,Yes,East,Atlantic,West,Northwest,-109.0,-110.56,19.28,-19.28,1137.88,-2710.75,-110.0,-109.67,215.11,-106,-114,1200,-2500,-110,-110,-110,-110,1094,-3333,-110,-110,-112,-108,1200,-2400,-108,-112,-112,-112,1000,-2500,-110,-113,-110,-110,1156,-2500,-110,-110,-106,-106,1203,-2453,-107,-107,-105,-115,1150,-2500,-115,-105,-110,-110,1100,-3500,-110,-110,-110,-110,,,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 19:40,ad16cbe50231fbc2c6e23cc24db31365,Indiana Pacers,Portland Trail Blazers,No,1885.4,Yes,East,Central,West,Northwest,-107.67,-111.78,10.5,-10.5,393.0,-531.75,-111.11,-108.56,234.61,-110,-110,370,-480,-110,-110,-110,-110,400,-556,-110,-110,-108,-112,400,-535,-115,-105,-110,-113,370,-530,-113,-110,-105,-115,403,-530,-110,-110,-101,-111,411,-523,-107,-107,-110,-110,400,-550,-115,-105,-110,-110,390,-550,-110,-110,-105,-115,,,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 20:10,a9e7cf9b2e8337be24987faf71d38562,Chicago Bulls,Toronto Raptors,No,438.9,Yes,East,Central,East,Atlantic,-111.11,-108.33,7.39,-7.39,245.67,-303.33,-109.44,-110.22,234.39,-114,-106,235,-290,-110,-110,-110,-110,238,-303,-110,-110,-110,-110,245,-305,-110,-110,-115,-108,230,-295,-113,-110,-110,-110,260,-320,-110,-110,-106,-106,263,-317,-107,-107,-110,-110,240,-300,-105,-115,-115,-105,250,-300,-110,-110,-110,-110,250.0,-300.0,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 20:10,17096eee549e2159e71d78bb3849db57,New Orleans Pelicans,Los Angeles Clippers,No,1677.3,Yes,West,Southwest,West,Pacific,-107.44,-112.0,-2.11,2.11,-129.44,108.67,-109.78,-109.89,232.28,-108,-112,-126,108,-108,-112,-110,-110,-127,104,-110,-110,-102,-118,-130,110,-115,-105,-109,-114,-129,104,-113,-110,-110,-110,-135,115,-110,-110,-106,-106,-133,117,-107,-107,-102,-118,-135,110,-110,-110,-110,-110,-125,105,-105,-115,-110,-110,-125.0,105.0,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 20:10,c159c8836e9475f580cc678470d80c1b,Minnesota Timberwolves,Utah Jazz,Yes,986.7,Yes,West,Northwest,West,Northwest,-112.78,-106.78,-12.56,12.56,-717.88,501.62,-110.56,-109.11,233.17,-110,-110,-670,490,-110,-110,-110,-110,-769,496,-110,-110,-112,-108,-700,500,-115,-105,-112,-112,-715,480,-113,-110,-115,-105,-700,505,-110,-110,-111,-101,-689,517,-107,-107,-115,-105,-700,500,-110,-110,-115,-105,-800,525,-110,-110,-115,-105,,,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 20:40,d1b7a6b86d3200f31d702d039df933e1,Dallas Mavericks,Atlanta Hawks,No,721.3,Yes,West,Southwest,East,Southeast,-109.11,-110.44,8.11,-8.11,266.89,-335.33,-109.67,-109.89,237.89,-106,-114,245,-300,-110,-110,-110,-110,257,-333,-110,-110,-118,-102,280,-355,-105,-115,-112,-112,240,-315,-110,-112,-105,-115,280,-350,-110,-110,-101,-111,285,-345,-107,-107,-115,-105,280,-350,-115,-105,-110,-110,275,-350,-110,-110,-105,-115,260.0,-320.0,-110,-110
NBA,2026-03-18 06:48:56,2026-03-18 20:40,88b9327dddb11904d24fb9f317b5db4f,Memphis Grizzlies,Denver Nuggets,No,880.4,Yes,West,Southwest,West,Northwest,-109.56,-109.89,13.0,-13.0,542.5,-801.12,-111.67,-108.0,242.06,-110,-110,540,-770,-110,-110,-110,-110,533,-833,-110,-110,-102,-118,550,-800,-110,-110,-113,-110,480,-770,-112,-110,-110,-110,561,-800,-115,-105,-106,-106,576,-786,-113,-102,-115,-105,550,-800,-110,-110,-110,-110,550,-850,-110,-110,-110,-110,,,-115,-105
NBA,2026-03-18 06:48:56,2026-03-18 21:40,3646f994ee580be92e086ca3205cec9c,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-107.11,-112.33,-2.56,2.56,-139.78,117.44,-109.11,-110.56,222.22,-110,-110,-138,118,-106,-114,-110,-110,-139,113,-110,-110,-108,-112,-142,120,-105,-115,-110,-113,-150,120,-109,-114,-105,-115,-138,118,-110,-110,-101,-111,-136,120,-107,-107,-110,-110,-145,118,-115,-105,-105,-115,-135,115,-110,-110,-105,-115,-135.0,115.0,-110,-110
