League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-04-06 15:01:27,2026-04-06 19:10,dce0f3f389617fa7daa990c209ee8acc,Atlanta Hawks,New York Knicks,No,748.3,Yes,East,Southeast,East,Atlantic,-108.89,-110.56,-1.5,1.5,-120.22,100.22,-109.78,-109.89,227.0,-108,-112,-118,100,-106,-114,-110.0,-110.0,-120.0,100.0,-115.0,-105.0,-110.0,-113.0,-124.0,100.0,-110.0,-113.0,-108.0,-112.0,-120.0,100.0,-110.0,-110.0,-104.0,-108.0,-118.0,102.0,-107.0,-107.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,-122.0,100.0,-110.0,-110.0
NBA,2026-04-06 15:01:27,2026-04-06 19:10,ec27c42246b5e40c34f4c2d93930ed20,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-109.78,-109.78,1.56,-1.56,104.11,-124.78,-110.11,-109.56,222.0,-112,-108,108,-126,-114,-106,-108.0,-112.0,102.0,-122.0,-105.0,-115.0,-112.0,-112.0,100.0,-125.0,-110.0,-113.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-106.0,-106.0,107.0,-123.0,-107.0,-107.0,-110.0,-110.0,105.0,-130.0,-115.0,-105.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,100.0,-122.0,-110.0,-110.0
NBA,2026-04-06 15:01:27,2026-04-06 20:10,c2ff7eb921314ca5ebc2ad18db189374,Memphis Grizzlies,Cleveland Cavaliers,No,630.9,Yes,West,Southwest,East,Central,-110.89,-108.56,13.22,-13.22,633.67,-982.33,-107.67,-112.22,231.5,-115,-105,640,-950,-110,-110,-112.0,-108.0,650.0,-1000.0,-105.0,-115.0,-110.0,-113.0,575.0,-910.0,-112.0,-112.0,-110.0,-110.0,637.0,-950.0,-105.0,-115.0,-106.0,-106.0,657.0,-931.0,-102.0,-113.0,-115.0,-105.0,650.0,-1000.0,-105.0,-115.0,-110.0,-110.0,630.0,-950.0,-110.0,-110.0,-110.0,-110.0,575.0,-900.0,-110.0,-110.0,-110.0,-110.0,689.0,-1250.0,-110.0,-110.0
NBA,2026-04-06 15:01:27,2026-04-06 20:10,14dede373d304abbddc590d2bcc81e4e,San Antonio Spurs,Philadelphia 76ers,No,1502.4,Yes,West,Southwest,East,Atlantic,-111.0,-108.44,-8.56,8.56,-369.22,291.44,-109.89,-109.78,237.11,-112,-108,-375,300,-108,-112,-112.0,-108.0,-375.0,295.0,-115.0,-105.0,-108.0,-115.0,-375.0,280.0,-114.0,-109.0,-113.0,-107.0,-370.0,296.0,-110.0,-110.0,-109.0,-103.0,-366.0,301.0,-107.0,-107.0,-110.0,-110.0,-375.0,300.0,-105.0,-115.0,-110.0,-110.0,-370.0,295.0,-110.0,-110.0,-115.0,-105.0,-360.0,280.0,-110.0,-110.0,-110.0,-110.0,-357.0,276.0,-110.0,-110.0
NBA,2026-04-06 15:01:27,2026-04-06 21:10,76e52ccb4140e4936de62dbadae0808d,Denver Nuggets,Portland Trail Blazers,Yes,981.8,Yes,West,Northwest,West,Northwest,-108.67,-110.78,-7.56,7.56,-318.44,256.0,-110.89,-108.78,236.83,-108,-112,-330,265,-110,-110,-110.0,-110.0,-310.0,250.0,-112.0,-108.0,-108.0,-115.0,-315.0,245.0,-114.0,-109.0,-108.0,-112.0,-310.0,252.0,-110.0,-110.0,-104.0,-108.0,-307.0,256.0,-107.0,-107.0,-110.0,-110.0,-325.0,260.0,-115.0,-105.0,-110.0,-110.0,-310.0,255.0,-110.0,-110.0,-110.0,-110.0,-320.0,260.0,-110.0,-110.0,-110.0,-110.0,-339.0,261.0,-110.0,-110.0
NBA,2026-04-06 15:01:27,2026-04-07 19:40,9aaa887e3f4a853902d6613072b2f35b,Toronto Raptors,Miami Heat,No,1232.1,Yes,East,Atlantic,East,Southeast,-115.0,-105.0,1.5,-1.5,106.0,-124.0,-110.0,-110.0,239.5,-115,-105,106,-124,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-04-06 15:01:27,2026-04-07 20:10,96d26f7a098eba89636e1a99c7c79d8d,Boston Celtics,Charlotte Hornets,No,721.0,Yes,East,Atlantic,East,Southeast,-110.0,-110.0,-6.5,6.5,-245.0,200.0,-105.0,-115.0,220.5,-110,-110,-245,200,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-04-06 15:01:27,2026-04-07 22:40,3133467540e08b88d68625ed9e975399,Los Angeles Clippers,Dallas Mavericks,No,1245.2,Yes,West,Pacific,West,Southwest,-110.0,-110.0,-11.0,11.0,-520.0,400.0,-114.0,-106.0,235.5,-110,-110,-520,400,-114,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-04-06 15:01:27,2026-04-07 22:40,01f002eb30dfd24045740d4fbf68207e,Los Angeles Lakers,Oklahoma City Thunder,No,1182.5,Yes,West,Pacific,West,Northwest,-110.0,-110.0,14.5,-14.5,810.0,-1350.0,-110.0,-110.0,224.5,-110,-110,810,-1350,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-04-06 15:01:27,2026-04-07 23:10,6ec00d2267f0fe20067d4e2363a17162,Phoenix Suns,Houston Rockets,No,1016.4,Yes,West,Pacific,West,Southwest,-112.0,-108.0,1.0,-1.0,-102.0,-116.0,-110.0,-110.0,218.5,-112,-108,-102,-116,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
