League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-03 16:21:33,2025-11-03 19:00,Indiana Pacers,Milwaukee Bucks,Yes,244.2,Yes,-111.78,-107.89,184.44,-223.67,-110.0,-110.0,East,Central,East,Central,-118.0,-102.0,185.0,-225.0,-112.0,-108.0,-106.0,-106.0,187.0,-217.0,-107.0,-107.0,-110.0,-110.0,185.0,-218.0,-110.0,-110.0,-112.0,-108.0,194.0,-235.0,-108.0,-112.0,-110.0,-110.0,184.0,-233.0,-110.0,-110.0,-115,-110,170,-215,-113,-113,-115.0,-105.0,185.0,-225.0,-110.0,-110.0,-110.0,-110.0,185.0,-220.0,-110.0,-110.0,-110.0,-110.0,185.0,-225.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 19:10,Brooklyn Nets,Minnesota Timberwolves,No,1021.6,Yes,-109.44,-110.22,297.0,-379.0,-110.11,-109.67,East,Atlantic,West,Northwest,-105.0,-115.0,295.0,-375.0,-105.0,-115.0,-108.0,-104.0,304.0,-371.0,-107.0,-107.0,-112.0,-108.0,299.0,-375.0,-110.0,-110.0,-110.0,-110.0,300.0,-375.0,-110.0,-110.0,-110.0,-110.0,295.0,-385.0,-110.0,-110.0,-110,-115,300,-400,-114,-110,-105.0,-115.0,290.0,-375.0,-115.0,-105.0,-110.0,-110.0,300.0,-375.0,-110.0,-110.0,-115.0,-105.0,290.0,-380.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 19:40,Boston Celtics,Utah Jazz,No,2099.0,Yes,-109.22,-110.33,-469.89,357.11,-109.11,-111.0,East,Atlantic,West,Northwest,-112.0,-108.0,-470.0,360.0,-108.0,-112.0,-104.0,-108.0,-464.0,370.0,-102.0,-113.0,-108.0,-112.0,-470.0,364.0,-105.0,-115.0,-110.0,-110.0,-460.0,360.0,-110.0,-110.0,-110.0,-110.0,-455.0,340.0,-110.0,-110.0,-109,-115,-480,340,-112,-114,-110.0,-110.0,-500.0,375.0,-115.0,-105.0,-110.0,-110.0,-460.0,360.0,-110.0,-110.0,-110.0,-110.0,-470.0,345.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 19:40,New York Knicks,Washington Wizards,No,205.6,Yes,-110.67,-109.0,-677.89,478.22,-108.67,-111.11,East,Atlantic,East,Southeast,-115.0,-105.0,-650.0,470.0,-105.0,-115.0,-104.0,-108.0,-629.0,480.0,-105.0,-109.0,-108.0,-112.0,-640.0,469.0,-108.0,-112.0,-114.0,-106.0,-700.0,500.0,-106.0,-114.0,-110.0,-110.0,-667.0,450.0,-110.0,-110.0,-115,-110,-715,460,-114,-110,-115.0,-105.0,-750.0,525.0,-105.0,-115.0,-110.0,-110.0,-650.0,475.0,-110.0,-110.0,-105.0,-115.0,-700.0,475.0,-115.0,-105.0
NBA,2025-11-03 16:21:33,2025-11-03 20:10,Houston Rockets,Dallas Mavericks,Yes,226.3,Yes,-110.78,-108.89,-693.67,489.22,-110.44,-109.56,West,Southwest,West,Southwest,-115.0,-105.0,-700.0,500.0,-108.0,-112.0,-111.0,-101.0,-664.0,502.0,-107.0,-107.0,-115.0,-105.0,-675.0,491.0,-110.0,-110.0,-106.0,-114.0,-700.0,500.0,-110.0,-110.0,-110.0,-110.0,-714.0,470.0,-110.0,-110.0,-110,-115,-715,475,-114,-112,-115.0,-105.0,-700.0,500.0,-115.0,-105.0,-110.0,-110.0,-675.0,490.0,-110.0,-110.0,-105.0,-115.0,-700.0,475.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 20:10,Memphis Grizzlies,Detroit Pistons,No,623.7,Yes,-111.78,-107.89,159.33,-189.56,-109.0,-111.0,West,Southwest,East,Central,-115.0,-105.0,160.0,-192.0,-105.0,-115.0,-111.0,-101.0,162.0,-185.0,-107.0,-107.0,-115.0,-105.0,161.0,-185.0,-110.0,-110.0,-110.0,-110.0,162.0,-194.0,-112.0,-108.0,-110.0,-110.0,151.0,-185.0,-110.0,-110.0,-110,-115,160,-200,-112,-114,-110.0,-110.0,155.0,-190.0,-105.0,-115.0,-110.0,-110.0,163.0,-190.0,-110.0,-110.0,-115.0,-105.0,160.0,-185.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 21:00,Denver Nuggets,Sacramento Kings,No,888.1,Yes,-111.11,-108.56,-598.89,435.44,-111.0,-109.0,West,Northwest,West,Pacific,-115.0,-105.0,-600.0,440.0,-115.0,-105.0,-106.0,-106.0,-591.0,456.0,-107.0,-107.0,-110.0,-110.0,-600.0,446.0,-110.0,-110.0,-114.0,-106.0,-590.0,430.0,-114.0,-106.0,-110.0,-110.0,-594.0,422.0,-110.0,-110.0,-110,-115,-590,400,-113,-113,-110.0,-110.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,-600.0,450.0,-110.0,-110.0,-115.0,-105.0,-600.0,425.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 22:10,Portland Trail Blazers,Los Angeles Lakers,No,826.1,Yes,-111.89,-107.89,-260.44,211.33,-110.0,-110.0,West,Northwest,West,Pacific,-115.0,-105.0,-310.0,250.0,-110.0,-110.0,-111.0,-101.0,-312.0,260.0,-107.0,-107.0,-115.0,-105.0,-325.0,263.0,-110.0,-110.0,-114.0,-106.0,-300.0,245.0,-110.0,-110.0,-110.0,-110.0,-152.0,124.0,-110.0,-110.0,-112,-114,-315,240,-113,-113,-115.0,-105.0,-350.0,280.0,-110.0,-110.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-105.0,-115.0,-140.0,120.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-11-03 22:40,Los Angeles Clippers,Miami Heat,No,2344.1,Yes,-108.11,-111.67,-318.33,256.33,-110.78,-109.22,West,Pacific,East,Southeast,-102.0,-118.0,-325.0,260.0,-115.0,-105.0,-106.0,-106.0,-317.0,263.0,-107.0,-107.0,-110.0,-110.0,-320.0,260.0,-110.0,-110.0,-106.0,-114.0,-320.0,260.0,-106.0,-114.0,-110.0,-110.0,-313.0,244.0,-110.0,-110.0,-114,-112,-335,255,-114,-112,-105.0,-115.0,-325.0,260.0,-115.0,-105.0,-110.0,-110.0,-300.0,250.0,-110.0,-110.0,-110.0,-110.0,-310.0,255.0,-110.0,-110.0
NBA,2025-11-03 16:21:33,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,,,,,,,,,,,,,
