League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-12-08 10:29:07,2025-12-08 19:10,Indiana Pacers,Sacramento Kings,No,1887.3,Yes,-111.0,-108.67,-175.44,147.22,-109.89,-110.11,East,Central,West,Pacific,-110,-110,-172,144,-114,-106,-106.0,-106.0,-175.0,154.0,-113.0,-102.0,-110.0,-110.0,-175.0,153.0,-115.0,-105.0,-110.0,-110.0,-180.0,144.0,-110.0,-110.0,-118,-102,-180,150,-105,-115,-110,-115,-182,145,-112,-113,-115.0,-105.0,-175.0,145.0,-105.0,-115.0,-110.0,-110.0,-175.0,150.0,-110.0,-110.0,-110.0,-110.0,-165.0,140.0,-105.0,-115.0
NBA,2025-12-08 10:29:07,2025-12-08 19:40,Minnesota Timberwolves,Phoenix Suns,No,1279.2,Yes,-86.0,-111.56,-463.33,353.33,-110.89,-109.22,West,Northwest,West,Pacific,-114,-106,-450,350,-110,-110,-106.0,-106.0,-450.0,360.0,-113.0,-102.0,-110.0,-110.0,-455.0,354.0,-115.0,-105.0,-110.0,-110.0,-480.0,351.0,-110.0,-110.0,100,-120,-470,360,-112,-108,-114,-112,-455,335,-113,-113,-105.0,-115.0,-475.0,360.0,-105.0,-115.0,-110.0,-110.0,-455.0,360.0,-110.0,-110.0,-105.0,-115.0,-480.0,350.0,-110.0,-110.0
NBA,2025-12-08 10:29:07,2025-12-08 20:10,New Orleans Pelicans,San Antonio Spurs,Yes,503.7,Yes,-110.0,-109.78,320.56,-414.89,-109.33,-110.67,West,Southwest,West,Southwest,-110,-110,315,-400,-108,-112,-103.0,-109.0,325.0,-400.0,-104.0,-110.0,-107.0,-113.0,320.0,-405.0,-107.0,-113.0,-110.0,-110.0,320.0,-439.0,-110.0,-110.0,-115,-105,320,-410,-112,-108,-112,-114,335,-455,-113,-113,-118.0,-102.0,310.0,-400.0,-110.0,-110.0,-110.0,-110.0,325.0,-405.0,-110.0,-110.0,-105.0,-115.0,315.0,-420.0,-110.0,-110.0
NBA,2025-12-08 10:29:07,2025-12-09 18:10,Orlando Magic,Miami Heat,Yes,203.7,No,-111.67,-110.33,-35.67,-118.33,-110.33,-111.67,East,Southeast,East,Southeast,-110,-110,102,-120,-108,-112,,,,,,,,,,,,,,,,,,,-112,-108,-102,-118,-110,-110,-113,-113,-107,-117,-113,-113,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 10:29:07,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-112.33,-109.67,139.0,-167.0,-111.0,-110.67,East,Atlantic,East,Atlantic,-110,-110,142,-168,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,140,-166,-110,-110,-112,-114,135,-167,-113,-112,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 10:29:07,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-114.0,-107.67,-1316.67,756.67,-110.0,-111.33,West,Northwest,West,Pacific,-114,-106,-1500,870,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,-1200,750,-110,-110,-113,-112,-1250,650,-110,-114,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 10:29:07,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-114.0,-108.0,-180.33,148.0,-113.0,-109.0,West,Pacific,West,Southwest,-114,-106,-186,156,-112,-108,,,,,,,,,,,,,,,,,,,-115,-105,-175,145,-115,-105,-113,-113,-180,143,-112,-114,,,,,,,,,,,,,,,,,,
