League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2025-12-10 16:27:28,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-111.11,-108.44,-1049.33,666.56,-110.11,-109.89,West,Northwest,West,Pacific,-112,-108,-1200,750,-106,-114,-112,-108,-1050,675,-110,-110,-114.0,-110.0,-1115.0,650.0,-113.0,-113.0,-110.0,-110.0,-1100.0,675.0,-110.0,-110.0,-109.0,-103.0,-979.0,683.0,-107.0,-107.0,-113.0,-107.0,-1000.0,661.0,-110.0,-110.0,-110.0,-110.0,-1000.0,625.0,-115.0,-105.0,-110.0,-110.0,-1000.0,650.0,-110.0,-110.0,-110.0,-110.0,-1000.0,630.0,-110.0,-110.0
NBA,2025-12-10 16:27:28,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-109.44,-110.33,-280.22,227.33,-109.89,-110.11,West,Pacific,West,Southwest,-114,-106,-275,225,-110,-110,-105,-115,-278,225,-108,-112,-112.0,-114.0,-295.0,225.0,-112.0,-114.0,-105.0,-115.0,-285.0,230.0,-110.0,-110.0,-105.0,-107.0,-267.0,225.0,-108.0,-106.0,-109.0,-111.0,-270.0,222.0,-111.0,-109.0,-115.0,-105.0,-275.0,225.0,-110.0,-110.0,-110.0,-110.0,-280.0,235.0,-110.0,-110.0,-110.0,-110.0,-297.0,234.0,-110.0,-110.0
NBA,2025-12-10 16:27:28,2025-12-11 20:10,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,-108.88,-110.88,284.62,-363.25,-110.38,-109.62,East,Central,East,Atlantic,-110,-110,275,-340,-110,-110,-118,-102,275,-345,-112,-108,-112.0,-114.0,265.0,-360.0,-114.0,-112.0,-110.0,-110.0,290.0,-375.0,-110.0,-110.0,-101.0,-111.0,308.0,-376.0,-107.0,-107.0,-105.0,-115.0,303.0,-380.0,-110.0,-110.0,-105.0,-115.0,280.0,-360.0,-110.0,-110.0,,,,,,,-110.0,-110.0,281.0,-370.0,-110.0,-110.0
NBA,2025-12-10 16:27:28,2025-12-11 20:10,Houston Rockets,Los Angeles Clippers,No,1378.7,Yes,-113.0,-106.75,-398.12,307.38,-111.38,-108.62,West,Southwest,West,Pacific,-110,-110,-360,290,-110,-110,-118,-102,-395,310,-115,-105,-112.0,-114.0,-400.0,295.0,-114.0,-112.0,-118.0,-102.0,-425.0,320.0,-115.0,-105.0,-111.0,-101.0,-395.0,321.0,-107.0,-107.0,-115.0,-105.0,-400.0,316.0,-110.0,-110.0,-110.0,-110.0,-410.0,305.0,-110.0,-110.0,,,,,,,-110.0,-110.0,-400.0,302.0,-110.0,-110.0
NBA,2025-12-10 16:27:28,2025-12-11 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-109.62,-110.12,178.62,-216.75,-111.25,-108.75,West,Southwest,West,Northwest,-112,-108,180,-215,-114,-106,-105,-115,180,-218,-115,-105,-114.0,-112.0,170.0,-220.0,-114.0,-112.0,-110.0,-110.0,180.0,-220.0,-110.0,-110.0,-106.0,-106.0,182.0,-209.0,-107.0,-107.0,-110.0,-110.0,180.0,-210.0,-110.0,-110.0,-110.0,-110.0,180.0,-220.0,-110.0,-110.0,,,,,,,-110.0,-110.0,177.0,-222.0,-110.0,-110.0
NBA,2025-12-10 16:27:28,2025-12-11 22:10,Sacramento Kings,Denver Nuggets,No,888.1,Yes,-84.38,-85.38,298.38,-382.62,-109.88,-109.88,West,Pacific,West,Northwest,-110,-110,310,-390,-110,-110,-120,100,295,-375,-108,-112,-109.0,-117.0,280.0,-375.0,-114.0,-110.0,100.0,-120.0,310.0,-400.0,-110.0,-110.0,-106.0,-106.0,308.0,-376.0,-107.0,-107.0,-110.0,-110.0,303.0,-380.0,-110.0,-110.0,-110.0,-110.0,290.0,-380.0,-110.0,-110.0,,,,,,,-110.0,-110.0,291.0,-385.0,-110.0,-110.0
NBA,2025-12-10 16:27:28,2025-12-13 17:30,Orlando Magic,New York Knicks,No,940.3,No,-111.5,-108.5,148.5,-177.5,-112.0,-108.0,East,Southeast,East,Atlantic,-108,-112,152,-180,-114,-106,-115,-105,145,-175,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
