League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-09 06:54:05,2026-05-09 15:10,2734c350b90f332dbece882dd10b204e,Cleveland Cavaliers,Detroit Pistons,Yes,91.4,No,East,Central,East,Central,-107.67,-111.78,-4.5,4.5,-179.56,150.89,-108.0,-111.78,212.22,-106,-114,-178,150,-110,-110,-105,-115,-175,145,-110,-110,-103,-109,-177,156,-102,-113,-107,-113,-177,155,-105,-115,-110,-110,-185,150,-105,-115,-108,-115,-186,148,-110,-113,-110,-110,-185,160,-110,-110,-110,-110,-178,144,-110,-110,-110.0,-110.0,-175.0,150.0,-110.0,-110.0
NBA,2026-05-09 06:54:05,2026-05-09 20:40,40c8a29efb894c4dd6bf6acc5025c9cb,Los Angeles Lakers,Oklahoma City Thunder,No,1182.5,Yes,West,Pacific,West,Northwest,-109.11,-110.33,8.5,-8.5,299.0,-381.22,-109.89,-109.78,211.67,-108,-112,295,-370,-112,-108,-110,-110,295,-375,-110,-110,-106,-106,308,-376,-107,-107,-110,-110,303,-380,-110,-110,-110,-110,300,-375,-110,-110,-108,-115,300,-400,-110,-113,-110,-110,295,-390,-110,-110,-110,-110,290,-385,-110,-110,-110.0,-110.0,305.0,-380.0,-110.0,-110.0
NBA,2026-05-09 06:54:05,2026-05-10 15:40,878243c543236baba132ad43ae333aae,Philadelphia 76ers,New York Knicks,Yes,85.5,No,East,Atlantic,East,Atlantic,-110.38,-109.0,1.31,-1.31,-27.12,-117.88,-109.62,-110.0,212.5,-114,-106,100,-118,-110,-110,-115,-105,-105,-115,-110,-110,-101,-111,100,-116,-107,-107,-107,-113,-102,-118,-110,-110,-118,-102,-102,-118,-110,-110,-113,-110,-103,-122,-110,-113,-105,-115,100,-120,-110,-110,-110,-110,-105,-116,-110,-110,,,,,,
NBA,2026-05-09 06:54:05,2026-05-10 19:40,77e60e525f42e8337027f550bcd2f1cc,Minnesota Timberwolves,San Antonio Spurs,No,1109.0,Yes,West,Northwest,West,Southwest,-110.0,-109.5,4.5,-4.5,153.75,-183.88,-110.0,-109.62,216.88,-112,-108,154,-184,-110,-110,-110,-110,150,-180,-105,-115,-106,-106,158,-180,-107,-107,-110,-110,157,-180,-110,-110,-110,-110,150,-185,-115,-105,-112,-112,155,-195,-113,-110,-110,-110,160,-185,-110,-110,-110,-110,146,-182,-110,-110,,,,,,
