League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-01 10:27:44,2025-12-01 19:00,Washington Wizards,Milwaukee Bucks,No,637.0,Yes,-110.33,-87.11,303.67,-389.44,-110.0,-109.89,East,Southeast,East,Central,-122,102,300,-380,-110,-110,-102.0,-110.0,311.0,-380.0,-107.0,-107.0,-106.0,-114.0,306.0,-385.0,-110.0,-110.0,-110,-110,310,-390,-110,-110,-110.0,-110.0,298.0,-400.0,-110.0,-110.0,-118.0,-102.0,310.0,-400.0,-110.0,-110.0,-105.0,-115.0,300.0,-400.0,-110.0,-110.0,-110.0,-115.0,290.0,-385.0,-113.0,-112.0,-110.0,-110.0,308.0,-385.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 19:10,Detroit Pistons,Atlanta Hawks,No,596.5,Yes,-109.11,-110.56,-409.67,315.89,-109.89,-110.33,East,Central,East,Southeast,-105,-115,-410,320,-105,-115,-111.0,-101.0,-395.0,321.0,-107.0,-107.0,-115.0,-105.0,-400.0,316.0,-110.0,-110.0,-106,-114,-420,330,-118,-104,-110.0,-110.0,-417.0,306.0,-110.0,-110.0,-110.0,-110.0,-425.0,320.0,-105.0,-115.0,-105.0,-115.0,-420.0,315.0,-110.0,-110.0,-110.0,-115.0,-400.0,295.0,-114.0,-112.0,-110.0,-110.0,-400.0,320.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 19:10,Indiana Pacers,Cleveland Cavaliers,Yes,263.5,Yes,-84.33,-113.0,204.0,-249.78,-109.78,-110.22,East,Central,East,Central,-108,-112,205,-250,-115,-105,100.0,-112.0,206.0,-243.0,-104.0,-110.0,-104.0,-116.0,203.0,-245.0,-107.0,-113.0,-108,-112,205,-250,-110,-110,-110.0,-110.0,197.0,-250.0,-110.0,-110.0,-105.0,-115.0,200.0,-250.0,-110.0,-110.0,-105.0,-115.0,210.0,-250.0,-110.0,-110.0,-109.0,-115.0,205.0,-265.0,-112.0,-114.0,-110.0,-110.0,205.0,-245.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 19:30,Miami Heat,Los Angeles Clippers,No,2344.1,Yes,-109.44,-110.33,-242.56,199.0,-108.78,-111.33,East,Southeast,West,Pacific,-102,-118,-245,200,-108,-112,-110.0,-102.0,-238.0,202.0,-102.0,-113.0,-114.0,-106.0,-240.0,200.0,-105.0,-115.0,-110,-110,-240,198,-110,-110,-110.0,-110.0,-255.0,203.0,-110.0,-110.0,-105.0,-115.0,-250.0,200.0,-110.0,-110.0,-110.0,-110.0,-240.0,200.0,-110.0,-110.0,-114.0,-112.0,-235.0,185.0,-114.0,-112.0,-110.0,-110.0,-240.0,203.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 19:40,Brooklyn Nets,Charlotte Hornets,No,530.9,Yes,-110.56,-109.22,155.44,-185.33,-111.33,-108.78,East,Atlantic,East,Southeast,-110,-110,154,-185,-110,-110,-109.0,-103.0,161.0,-183.0,-113.0,-102.0,-113.0,-107.0,160.0,-183.0,-115.0,-105.0,-110,-110,156,-188,-112,-108,-110.0,-110.0,151.0,-189.0,-110.0,-110.0,-110.0,-110.0,155.0,-190.0,-110.0,-110.0,-110.0,-110.0,160.0,-185.0,-110.0,-110.0,-113.0,-113.0,143.0,-180.0,-112.0,-114.0,-110.0,-110.0,159.0,-185.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 19:40,Orlando Magic,Chicago Bulls,No,985.5,Yes,-111.0,-108.56,-359.67,281.78,-111.11,-108.67,East,Southeast,East,Central,-108,-112,-345,275,-115,-105,-111.0,-101.0,-345.0,285.0,-107.0,-107.0,-115.0,-105.0,-350.0,280.0,-110.0,-110.0,-110,-110,-370,295,-114,-106,-110.0,-110.0,-357.0,271.0,-110.0,-110.0,-115.0,-105.0,-375.0,290.0,-110.0,-110.0,-105.0,-115.0,-370.0,285.0,-110.0,-110.0,-115.0,-109.0,-375.0,275.0,-114.0,-110.0,-110.0,-110.0,-350.0,280.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 21:10,Denver Nuggets,Dallas Mavericks,No,662.5,Yes,-107.78,-111.89,-555.89,408.78,-109.67,-110.33,West,Northwest,West,Southwest,-105,-115,-520,390,-108,-112,-101.0,-111.0,-542.0,423.0,-107.0,-107.0,-105.0,-115.0,-550.0,415.0,-110.0,-110.0,-114,-106,-560,420,-110,-110,-110.0,-110.0,-556.0,396.0,-110.0,-110.0,-105.0,-115.0,-550.0,400.0,-110.0,-110.0,-105.0,-115.0,-585.0,410.0,-110.0,-110.0,-115.0,-110.0,-590.0,400.0,-112.0,-114.0,-110.0,-110.0,-550.0,425.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 21:10,Utah Jazz,Houston Rockets,No,1201.1,Yes,-111.33,-108.22,463.56,-647.33,-109.89,-110.0,West,Northwest,West,Southwest,-115,-105,470,-650,-105,-115,-106.0,-106.0,480.0,-629.0,-107.0,-107.0,-110.0,-110.0,469.0,-640.0,-110.0,-110.0,-114,-106,480,-650,-110,-110,-110.0,-110.0,443.0,-667.0,-110.0,-110.0,-118.0,-102.0,475.0,-650.0,-115.0,-105.0,-105.0,-115.0,460.0,-675.0,-110.0,-110.0,-114.0,-110.0,425.0,-625.0,-112.0,-113.0,-110.0,-110.0,470.0,-640.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-01 22:10,Los Angeles Lakers,Phoenix Suns,Yes,359.1,Yes,-109.89,-109.89,-195.56,163.78,-109.44,-110.56,West,Pacific,West,Pacific,-115,-105,-198,164,-105,-115,-106.0,-106.0,-190.0,166.0,-107.0,-107.0,-110.0,-110.0,-190.0,165.0,-110.0,-110.0,-105,-115,-196,164,-110,-110,-110.0,-110.0,-196.0,157.0,-110.0,-110.0,-115.0,-105.0,-200.0,165.0,-110.0,-110.0,-105.0,-115.0,-200.0,170.0,-110.0,-110.0,-113.0,-113.0,-200.0,160.0,-113.0,-113.0,-110.0,-110.0,-190.0,163.0,-110.0,-110.0
NBA,2025-12-01 10:27:44,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-109.5,-110.5,-207.5,173.0,-110.0,-110.0,East,Southeast,East,Southeast,-105,-115,-205,170,-110,-110,,,,,,,,,,,,,-114,-106,-210,176,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
