League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-24 14:53:50,2026-04-24 19:10,8d8ab21ae69d529ee4bd01fb8ace8276,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-108.56,-111.0,7.61,-7.61,255.22,-318.0,-108.67,-111.0,215.22,-102,-118,260,-325,-115,-105,-110,-110,260,-320,-108,-112,-110,-110,240,-300,-105,-115,-102,-110,260,-312,-104,-110,-106,-114,256,-315,-107,-113,-112,-112,240,-315,-109,-114,-110,-110,246,-315,-110,-110,-115,-105,260,-320,-110,-110,-110.0,-110.0,275.0,-340.0,-110.0,-110.0
NBA,2026-04-24 14:53:50,2026-04-24 20:10,5000a9f1dd7ba71de7ae6ceef836aa48,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-109.89,-109.56,-8.56,8.56,-326.56,260.67,-111.11,-108.67,207.0,-112,-108,-325,260,-110,-110,-112,-108,-320,260,-114,-106,-110,-110,-325,260,-105,-115,-106,-106,-319,265,-113,-102,-110,-110,-322,262,-115,-105,-109,-114,-360,270,-113,-110,-110,-110,-328,249,-110,-110,-110,-110,-320,260,-110,-110,-110.0,-110.0,-320.0,260.0,-110.0,-110.0
NBA,2026-04-24 14:53:50,2026-04-24 22:40,af4847d63733e67ddd02f2bafac8ea6f,Portland Trail Blazers,San Antonio Spurs,No,1721.8,Yes,West,Northwest,West,Southwest,-111.11,-108.33,2.11,-2.11,106.67,-127.0,-109.89,-109.78,219.39,-110,-110,114,-135,-108,-112,-110,-110,108,-126,-114,-106,-115,-105,110,-130,-110,-110,-111,-101,102,-118,-107,-107,-115,-105,100,-120,-110,-110,-114,-109,104,-129,-110,-113,-110,-110,107,-130,-110,-110,-110,-110,110,-130,-110,-110,-105.0,-115.0,105.0,-125.0,-110.0,-110.0
NBA,2026-04-24 14:53:50,2026-04-25 13:10,e480da9a1b9dacbed9120388db4f133f,Orlando Magic,Detroit Pistons,No,956.1,No,East,Southeast,East,Central,-108.67,-110.67,2.61,-2.61,120.89,-143.0,-108.33,-111.33,213.89,-110,-110,114,-135,-105,-115,-110,-110,120,-142,-108,-112,-110,-110,120,-145,-105,-115,-102,-110,127,-144,-107,-107,-106,-114,125,-145,-110,-110,-110,-112,114,-141,-110,-113,-110,-110,119,-145,-110,-110,-110,-110,120,-140,-110,-110,-110.0,-110.0,129.0,-150.0,-110.0,-110.0
NBA,2026-04-24 14:53:50,2026-04-25 15:40,9f41c322eb6aa09683dc241cacc31d7c,Phoenix Suns,Oklahoma City Thunder,No,841.9,No,West,Pacific,West,Northwest,-112.25,-107.38,9.25,-9.25,322.25,-420.0,-110.12,-109.5,214.5,-110,-110,310,-395,-110,-110,-118,-104,315,-400,-114,-106,-115,-105,333,-450,-110,-110,-106,-106,340,-420,-107,-107,-110,-110,334,-425,-110,-110,-114,-109,310,-420,-110,-113,-110,-110,326,-435,-110,-110,-115,-105,310,-415,-110,-110,,,,,,
NBA,2026-04-24 14:53:50,2026-04-25 18:10,184d31a9a32dffc9c91eac3766d6f12d,Atlanta Hawks,New York Knicks,No,748.3,No,East,Southeast,East,Atlantic,-106.88,-112.62,1.62,-1.62,107.62,-128.88,-109.5,-110.12,214.56,-102,-118,110,-130,-110,-110,-110,-110,112,-132,-106,-114,-105,-115,105,-130,-110,-110,-101,-111,107,-123,-107,-107,-105,-115,105,-125,-110,-110,-112,-112,107,-132,-113,-110,-110,-110,105,-129,-110,-110,-110,-110,110,-130,-110,-110,,,,,,
NBA,2026-04-24 14:53:50,2026-04-25 20:40,b24e970fd53cf667dd009e54d107d4b1,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-108.5,-110.88,1.5,-1.5,104.12,-125.12,-110.62,-109.0,229.56,-108,-112,102,-122,-112,-108,-110,-110,106,-124,-110,-110,-110,-110,105,-130,-110,-110,-106,-106,105,-121,-110,-104,-110,-110,103,-123,-113,-107,-109,-114,102,-127,-110,-113,-110,-110,105,-129,-110,-110,-105,-115,105,-125,-110,-110,,,,,,
NBA,2026-04-24 14:53:50,2026-04-26 13:10,d94d967f8600a3fb8b869f32c31a7357,Toronto Raptors,Cleveland Cavaliers,No,189.3,No,East,Atlantic,East,Central,-110.75,-108.62,3.56,-3.56,138.62,-164.38,-109.12,-110.38,220.94,-110,-110,140,-166,-105,-115,-112,-108,134,-158,-110,-110,-110,-110,140,-170,-105,-115,-106,-106,146,-165,-110,-104,-110,-110,145,-165,-113,-107,-113,-110,130,-162,-110,-112,-110,-110,129,-159,-110,-110,-115,-105,145,-170,-110,-110,,,,,,
