League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-02-27 17:23:37,2026-02-27 19:10,cf8cdaeaad30f552b5926615f7d28cab,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-110.78,-108.67,-5.83,5.83,-238.33,195.78,-109.67,-110.0,227.39,-114,-106,-245,200,-106,-114,-118.0,-102.0,-230.0,190.0,-108.0,-112.0,-106.0,-106.0,-238.0,202.0,-110.0,-104.0,-110.0,-110.0,-240.0,200.0,-113.0,-107.0,-110.0,-110.0,-240.0,203.0,-110.0,-110.0,-109.0,-114.0,-250.0,195.0,-110.0,-113.0,-115.0,-105.0,-235.0,190.0,-110.0,-110.0,-105.0,-115.0,-245.0,205.0,-110.0,-110.0,-110.0,-110.0,-222.0,177.0,-110.0,-110.0
NBA,2026-02-27 17:23:37,2026-02-27 19:40,e1e1a9d8e15113a1bd412d2137a14251,Boston Celtics,Brooklyn Nets,Yes,190.6,Yes,East,Atlantic,East,Atlantic,-110.78,-108.67,-17.28,17.28,-1534.56,854.67,-109.22,-110.44,209.61,-106,-114,-1800,980,-108,-112,-115.0,-105.0,-1650.0,950.0,-105.0,-115.0,-109.0,-103.0,-1365.0,872.0,-107.0,-107.0,-113.0,-107.0,-1400.0,836.0,-110.0,-110.0,-110.0,-110.0,-1400.0,825.0,-110.0,-110.0,-109.0,-114.0,-1667.0,800.0,-113.0,-110.0,-110.0,-110.0,-1600.0,900.0,-110.0,-110.0,-115.0,-105.0,-1500.0,775.0,-110.0,-110.0,-110.0,-110.0,-1429.0,754.0,-110.0,-110.0
NBA,2026-02-27 17:23:37,2026-02-27 20:10,0187f9083f62982033a3af48bf31bec9,Milwaukee Bucks,New York Knicks,No,734.3,Yes,East,Central,East,Atlantic,-107.11,-112.33,8.5,-8.5,253.33,-316.11,-111.78,-108.0,217.94,-108,-112,250,-320,-114,-106,-105.0,-115.0,250.0,-310.0,-112.0,-108.0,-101.0,-111.0,256.0,-307.0,-110.0,-104.0,-105.0,-115.0,252.0,-310.0,-113.0,-107.0,-110.0,-110.0,240.0,-290.0,-110.0,-110.0,-110.0,-113.0,270.0,-360.0,-112.0,-112.0,-105.0,-115.0,260.0,-325.0,-115.0,-105.0,-110.0,-110.0,250.0,-300.0,-110.0,-110.0,-110.0,-110.0,252.0,-323.0,-110.0,-110.0
NBA,2026-02-27 17:23:37,2026-02-27 20:40,173782733e149dd225b1ee09169ee375,Dallas Mavericks,Memphis Grizzlies,Yes,420.5,Yes,West,Southwest,West,Southwest,-109.78,-109.67,-4.22,4.22,-179.89,151.0,-110.67,-109.11,238.67,-114,-106,-180,152,-110,-110,-105.0,-115.0,-180.0,150.0,-110.0,-110.0,-106.0,-106.0,-180.0,158.0,-113.0,-102.0,-110.0,-110.0,-180.0,157.0,-115.0,-105.0,-110.0,-110.0,-180.0,155.0,-110.0,-110.0,-113.0,-110.0,-175.0,138.0,-113.0,-110.0,-105.0,-115.0,-185.0,150.0,-105.0,-115.0,-115.0,-105.0,-180.0,155.0,-110.0,-110.0,-110.0,-110.0,-179.0,144.0,-110.0,-110.0
NBA,2026-02-27 17:23:37,2026-02-27 21:40,97389f0f24c00f44acf93382323f7d0a,Oklahoma City Thunder,Denver Nuggets,Yes,506.0,Yes,West,Northwest,West,Northwest,-107.67,-111.78,-8.11,8.11,-300.33,242.22,-110.22,-109.33,233.56,-110,-110,-300,245,-112,-108,-102.0,-118.0,-298.0,240.0,-110.0,-110.0,-106.0,-106.0,-287.0,241.0,-107.0,-107.0,-110.0,-110.0,-290.0,237.0,-110.0,-110.0,-110.0,-110.0,-290.0,240.0,-110.0,-110.0,-109.0,-114.0,-315.0,240.0,-113.0,-109.0,-102.0,-118.0,-300.0,240.0,-110.0,-110.0,-110.0,-110.0,-310.0,255.0,-110.0,-110.0,-110.0,-110.0,-313.0,242.0,-110.0,-110.0
NBA,2026-02-27 17:23:37,2026-02-28 19:10,4c59a286895065ef151e463346d10278,Washington Wizards,Toronto Raptors,No,349.7,Yes,East,Southeast,East,Atlantic,-110.0,-110.0,14.0,-14.0,560.0,-800.0,-110.0,-110.0,227.5,-110,-110,560,-800,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-27 17:23:37,2026-02-28 20:40,76d258d71c3a2f5a4f5343023d54b6ec,Golden State Warriors,Los Angeles Lakers,Yes,345.4,Yes,West,Pacific,West,Pacific,-112.67,-108.33,3.5,-3.5,132.33,-159.67,-109.67,-111.33,226.0,-114,-106,136,-162,-106,-114,-110.0,-110.0,136.0,-162.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,-114.0,-109.0,125.0,-155.0,-113.0,-110.0,,,,,,,,,,,,,,,,,,
NBA,2026-02-27 17:23:37,2026-02-28 21:40,3c0d0af7a9235156f96a3fcae942d550,Utah Jazz,New Orleans Pelicans,No,1434.3,Yes,West,Northwest,West,Southwest,-106.0,-114.0,6.5,-6.5,215.0,-260.0,-110.0,-110.0,245.5,-106,-114,215,-260,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
