League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-28 10:25:24,2025-11-28 19:40,Atlanta Hawks,Cleveland Cavaliers,No,553.9,Yes,-107.33,-112.22,183.22,-222.44,-109.11,-111.0,East,Southeast,East,Central,-110,-110,190,-230,-112,-108,-109,-115,170,-220,-113,-113,-102,-118,185,-225,-110,-110,-110,-110,185,-233,-110,-110,-110,-110,175,-210,-110,-110,-107,-113,186,-220,-105,-115,-103,-109,188,-219,-102,-113,-105,-115,185,-225,-110,-110,-110,-110,185,-220,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 19:40,Brooklyn Nets,Philadelphia 76ers,Yes,83.1,Yes,-108.67,-111.11,225.0,-278.22,-109.44,-110.33,East,Atlantic,East,Atlantic,-112,-108,220,-270,-108,-112,-113,-113,230,-295,-110,-114,-112,-108,225,-278,-110,-110,-110,-110,228,-294,-110,-110,-105,-115,225,-275,-110,-110,-105,-115,222,-270,-110,-110,-101,-111,225,-267,-107,-107,-110,-110,225,-285,-110,-110,-110,-110,225,-270,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 19:40,Charlotte Hornets,Chicago Bulls,No,589.3,Yes,-84.78,-112.78,116.56,-138.56,-109.67,-110.33,East,Southeast,East,Central,-110,-110,114,-134,-110,-110,-113,-113,110,-136,-112,-114,-105,-115,120,-142,-108,-112,-110,-110,114,-141,-110,-110,-110,-110,115,-135,-110,-110,-102,-118,118,-138,-110,-110,102,-114,120,-136,-107,-107,-105,-115,118,-145,-110,-110,-110,-110,120,-140,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 19:40,Detroit Pistons,Orlando Magic,No,956.1,Yes,-110.0,-109.67,-152.33,128.44,-108.78,-111.11,East,Central,East,Southeast,-110,-110,-158,134,-108,-112,-115,-110,-152,123,-113,-112,-105,-115,-155,130,-105,-115,-110,-110,-152,123,-110,-110,-115,-105,-150,130,-110,-110,-112,-108,-150,130,-108,-112,-108,-104,-149,132,-105,-109,-105,-115,-155,125,-110,-110,-110,-110,-150,129,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 19:40,Indiana Pacers,Washington Wizards,No,492.8,Yes,-110.67,-109.0,-268.67,218.78,-108.56,-111.56,East,Central,East,Southeast,-110,-110,-270,220,-106,-114,-115,-110,-250,200,-114,-112,-115,-105,-278,225,-110,-110,-110,-110,-263,207,-110,-110,-105,-115,-275,225,-110,-110,-110,-110,-270,222,-105,-115,-106,-106,-267,225,-102,-113,-115,-105,-275,220,-110,-110,-110,-110,-270,225,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 19:40,New York Knicks,Milwaukee Bucks,No,734.3,Yes,-112.0,-85.56,-323.89,258.33,-110.67,-109.11,East,Atlantic,East,Central,-114,-106,-330,265,-114,-106,-109,-117,-305,230,-110,-114,-108,-112,-325,260,-115,-105,-110,-110,-323,252,-110,-110,-115,-105,-340,270,-110,-110,-118,-102,-310,252,-110,-110,-114,102,-307,256,-107,-107,-110,-110,-350,275,-110,-110,-110,-110,-325,265,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 21:40,Denver Nuggets,San Antonio Spurs,No,803.4,Yes,-110.11,-109.67,-324.44,259.22,-110.11,-109.67,West,Northwest,West,Southwest,-110,-110,-310,250,-110,-110,-113,-113,-360,270,-114,-110,-112,-108,-325,260,-115,-105,-110,-110,-323,250,-110,-110,-110,-110,-320,260,-105,-115,-110,-110,-320,260,-110,-110,-106,-106,-317,263,-107,-107,-110,-110,-325,260,-110,-110,-110,-110,-320,260,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 21:40,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-109.0,-110.67,-1021.78,650.56,-110.67,-109.33,West,Northwest,West,Pacific,-108,-112,-950,640,-110,-110,-115,-110,-1115,650,-114,-112,-102,-118,-1000,650,-110,-110,-110,-110,-1000,591,-110,-110,-115,-105,-1100,650,-115,-105,-110,-110,-950,637,-110,-110,-106,-106,-931,657,-107,-107,-105,-115,-1200,750,-110,-110,-110,-110,-950,630,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 21:40,Utah Jazz,Sacramento Kings,No,533.2,Yes,-110.0,-109.56,-126.56,105.67,-110.89,-109.22,West,Northwest,West,Pacific,-114,-106,-126,108,-108,-112,-115,-109,-125,100,-112,-114,-105,-115,-125,105,-110,-110,-110,-110,-130,106,-110,-110,-115,-105,-130,110,-110,-110,-110,-110,-125,105,-115,-105,-106,-106,-123,107,-113,-102,-105,-115,-130,105,-110,-110,-110,-110,-125,105,-110,-110
NBA,2025-11-28 10:25:24,2025-11-28 22:10,Los Angeles Lakers,Dallas Mavericks,No,1240.8,Yes,-110.89,-108.89,-493.89,370.67,-110.22,-109.78,West,Pacific,West,Southwest,-114,-106,-490,380,-112,-108,-113,-113,-480,340,-113,-113,-110,-110,-485,370,-110,-110,-110,-110,-556,386,-110,-110,-115,-105,-500,360,-110,-110,-110,-110,-480,370,-110,-110,-106,-106,-474,377,-107,-107,-110,-110,-500,375,-110,-110,-110,-110,-480,378,-110,-110
