League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-23 07:05:03,2026-04-23 19:10,b2b129565e14b8782b318b699b05ab3b,Atlanta Hawks,New York Knicks,No,748.3,Yes,East,Southeast,East,Atlantic,-108.67,-110.89,0.94,-0.94,-82.0,-115.22,-108.67,-111.0,216.28,-102,-118,-110,-110,-108,-112,-118,-104,-104,-112,-108,-112,-101,-111,-101,-115,-107,-107,-105,-115,-103,-117,-110,-110,-112,-110,100,-122,-110,-113,-110,-110,-105,-116,-110,-110,-110.0,-110.0,-105.0,-115.0,-110,-110,-115,-105,-105,-115,-105,-115,-105.0,-115.0,-105.0,-115.0,-110.0,-110.0
NBA,2026-04-23 07:05:03,2026-04-23 20:10,b754568efb2036d7f3b661cc8093e66f,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,East,Atlantic,East,Central,-109.22,-110.44,2.94,-2.94,128.33,-152.22,-111.22,-108.44,219.67,-105,-115,130,-155,-115,-105,-118,-104,130,-154,-106,-114,-108,-104,132,-149,-113,-102,-112,-108,130,-150,-115,-105,-110,-113,123,-152,-112,-110,-110,-110,126,-155,-110,-110,-105.0,-115.0,130.0,-150.0,-110,-110,-105,-115,125,-155,-110,-110,-110.0,-110.0,129.0,-150.0,-110.0,-110.0
NBA,2026-04-23 07:05:03,2026-04-23 21:30,c548073cbcde990c77986a123bd2d5bd,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-110.0,-109.56,2.06,-2.06,111.22,-132.67,-108.44,-111.44,234.0,-112,-108,114,-135,-112,-108,-105,-115,110,-130,-105,-115,-106,-106,117,-133,-102,-113,-110,-110,115,-135,-105,-115,-112,-112,106,-132,-112,-112,-110,-110,109,-134,-110,-110,-110.0,-110.0,110.0,-130.0,-110,-110,-115,-105,110,-135,-110,-110,-110.0,-110.0,110.0,-130.0,-110.0,-110.0
NBA,2026-04-23 07:05:03,2026-04-24 19:10,8d8ab21ae69d529ee4bd01fb8ace8276,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-110.25,-109.0,7.31,-7.31,236.38,-294.5,-109.38,-110.12,215.5,-112,-108,240,-298,-110,-110,-114,-106,220,-270,-110,-110,-101,-111,248,-297,-105,-109,-105,-115,245,-300,-108,-112,-115,-107,235,-315,-112,-110,-110,-110,223,-286,-110,-110,-110.0,-110.0,240.0,-290.0,-110,-110,-115,-105,240,-300,-110,-110,,,,,,
NBA,2026-04-23 07:05:03,2026-04-24 20:10,5000a9f1dd7ba71de7ae6ceef836aa48,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-111.5,-107.88,-9.69,9.69,-397.0,307.12,-109.75,-109.88,205.75,-110,-110,-395,310,-112,-108,-112,-108,-390,310,-110,-110,-111,-101,-371,304,-107,-107,-115,-105,-375,299,-110,-110,-114,-109,-420,310,-109,-114,-110,-110,-415,309,-110,-110,-105.0,-115.0,-410.0,305.0,-110,-110,-115,-105,-400,310,-110,-110,,,,,,
NBA,2026-04-23 07:05:03,2026-04-24 22:40,af4847d63733e67ddd02f2bafac8ea6f,Portland Trail Blazers,San Antonio Spurs,No,1721.8,Yes,West,Northwest,West,Southwest,-108.5,-110.88,1.62,-1.62,107.38,-128.12,-108.38,-111.5,220.5,-110,-110,105,-125,-108,-112,-108,-112,110,-130,-110,-110,-104,-108,112,-128,-102,-113,-108,-112,110,-130,-105,-115,-113,-110,100,-122,-112,-112,-110,-110,102,-125,-110,-110,-110.0,-110.0,110.0,-130.0,-110,-110,-105,-115,110,-135,-110,-110,,,,,,
NBA,2026-04-23 07:05:03,2026-04-25 13:10,e480da9a1b9dacbed9120388db4f133f,Orlando Magic,Detroit Pistons,No,956.1,No,East,Southeast,East,Central,-108.0,-111.38,2.62,-2.62,122.75,-144.75,-107.12,-112.75,213.94,-110,-110,114,-135,-105,-115,-110,-110,120,-142,-108,-112,-101,-111,132,-149,-102,-113,-105,-115,130,-150,-105,-115,-113,-110,112,-137,-112,-112,-110,-110,119,-145,-110,-110,-110.0,-110.0,130.0,-150.0,-110,-110,-105,-115,125,-150,-105,-115,,,,,,
NBA,2026-04-23 07:05:03,2026-04-25 15:30,9f41c322eb6aa09683dc241cacc31d7c,Phoenix Suns,Oklahoma City Thunder,No,841.9,No,West,Pacific,West,Northwest,-110.43,-108.71,9.57,-9.57,344.86,-455.71,-110.5,-109.12,214.88,-110,-110,330,-425,-110,-110,-112,-108,330,-420,-114,-106,-106,-106,364,-455,-107,-107,-115,-105,358,-460,-110,-110,-110,-112,325,-455,-113,-110,-110,-110,357,-500,-110,-110,,,,,-110,-110,-110,-110,350,-475,-110,-110,,,,,,
