League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-01 15:12:47,2026-05-01 19:10,88e10294c54deffd6e9e6efcba249d2c,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-109.56,-109.89,3.78,-3.78,143.0,-169.89,-109.0,-110.67,210.28,-108,-112,142,-170,-110,-110,-115,-108,138,-175,-113,-110,-106,-114,144,-172,-110,-110,-105,-115,150,-180,-105,-115,-115,-105,145,-165,-108,-112,-102,-110,146,-165,-105,-109,-110,-110,140,-172,-110,-110,-115,-105,140,-165,-110,-110,-110.0,-110.0,142.0,-165.0,-110.0,-110.0
NBA,2026-05-01 15:12:47,2026-05-01 19:40,d1938a9c13602a661e894f996f2680e8,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,East,Atlantic,East,Central,-110.22,-109.22,4.5,-4.5,157.78,-187.22,-109.33,-110.33,218.44,-110,-110,160,-192,-110,-110,-114,-109,145,-182,-113,-110,-112,-108,160,-190,-106,-114,-110,-110,155,-185,-110,-110,-110,-110,161,-185,-109,-111,-106,-106,162,-185,-106,-108,-110,-110,158,-196,-110,-110,-110,-110,160,-185,-110,-110,-110.0,-110.0,159.0,-185.0,-110.0,-110.0
NBA,2026-05-01 15:12:47,2026-05-01 21:40,c361a0b8c035a055bd9497b52674e3fb,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-110.22,-109.44,-3.5,3.5,-162.44,136.11,-108.89,-110.78,205.44,-108,-112,-162,136,-105,-115,-114,-109,-177,140,-114,-109,-118,-104,-164,138,-110,-110,-110,-110,-165,135,-110,-110,-108,-112,-155,135,-107,-113,-104,-108,-155,136,-104,-110,-110,-110,-164,132,-110,-110,-110,-110,-160,135,-110,-110,-110.0,-110.0,-160.0,138.0,-110.0,-110.0
NBA,2026-05-01 15:12:47,2026-05-02 19:40,a37e80a2e3cf3aaa3ae84a9124987058,Boston Celtics,Philadelphia 76ers,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-111.5,-107.88,-7.62,7.62,-293.62,235.0,-107.88,-111.88,206.31,-112,-108,-310,250,-110,-110,-113,-110,-305,230,-113,-110,-115,-105,-290,235,-108,-112,-115,-105,-295,230,-105,-115,-108,-112,-275,226,-105,-115,-104,-108,-272,229,-102,-113,-110,-110,-312,240,-110,-110,-115,-105,-290,240,-110,-110,,,,,,
NBA,2026-05-01 15:12:47,2026-05-04 21:30,219920e3a715ceb3dc69f3638f7571d5,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-107.62,-111.75,-14.25,14.25,-961.5,614.25,-110.12,-109.62,216.56,-110,-110,-1000,650,-110,-110,-109,-114,-1250,650,-112,-112,-106,-114,-900,610,-112,-108,-105,-115,-1000,625,-110,-110,-110,-110,-900,613,-110,-110,-106,-106,-883,631,-107,-107,-110,-110,-909,585,-110,-110,-105,-115,-850,550,-110,-110,,,,,,
