League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-30 15:22:18,2026-04-30 19:10,24992ea72a9115eaa601ff602cc60468,Atlanta Hawks,New York Knicks,No,748.3,Yes,East,Southeast,East,Atlantic,-107.11,-112.44,2.61,-2.61,128.33,-152.0,-111.11,-109.44,214.11,-106,-114,128,-152,-106,-114,-105,-115,130,-155,-110,-110,-105,-115,125,-150,-118,-110,-102,-110,132,-149,-110,-104,-104,-116,130,-150,-113,-107,-112,-112,123,-155,-113,-110,-110,-110,128,-157,-110,-110,-115,-105,130,-150,-110,-110,-105.0,-115.0,129.0,-150.0,-110.0,-110.0
NBA,2026-04-30 15:22:18,2026-04-30 20:10,b2f1e46d7adfcf49fa68a52df4938626,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-111.56,-107.89,6.5,-6.5,196.22,-238.22,-111.11,-108.56,212.83,-114,-106,194,-235,-114,-106,-110,-110,190,-230,-110,-110,-110,-110,195,-235,-115,-105,-109,-103,204,-240,-107,-107,-113,-107,192,-230,-110,-110,-113,-110,195,-250,-114,-109,-110,-110,193,-244,-110,-110,-115,-105,200,-240,-110,-110,-110.0,-110.0,203.0,-240.0,-110.0,-110.0
NBA,2026-04-30 15:22:18,2026-04-30 21:40,b981ac0f551b6f109cd18fa31de439b4,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-109.89,-109.56,6.5,-6.5,208.89,-255.33,-110.89,-108.78,225.11,-110,-110,215,-260,-108,-112,-110,-110,210,-258,-108,-112,-110,-110,200,-250,-110,-110,-106,-106,212,-251,-111,-103,-110,-110,209,-253,-118,-102,-113,-110,205,-265,-113,-110,-110,-110,204,-256,-110,-110,-110,-110,210,-250,-110,-110,-110.0,-110.0,215.0,-255.0,-110.0,-110.0
NBA,2026-04-30 15:22:18,2026-05-01 19:10,88e10294c54deffd6e9e6efcba249d2c,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-109.38,-110.12,3.25,-3.25,133.0,-157.62,-108.62,-111.12,210.94,-112,-108,134,-158,-114,-106,-110,-110,136,-162,-110,-110,-115,-105,135,-160,-105,-115,-101,-111,136,-155,-102,-113,-105,-115,135,-155,-105,-115,-112,-112,133,-167,-113,-110,-110,-110,125,-154,-110,-110,-110,-110,130,-150,-110,-110,,,,,,
NBA,2026-04-30 15:22:18,2026-05-01 19:40,d1938a9c13602a661e894f996f2680e8,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,East,Atlantic,East,Central,-106.88,-112.75,3.88,-3.88,147.38,-175.88,-109.88,-109.88,220.12,-104,-118,150,-178,-110,-110,-102,-118,142,-170,-110,-110,-102,-118,145,-180,-110,-110,-104,-108,154,-175,-107,-107,-108,-112,153,-175,-110,-110,-115,-108,145,-182,-112,-112,-110,-110,140,-172,-110,-110,-110,-110,150,-175,-110,-110,,,,,,
NBA,2026-04-30 15:22:18,2026-05-01 21:40,c361a0b8c035a055bd9497b52674e3fb,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-113.12,-106.5,-3.75,3.75,-178.0,148.88,-110.0,-109.62,206.5,-118,-104,-180,152,-110,-110,-115,-105,-180,150,-110,-110,-118,-102,-185,150,-110,-110,-106,-106,-175,154,-107,-107,-110,-110,-175,153,-110,-110,-113,-110,-175,138,-113,-110,-110,-110,-179,144,-110,-110,-115,-105,-175,150,-110,-110,,,,,,
