League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-04-14 06:59:39,2026-04-14 19:40,25f53495c4044a1d8fb682e3715eb7b3,Charlotte Hornets,Miami Heat,Yes,651.7,Yes,East,Southeast,East,Southeast,-108.5,-110.88,-5.5,5.5,-222.88,183.5,-109.62,-109.88,228.81,-110,-110,-230,190,-108,-112,-110,-110,-222,178,-110,-110,-110,-110,-218,180,-110,-110,-110,-113,-220,170,-112,-110,-102,-110,-223,191,-107,-107,-106,-114,-225,189,-110,-110,-110,-110,-225,185,-110,-110,-110.0,-110.0,-220.0,185.0,-110.0,-110.0,,,,,,
NBA,2026-04-14 06:59:39,2026-04-14 22:10,0999cb23cd03811476b378dd4045ea16,Phoenix Suns,Portland Trail Blazers,No,1006.0,Yes,West,Pacific,West,Northwest,-109.5,-109.88,-3.5,3.5,-163.38,138.25,-110.75,-108.88,217.0,-112,-108,-158,134,-114,-106,-110,-110,-171,138,-110,-110,-110,-110,-162,136,-110,-110,-108,-115,-157,125,-110,-113,-106,-106,-163,144,-107,-107,-110,-110,-163,143,-110,-110,-110,-110,-170,145,-115,-105,-110.0,-110.0,-163.0,141.0,-110.0,-110.0,,,,,,
NBA,2026-04-14 06:59:39,2026-04-15 19:40,f7264c00c662a127d58f4ab12fc498bc,Philadelphia 76ers,Orlando Magic,No,859.5,Yes,East,Atlantic,East,Southeast,-109.12,-110.38,-1.75,1.75,-126.0,80.75,-110.0,-109.62,220.44,-110,-110,-120,102,-110,-110,-110,-110,-127,104,-110,-110,-110,-110,-118,-102,-110,-110,-112,-112,-125,100,-113,-110,-106,-106,-133,117,-107,-107,-110,-110,-135,115,-110,-110,-105,-115,-125,105,-110,-110,,,,,,,-110.0,-110.0,-125.0,105.0,-110.0,-110.0
NBA,2026-04-14 06:59:39,2026-04-15 22:10,7cfae0891b99865ef7fc9d357b69ca28,Los Angeles Clippers,Golden State Warriors,Yes,348.5,Yes,West,Pacific,West,Pacific,-110.71,-108.71,-5.14,5.14,-202.75,169.12,-108.38,-111.25,220.25,-112,-108,-205,172,-105,-115,-110,-110,-200,162,-110,-110,-115,-105,-192,160,-110,-110,-112,-112,-200,160,-109,-114,-106,-106,-200,175,-105,-109,-110,-110,-200,174,-108,-112,-110,-110,-225,185,-110,-110,,,,,,,,,-200.0,165.0,-110.0,-110.0
NBA,2026-04-14 06:59:39,2026-04-18 13:10,2a8e5a45f1bcb477a6f9cbd7739d005e,Cleveland Cavaliers,Toronto Raptors,No,189.3,No,East,Central,East,Atlantic,-111.62,-107.75,-7.75,7.75,-319.75,256.25,-109.88,-109.88,218.5,-112,-108,-340,275,-110,-110,-110,-110,-303,235,-110,-110,-110,-110,-298,240,-110,-110,-110,-113,-315,245,-112,-112,-111,-101,-322,267,-107,-107,-115,-105,-325,263,-110,-110,-110,-110,-330,265,-110,-110,,,,,,,-115.0,-105.0,-325.0,260.0,-110.0,-110.0
NBA,2026-04-14 06:59:39,2026-04-18 15:40,526f783434e5dabca25ee032d8fee612,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,No,West,Northwest,West,Northwest,-109.38,-110.0,-6.19,6.19,-243.75,198.25,-110.12,-109.5,230.81,-110,-110,-225,188,-110,-110,-110,-110,-278,215,-110,-110,-110,-110,-250,205,-110,-110,-114,-109,-245,190,-109,-114,-106,-106,-232,198,-107,-107,-110,-110,-235,195,-110,-110,-110,-110,-235,195,-110,-110,,,,,,,-105.0,-115.0,-250.0,200.0,-115.0,-105.0
NBA,2026-04-14 06:59:39,2026-04-18 18:10,bee2c9ea4bf8df373aa45af7005b583d,New York Knicks,Atlanta Hawks,No,748.3,No,East,Atlantic,East,Southeast,-110.0,-109.38,-4.88,4.88,-203.12,169.25,-110.5,-109.25,216.25,-106,-114,-200,168,-110,-110,-110,-110,-204,164,-110,-110,-115,-105,-192,160,-115,-105,-110,-113,-200,160,-112,-112,-106,-106,-209,182,-107,-107,-110,-110,-210,180,-110,-110,-105,-115,-200,170,-110,-110,,,,,,,-118.0,-102.0,-210.0,170.0,-110.0,-110.0
NBA,2026-04-14 06:59:39,2026-04-18 20:40,1a9383105929a09e5662227ad45554b8,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-111.25,-108.25,5.44,-5.44,182.38,-221.75,-110.38,-109.25,207.06,-112,-108,176,-210,-110,-110,-110,-110,168,-208,-110,-110,-110,-110,180,-218,-112,-108,-112,-112,185,-240,-114,-109,-111,-101,191,-223,-107,-107,-115,-105,189,-225,-110,-110,-110,-110,185,-225,-110,-110,,,,,,,-110.0,-110.0,185.0,-225.0,-110.0,-110.0
