League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-19 22:45:16,2025-11-19 21:48,Dallas Mavericks,New York Knicks,No,1374.4,Yes,-116.33,-115.0,139.33,-181.33,-113.83,-116.17,West,Southwest,East,Atlantic,-110,-120,140,-180,-115,-115,-114,-114,138,-178,-114,-114,-124,-118,148,-200,-118,-124,-125,-105,155,-200,-111,-111,-110,-118,130,-165,-110,-118,-115.0,-115.0,125.0,-165.0,-115.0,-115.0,,,,,,,,,,,,,,,,,,
NBA,2025-11-19 22:45:16,2025-11-19 22:11,Portland Trail Blazers,Chicago Bulls,No,1756.4,Yes,-117.33,-81.5,71.67,-137.0,-113.17,-117.33,West,Northwest,East,Central,-115,-115,-105,-125,-115,-115,-136,102,102,-130,-118,-112,-122,-120,108,-148,-121,-121,-111,-118,120,-154,-105,-118,-110,-118,105,-135,-110,-118,-110.0,-120.0,100.0,-130.0,-110.0,-120.0,,,,,,,,,,,,,,,,,,
NBA,2025-11-19 22:45:16,2025-11-20 19:10,Orlando Magic,Los Angeles Clippers,No,2206.9,Yes,-111.67,-108.0,-232.29,189.71,-110.78,-109.11,East,Southeast,West,Pacific,-105,-115,-238,195,-110,-110,-114,-106,-235,194,-110,-110,-110,-115,-215,170,-115,-110,-110,-110,-238,189,-110,-110,-110,-110,-225,185,-110,-110,-115.0,-105.0,-230.0,190.0,-115.0,-105.0,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-115.0,-105.0,-245.0,205.0,-110.0,-110.0
NBA,2025-11-19 22:45:16,2025-11-20 20:10,San Antonio Spurs,Atlanta Hawks,No,879.2,Yes,-108.78,-110.89,-117.67,-36.0,-110.11,-109.67,West,Southwest,East,Southeast,-105,-115,-115,-105,-115,-105,-110,-110,-118,100,-110,-110,-113,-112,-124,100,-114,-110,-110,-110,-116,-104,-110,-110,-105,-115,-118,-102,-105,-115,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-19 22:45:16,2025-11-20 20:10,Memphis Grizzlies,Sacramento Kings,No,1750.1,Yes,-109.43,-110.14,-142.4,117.4,-110.14,-109.86,West,Southwest,West,Pacific,-110,-110,-142,120,-110,-110,-110,-110,-148,126,-110,-110,-110,-115,-136,108,-114,-112,-110,-110,-141,115,-110,-110,-110,-110,-145,118,-110,-110,,,,,,,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,,,,,,
NBA,2025-11-19 22:45:16,2025-11-20 20:10,Milwaukee Bucks,Philadelphia 76ers,No,695.4,Yes,-108.78,-111.0,72.17,-127.67,-110.22,-109.67,East,Central,East,Atlantic,-115,-105,-102,-118,-110,-110,-110,-110,114,-134,-110,-110,-113,-113,100,-124,-110,-115,-110,-110,106,-130,-110,-110,-105,-115,105,-130,-115,-105,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
