League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-07 13:33:19,2025-11-07 19:10,Orlando Magic,Boston Celtics,No,1115.0,Yes,-109.78,-110.11,-154.56,130.22,-110.67,-109.33,East,Southeast,East,Atlantic,-104.0,-118.0,-156.0,132.0,-110.0,-110.0,-110,-115,-167,135,-114,-112,-108.0,-112.0,-155.0,130.0,-115.0,-105.0,-105.0,-115.0,-155.0,125.0,-110.0,-110.0,-115.0,-105.0,-153.0,133.0,-110.0,-110.0,-111.0,-101.0,-152.0,134.0,-107.0,-107.0,-110.0,-110.0,-153.0,124.0,-110.0,-110.0,-115.0,-105.0,-150.0,130.0,-110.0,-110.0,-110.0,-110.0,-150.0,129.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 19:10,Washington Wizards,Cleveland Cavaliers,No,305.1,Yes,-110.33,-109.44,556.11,-823.11,-109.67,-110.22,East,Southeast,East,Central,-112.0,-108.0,590.0,-850.0,-108.0,-112.0,-112,-114,480,-770,-112,-113,-108.0,-112.0,575.0,-850.0,-105.0,-115.0,-110.0,-110.0,600.0,-900.0,-115.0,-105.0,-110.0,-110.0,566.0,-810.0,-110.0,-110.0,-106.0,-106.0,581.0,-795.0,-107.0,-107.0,-110.0,-110.0,538.0,-833.0,-110.0,-110.0,-115.0,-105.0,525.0,-800.0,-110.0,-110.0,-110.0,-110.0,550.0,-800.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 19:40,Atlanta Hawks,Toronto Raptors,No,733.5,Yes,-108.22,-111.56,-133.0,111.78,-110.56,-109.22,East,Southeast,East,Atlantic,-114.0,-106.0,-136.0,116.0,-114.0,-106.0,-114,-112,-130,105,-114,-110,-105.0,-115.0,-130.0,110.0,-110.0,-110.0,-105.0,-115.0,-135.0,110.0,-110.0,-110.0,-105.0,-115.0,-132.0,112.0,-110.0,-110.0,-101.0,-111.0,-130.0,114.0,-107.0,-107.0,-110.0,-110.0,-139.0,114.0,-110.0,-110.0,-115.0,-105.0,-135.0,115.0,-110.0,-110.0,-105.0,-115.0,-130.0,110.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 19:40,Brooklyn Nets,Detroit Pistons,No,484.4,Yes,-111.11,-108.67,362.33,-480.44,-111.0,-109.0,East,Atlantic,East,Central,-110.0,-110.0,360.0,-460.0,-110.0,-110.0,-112,-114,350,-500,-113,-112,-112.0,-108.0,370.0,-485.0,-108.0,-112.0,-115.0,-105.0,375.0,-500.0,-110.0,-110.0,-115.0,-105.0,361.0,-465.0,-115.0,-105.0,-111.0,-101.0,367.0,-459.0,-113.0,-102.0,-110.0,-110.0,358.0,-500.0,-110.0,-110.0,-105.0,-115.0,355.0,-490.0,-110.0,-110.0,-110.0,-110.0,365.0,-465.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 19:40,San Antonio Spurs,Houston Rockets,Yes,186.5,Yes,-110.78,-108.89,143.22,-169.78,-111.0,-109.11,West,Southwest,West,Southwest,-106.0,-114.0,150.0,-178.0,-110.0,-110.0,-115,-110,143,-180,-113,-113,-115.0,-105.0,140.0,-166.0,-108.0,-112.0,-115.0,-105.0,140.0,-170.0,-110.0,-110.0,-110.0,-110.0,145.0,-165.0,-115.0,-105.0,-106.0,-106.0,146.0,-165.0,-113.0,-102.0,-110.0,-110.0,138.0,-169.0,-110.0,-110.0,-110.0,-110.0,145.0,-170.0,-110.0,-110.0,-110.0,-110.0,142.0,-165.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 20:10,Miami Heat,Charlotte Hornets,Yes,651.7,Yes,-109.0,-110.56,-187.89,157.67,-109.89,-110.11,East,Southeast,East,Southeast,-106.0,-114.0,-190.0,160.0,-110.0,-110.0,-114,-110,-205,163,-112,-114,-112.0,-108.0,-185.0,154.0,-110.0,-110.0,-118.0,-102.0,-190.0,155.0,-110.0,-110.0,-105.0,-115.0,-180.0,157.0,-110.0,-110.0,-101.0,-111.0,-180.0,158.0,-107.0,-107.0,-110.0,-110.0,-196.0,157.0,-110.0,-110.0,-105.0,-115.0,-185.0,160.0,-110.0,-110.0,-110.0,-110.0,-180.0,155.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 20:10,Milwaukee Bucks,Chicago Bulls,Yes,81.3,Yes,-110.0,-109.78,-178.22,149.44,-109.89,-110.11,East,Central,East,Central,-112.0,-108.0,-184.0,154.0,-110.0,-110.0,-114,-112,-175,140,-114,-112,-108.0,-112.0,-175.0,145.0,-108.0,-112.0,-110.0,-110.0,-185.0,150.0,-110.0,-110.0,-110.0,-110.0,-175.0,153.0,-110.0,-110.0,-106.0,-106.0,-175.0,154.0,-107.0,-107.0,-110.0,-110.0,-185.0,149.0,-110.0,-110.0,-110.0,-110.0,-175.0,150.0,-110.0,-110.0,-110.0,-110.0,-175.0,150.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 20:10,Memphis Grizzlies,Dallas Mavericks,Yes,420.5,Yes,-110.22,-109.56,-179.11,150.33,-110.56,-109.44,West,Southwest,West,Southwest,-110.0,-110.0,-180.0,152.0,-110.0,-110.0,-113,-113,-182,145,-113,-113,-108.0,-112.0,-180.0,150.0,-110.0,-110.0,-110.0,-110.0,-185.0,150.0,-115.0,-105.0,-110.0,-110.0,-175.0,153.0,-110.0,-110.0,-106.0,-106.0,-175.0,154.0,-107.0,-107.0,-110.0,-110.0,-185.0,149.0,-110.0,-110.0,-115.0,-105.0,-175.0,150.0,-110.0,-110.0,-110.0,-110.0,-175.0,150.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 20:10,Minnesota Timberwolves,Utah Jazz,Yes,986.7,Yes,-111.44,-108.11,-655.22,467.56,-110.0,-110.0,West,Northwest,West,Northwest,-112.0,-108.0,-620.0,460.0,-112.0,-108.0,-115,-109,-670,450,-113,-113,-110.0,-110.0,-575.0,425.0,-108.0,-112.0,-110.0,-110.0,-750.0,525.0,-105.0,-115.0,-115.0,-105.0,-650.0,476.0,-110.0,-110.0,-111.0,-101.0,-640.0,487.0,-107.0,-107.0,-110.0,-110.0,-667.0,450.0,-110.0,-110.0,-110.0,-110.0,-675.0,460.0,-115.0,-105.0,-110.0,-110.0,-650.0,475.0,-110.0,-110.0
NBA,2025-11-07 13:33:19,2025-11-07 22:10,Denver Nuggets,Golden State Warriors,No,947.0,Yes,-110.56,-109.22,-452.78,345.89,-111.22,-108.89,West,Northwest,West,Pacific,-114.0,-106.0,-480.0,370.0,-110.0,-110.0,-114,-112,-455,330,-113,-113,-105.0,-115.0,-440.0,340.0,-110.0,-110.0,-105.0,-115.0,-475.0,350.0,-110.0,-110.0,-113.0,-107.0,-425.0,334.0,-115.0,-105.0,-109.0,-103.0,-420.0,340.0,-113.0,-102.0,-110.0,-110.0,-455.0,339.0,-110.0,-110.0,-115.0,-105.0,-450.0,335.0,-110.0,-110.0,-110.0,-110.0,-475.0,375.0,-110.0,-110.0
