League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-05 18:55:24,2026-05-05 19:10,0d7933fbc3dd3e384f9b709cff4e882c,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-108.22,-110.11,-3.5,3.5,-159.22,134.33,-110.22,-109.56,216.83,-110,-110,-164,138,-112,-108,-108,-112,-162,136,-108,-112,-110,-110,-157,137,-113,-107,-106,-106,-157,138,-107,-107,-110,-113,-162,130,-112,-112,-110,-110,-161,131,-110,-110,-105,-105,-160,135,-110,-110,-110,-110,-160,135,-110,-110,-105.0,-115.0,-150.0,129.0,-110.0,-110.0
NBA,2026-05-05 18:55:24,2026-05-05 20:40,689b4554b0b10e67f46872eb2e74b98d,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-108.78,-110.78,-15.67,15.67,-914.56,599.33,-110.0,-87.56,214.22,-110,-110,-900,610,-114,-106,-115,-105,-900,600,-108,-112,-111,-109,-875,598,-107,-113,-106,-106,-857,616,-104,-110,-112,-112,-1000,600,-112,-112,-110,-110,-879,555,-110,-110,-105,-115,-1100,675,-105,-115,-105,-115,-850,550,-120,100,-105.0,-115.0,-870.0,590.0,-110.0,-110.0
NBA,2026-05-05 18:55:24,2026-05-06 19:10,d146e10295545e18ac8915a1f5860317,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,East,Atlantic,East,Atlantic,-108.75,-110.62,-7.19,7.19,-276.62,223.62,-110.0,-109.5,215.19,-105,-115,-280,230,-110,-110,-110,-110,-270,220,-110,-110,-110,-110,-275,226,-110,-110,-106,-106,-272,229,-107,-107,-114,-109,-278,215,-113,-109,-110,-110,-278,219,-110,-110,-105,-115,-285,225,-110,-110,-110,-110,-275,225,-110,-110,,,,,,
NBA,2026-05-05 18:55:24,2026-05-06 21:40,246001ab42d44857430f7fe63f423461,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-111.88,-107.88,-9.5,9.5,-410.75,315.62,-109.0,-110.62,215.5,-118,-104,-450,350,-106,-114,-110,-110,-410,320,-110,-110,-112,-108,-390,310,-108,-112,-108,-104,-386,315,-105,-109,-112,-112,-435,320,-113,-110,-110,-110,-400,300,-110,-110,-110,-110,-400,300,-110,-110,-115,-105,-415,310,-110,-110,,,,,,
