League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-06 18:52:57,2026-05-06 19:10,d146e10295545e18ac8915a1f5860317,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,East,Atlantic,East,Atlantic,-110.89,-107.56,-10.44,10.44,-460.33,351.33,-108.78,-110.78,214.0,-110,-110,-450,350,-106,-114,-115,-105,-455,350,-105,-115,-105,-105,-450,350,-115,-105,-106,-106,-469,374,-105,-109,-115,-105,-475,367,-108,-112,-110,-110,-459,336,-110,-110,-110,-110,-480,350,-110,-110,-112,-112,-455,330,-110,-112,-115.0,-105.0,-450.0,355.0,-110.0,-110.0
NBA,2026-05-06 18:52:57,2026-05-06 21:40,246001ab42d44857430f7fe63f423461,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-109.11,-110.67,-10.06,10.06,-422.44,325.44,-110.56,-109.11,217.56,-104,-118,-430,340,-112,-108,-102,-118,-410,320,-112,-108,-115,-105,-425,320,-110,-110,-109,-103,-415,336,-109,-105,-115,-105,-420,330,-112,-108,-110,-110,-417,308,-110,-110,-105,-115,-430,320,-110,-110,-112,-112,-455,335,-110,-113,-110.0,-110.0,-400.0,320.0,-110.0,-110.0
NBA,2026-05-06 18:52:57,2026-05-07 19:10,862af0717b53a01b5e93a188a655d663,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-107.5,-111.88,-3.5,3.5,-159.12,134.38,-110.0,-109.62,215.75,-106,-114,-154,130,-110,-110,-105,-115,-148,124,-110,-110,-105,-115,-160,135,-110,-110,-106,-106,-165,146,-107,-107,-110,-110,-165,145,-110,-110,-110,-110,-161,130,-110,-110,-110,-110,-165,140,-110,-110,-108,-115,-155,125,-113,-110,,,,,,
NBA,2026-05-06 18:52:57,2026-05-07 21:40,a306b74e13d87d2f8d64b1e01c2cf958,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-109.75,-109.75,-15.5,15.5,-954.38,614.25,-109.25,-110.38,209.69,-110,-110,-900,610,-108,-112,-110,-110,-900,600,-105,-115,-110,-110,-1000,650,-110,-110,-106,-106,-810,590,-107,-107,-110,-110,-825,574,-110,-110,-110,-110,-1000,590,-110,-110,-110,-110,-950,600,-110,-110,-112,-112,-1250,700,-114,-109,,,,,,
