League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-04-16 06:59:21,2026-04-17 19:40,fc16dfbe5b438857b93902fa811dd8f6,Orlando Magic,Charlotte Hornets,Yes,461.8,Yes,East,Southeast,East,Southeast,-111.12,-108.25,3.81,-3.81,146.25,-174.0,-109.62,-110.0,218.38,-105,-115,140,-166,-110,-110,-110,-110,152,-180,-110,-110,-113,-110,138,-175,-110,-113,-110,-110,133,-164,-110,-110,-111,-101,159,-181,-107,-107,-115,-105,158,-181,-110,-110,-110,-110,145,-175,-110,-110,-115.0,-105.0,145.0,-170.0,-110,-110
NBA,2026-04-16 06:59:21,2026-04-17 22:10,c8d1b7fd06c21e259b9416daf596f023,Phoenix Suns,Golden State Warriors,Yes,652.3,Yes,West,Pacific,West,Pacific,-110.43,-109.0,-2.36,2.36,-138.0,115.71,-109.62,-110.0,218.12,-115,-105,-125,105,-110,-110,-110,-110,-142,120,-110,-110,-112,-112,-139,112,-110,-113,-110,-110,-137,112,-110,-110,-106,-106,-141,124,-107,-107,-110,-110,-142,122,-110,-110,-110,-110,-140,115,-110,-110,,,,,-110,-110
NBA,2026-04-16 06:59:21,2026-04-18 13:10,2a8e5a45f1bcb477a6f9cbd7739d005e,Cleveland Cavaliers,Toronto Raptors,No,189.3,No,East,Central,East,Atlantic,-110.0,-109.38,-8.25,8.25,-352.75,279.0,-110.88,-108.88,219.5,-105,-115,-355,280,-110,-110,-114,-106,-350,285,-110,-110,-110,-113,-345,265,-109,-114,-110,-110,-357,272,-110,-110,-111,-101,-345,285,-113,-102,-115,-105,-350,280,-115,-105,-110,-110,-350,280,-110,-110,-105.0,-115.0,-370.0,285.0,-110,-110
NBA,2026-04-16 06:59:21,2026-04-18 15:40,526f783434e5dabca25ee032d8fee612,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,No,West,Northwest,West,Northwest,-110.75,-108.62,-6.19,6.19,-250.25,203.62,-110.25,-109.38,231.75,-105,-115,-245,200,-115,-105,-112,-108,-255,210,-112,-108,-113,-110,-250,195,-113,-110,-110,-110,-244,192,-110,-110,-111,-101,-248,210,-107,-107,-115,-105,-250,207,-110,-110,-105,-115,-250,200,-105,-115,-115.0,-105.0,-260.0,215.0,-110,-110
NBA,2026-04-16 06:59:21,2026-04-18 18:10,bee2c9ea4bf8df373aa45af7005b583d,New York Knicks,Atlanta Hawks,No,748.3,No,East,Atlantic,East,Southeast,-109.38,-110.0,-5.38,5.38,-222.12,182.88,-110.0,-109.62,216.5,-105,-115,-225,185,-110,-110,-114,-106,-225,188,-110,-110,-110,-113,-215,170,-113,-110,-110,-110,-213,171,-110,-110,-106,-106,-219,188,-107,-107,-110,-110,-220,186,-110,-110,-110,-110,-235,190,-110,-110,-110.0,-110.0,-225.0,185.0,-110,-110
NBA,2026-04-16 06:59:21,2026-04-18 20:40,1a9383105929a09e5662227ad45554b8,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-112.38,-107.0,5.44,-5.44,183.75,-223.25,-107.75,-112.0,207.19,-115,-105,185,-225,-105,-115,-115,-105,180,-215,-110,-110,-113,-110,185,-235,-110,-113,-110,-110,181,-227,-110,-110,-111,-101,188,-219,-102,-113,-115,-105,186,-220,-105,-115,-115,-105,185,-225,-110,-110,-105.0,-115.0,180.0,-220.0,-110,-110
NBA,2026-04-16 06:59:21,2026-04-19 13:10,00d1efd43d0790297fb68684a9171191,Boston Celtics,Philadelphia 76ers,Yes,273.6,No,East,Atlantic,East,Atlantic,-107.88,-111.62,-12.44,12.44,-749.38,516.0,-108.62,-111.12,214.56,-110,-110,-625,455,-105,-115,-110,-110,-750,530,-110,-110,-112,-112,-715,460,-112,-112,-110,-110,-769,496,-110,-110,-101,-111,-786,576,-107,-107,-105,-115,-800,561,-110,-110,-105,-115,-750,525,-110,-110,-110.0,-110.0,-800.0,525.0,-105,-115
NBA,2026-04-16 06:59:21,2026-04-19 21:10,04e3ad1ccbad6419ac711ff120fd5cbe,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-110.62,-108.88,-10.75,10.75,-539.12,395.88,-108.75,-110.88,222.31,-115,-105,-535,400,-105,-115,-114,-106,-520,390,-108,-112,-112,-112,-530,370,-110,-113,-110,-110,-556,391,-110,-110,-105,-107,-532,417,-107,-107,-109,-111,-540,409,-110,-110,-115,-105,-550,400,-110,-110,-105.0,-115.0,-550.0,390.0,-110,-110
