League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-28 07:43:00,2026-04-28 19:10,d749c50ad2a2660df91f9dc1b8e20d78,Boston Celtics,Philadelphia 76ers,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-111.56,-107.89,-11.5,11.5,-571.11,417.11,-110.33,-109.44,214.06,-114,-106,-550,410,-106,-114,-114,-109,-625,430,-109,-114,-115,-105,-550,410,-105,-115,-106,-106,-542,423,-113,-102,-110,-110,-550,415,-115,-105,-110.0,-110.0,-600,425,-115,-105,-110,-110,-588,406,-110,-110,-115,-105,-585,410,-110,-110,-110.0,-110.0,-550.0,425.0,-110.0,-110.0
NBA,2026-04-28 07:43:00,2026-04-28 20:10,595b24bea54d0917338e4a51372398b3,New York Knicks,Atlanta Hawks,No,748.3,Yes,East,Atlantic,East,Southeast,-108.67,-110.78,-6.5,6.5,-260.89,213.67,-112.0,-107.56,213.78,-108,-112,-260,215,-114,-106,-109,-114,-278,215,-109,-113,-105,-115,-250,205,-112,-108,-106,-106,-258,218,-110,-104,-110,-110,-260,215,-113,-107,-110.0,-110.0,-275,225,-115,-105,-110,-110,-257,202,-110,-110,-110,-110,-250,210,-110,-110,-110.0,-110.0,-260.0,218.0,-115.0,-105.0
NBA,2026-04-28 07:43:00,2026-04-28 21:40,f61ea629819d5176316c94a379c02ad2,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-110.67,-108.78,-12.33,12.33,-675.11,481.78,-110.11,-109.56,215.17,-110,-110,-600,450,-108,-112,-115,-108,-770,500,-113,-110,-110,-110,-675,490,-108,-112,-111,-101,-664,502,-107,-107,-115,-105,-675,491,-110,-110,-110.0,-110.0,-700,500,-115,-105,-110,-110,-667,463,-110,-110,-105,-115,-650,450,-110,-110,-110.0,-110.0,-675.0,490.0,-110.0,-110.0
NBA,2026-04-28 07:43:00,2026-04-29 19:10,6fa2ebdc614d327bc9a4558541adcd30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-110.0,-109.38,-8.75,8.75,-385.12,300.88,-111.12,-108.5,215.94,-106,-114,-390,310,-114,-106,-108,-115,-435,320,-113,-110,-115,-105,-380,300,-115,-105,-106,-106,-371,304,-107,-107,-110,-110,-375,299,-110,-110,-110.0,-110.0,-375,300,-110,-110,-110,-110,-385,289,-110,-110,-115,-105,-370,285,-110,-110,,,,,,
NBA,2026-04-28 07:43:00,2026-04-29 19:10,912bee9cc9d36b6017819f012c0c56f1,Detroit Pistons,Orlando Magic,No,956.1,Yes,East,Central,East,Southeast,-108.62,-110.88,-9.44,9.44,-381.0,298.38,-110.62,-109.0,210.5,-106,-114,-375,300,-110,-110,-112,-112,-400,295,-113,-110,-105,-115,-395,310,-115,-105,-106,-106,-376,308,-107,-107,-110,-110,-380,303,-110,-110,-110.0,-110.0,-400,310,-110,-110,-110,-110,-372,286,-110,-110,-110,-110,-350,275,-110,-110,,,,,,
NBA,2026-04-28 07:43:00,2026-04-29 21:40,0d0aa62d4305ee094389473b308ce0bd,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-110.29,-109.0,-3.07,3.07,-151.25,127.62,-110.25,-109.5,208.0,-115,-105,-152,128,-108,-112,-108,-115,-152,123,-112,-112,-105,-115,-155,130,-115,-105,-110,-102,-149,132,-107,-107,-114,-106,-150,130,-110,-110,,,-150,125,-110,-110,-110,-110,-152,123,-110,-110,-110,-110,-150,130,-110,-110,,,,,,
NBA,2026-04-28 07:43:00,2026-04-30 22:10,b981ac0f551b6f109cd18fa31de439b4,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-109.75,-109.62,6.19,-6.19,198.75,-243.5,-109.38,-110.25,225.06,-112,-108,198,-240,-110,-110,-110,-113,195,-250,-113,-110,-110,-110,200,-245,-110,-110,-106,-106,202,-238,-107,-107,-110,-110,200,-240,-110,-110,-115.0,-105.0,200,-250,-105,-115,-110,-110,200,-250,-110,-110,-105,-115,195,-235,-110,-110,,,,,,
