League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-03 10:29:33,2025-12-03 19:10,Cleveland Cavaliers,Portland Trail Blazers,No,2055.0,Yes,-107.67,-112.11,-477.22,360.67,-110.0,-109.89,East,Central,West,Northwest,-106,-114,-460,360,-110,-110,-104.0,-108.0,-455.0,364.0,-107.0,-107.0,-108.0,-112.0,-460.0,358.0,-110.0,-110.0,-110.0,-110.0,-500.0,357.0,-110.0,-110.0,-102,-118,-485,370,-110,-110,-117,-109,-480,340,-113,-112,-102.0,-118.0,-475.0,360.0,-110.0,-110.0,-110.0,-110.0,-490.0,355.0,-110.0,-110.0,-110.0,-110.0,-490.0,382.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 19:10,Indiana Pacers,Denver Nuggets,No,1002.0,Yes,-108.22,-111.44,266.89,-335.11,-110.56,-109.44,East,Central,West,Northwest,-105,-115,265,-330,-108,-112,-106.0,-106.0,278.0,-336.0,-107.0,-107.0,-110.0,-110.0,274.0,-340.0,-110.0,-110.0,-110.0,-110.0,265.0,-345.0,-110.0,-110.0,-105,-115,260,-325,-112,-108,-113,-112,255,-335,-113,-113,-105.0,-115.0,260.0,-325.0,-115.0,-105.0,-110.0,-110.0,270.0,-340.0,-110.0,-110.0,-110.0,-110.0,275.0,-340.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 19:10,Orlando Magic,San Antonio Spurs,No,1033.6,Yes,-86.44,-111.0,-332.78,265.67,-111.56,-108.33,East,Southeast,West,Southwest,-112,-108,-340,275,-114,-106,-106.0,-106.0,-327.0,271.0,-113.0,-102.0,-110.0,-110.0,-330.0,267.0,-115.0,-105.0,-110.0,-110.0,-333.0,258.0,-110.0,-110.0,100,-120,-345,275,-108,-112,-115,-110,-335,250,-114,-110,-105.0,-115.0,-325.0,260.0,-110.0,-110.0,-110.0,-110.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,-330.0,270.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 19:40,Atlanta Hawks,Los Angeles Clippers,No,1943.0,Yes,-110.44,-109.33,-157.89,134.0,-108.56,-111.56,East,Southeast,West,Pacific,-114,-106,-156,132,-106,-114,-111.0,-101.0,-160.0,141.0,-102.0,-113.0,-115.0,-105.0,-160.0,140.0,-105.0,-115.0,-110.0,-110.0,-154.0,126.0,-110.0,-110.0,-110,-110,-162,136,-110,-110,-109,-117,-159,128,-114,-112,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-105.0,-115.0,-150.0,130.0,-110.0,-110.0,-110.0,-110.0,-160.0,138.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 19:40,New York Knicks,Charlotte Hornets,No,533.4,Yes,-109.89,-109.89,-359.0,283.33,-109.56,-110.56,East,Atlantic,East,Southeast,-112,-108,-355,285,-108,-112,-106.0,-106.0,-361.0,297.0,-102.0,-113.0,-110.0,-110.0,-365.0,292.0,-105.0,-115.0,-110.0,-110.0,-370.0,283.0,-110.0,-110.0,-112,-108,-345,275,-112,-108,-109,-117,-360,265,-114,-112,-110.0,-110.0,-350.0,280.0,-115.0,-105.0,-110.0,-110.0,-360.0,280.0,-110.0,-110.0,-110.0,-110.0,-365.0,293.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 20:10,Chicago Bulls,Brooklyn Nets,No,717.1,Yes,-110.0,-87.56,-325.56,260.56,-109.89,-110.0,East,Central,East,Atlantic,-112,-108,-320,260,-110,-110,-103.0,-109.0,-322.0,267.0,-104.0,-110.0,-107.0,-113.0,-325.0,263.0,-107.0,-113.0,-110.0,-110.0,-323.0,250.0,-110.0,-110.0,-125,105,-325,260,-108,-112,-113,-113,-335,255,-115,-110,-105.0,-115.0,-325.0,260.0,-115.0,-105.0,-105.0,-115.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,-325.0,265.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 20:10,Houston Rockets,Sacramento Kings,No,1609.3,Yes,-109.89,-109.89,-1287.22,763.44,-110.89,-109.22,West,Southwest,West,Pacific,-110,-110,-1200,750,-110,-110,-106.0,-106.0,-1270.0,826.0,-113.0,-102.0,-110.0,-110.0,-1300.0,795.0,-115.0,-105.0,-110.0,-110.0,-1250.0,720.0,-110.0,-110.0,-110,-110,-1350,800,-108,-112,-113,-113,-1115,650,-112,-114,-110.0,-110.0,-1400.0,800.0,-110.0,-110.0,-110.0,-110.0,-1400.0,750.0,-110.0,-110.0,-110.0,-110.0,-1300.0,780.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 20:11,Milwaukee Bucks,Detroit Pistons,Yes,252.3,Yes,-109.78,-110.0,156.67,-186.56,-110.11,-109.89,East,Central,East,Central,-112,-108,156,-186,-110,-110,-104.0,-108.0,162.0,-185.0,-107.0,-107.0,-108.0,-112.0,161.0,-185.0,-110.0,-110.0,-110.0,-110.0,150.0,-185.0,-110.0,-110.0,-110,-110,164,-198,-112,-108,-114,-112,143,-180,-112,-114,-110.0,-110.0,155.0,-190.0,-110.0,-110.0,-110.0,-110.0,160.0,-185.0,-110.0,-110.0,-110.0,-110.0,159.0,-185.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-03 20:30,Dallas Mavericks,Miami Heat,No,1111.8,Yes,-109.33,-110.33,179.33,-216.22,-109.22,-110.78,West,Southwest,East,Southeast,-106,-114,184,-220,-110,-110,-106.0,-106.0,182.0,-209.0,-107.0,-107.0,-110.0,-110.0,180.0,-210.0,-110.0,-110.0,-110.0,-110.0,173.0,-217.0,-110.0,-110.0,-110,-110,185,-225,-108,-112,-112,-113,175,-225,-113,-113,-110.0,-110.0,180.0,-220.0,-105.0,-115.0,-110.0,-110.0,175.0,-210.0,-110.0,-110.0,-110.0,-110.0,180.0,-210.0,-110.0,-110.0
NBA,2025-12-03 10:29:33,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-109.67,-111.67,-210.0,172.0,-111.0,-111.0,East,Southeast,East,Southeast,-114,-106,-210,176,-110,-110,,,,,,,,,,,,,,,,,,,-105,-115,-205,170,-110,-110,-110,-114,-215,170,-113,-113,,,,,,,,,,,,,,,,,,
