League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-01 07:03:41,2026-05-01 19:10,88e10294c54deffd6e9e6efcba249d2c,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-108.44,-111.0,3.5,-3.5,138.33,-164.22,-108.33,-111.44,209.72,-110,-110,136,-162,-110,-110,-109,-114,133,-167,-113,-110,-110,-110,138,-164,-110,-110,-110.0,-110.0,140.0,-170.0,-105.0,-115.0,-108.0,-112.0,142.0,-162.0,-105.0,-115.0,-104.0,-108.0,143.0,-162.0,-102.0,-113.0,-110,-110,133,-164,-110,-110,-105,-115,140,-165,-110,-110,-110.0,-110.0,140.0,-162.0,-110.0,-110.0
NBA,2026-05-01 07:03:41,2026-05-01 19:40,d1938a9c13602a661e894f996f2680e8,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,East,Atlantic,East,Central,-108.78,-110.78,3.83,-3.83,145.22,-172.67,-110.11,-109.56,219.67,-105,-115,145,-175,-112,-108,-113,-109,148,-186,-110,-113,-104,-118,148,-176,-112,-108,-105.0,-115.0,145.0,-175.0,-110.0,-110.0,-113.0,-107.0,145.0,-165.0,-110.0,-110.0,-109.0,-103.0,146.0,-165.0,-107.0,-107.0,-110,-110,143,-177,-110,-110,-105,-115,145,-170,-110,-110,-115.0,-105.0,142.0,-165.0,-110.0,-110.0
NBA,2026-05-01 07:03:41,2026-05-01 21:40,c361a0b8c035a055bd9497b52674e3fb,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-108.78,-110.89,-3.72,3.72,-166.89,140.22,-109.44,-110.22,206.22,-112,-108,-170,142,-110,-110,-108,-115,-182,145,-113,-110,-118,-104,-172,144,-110,-110,-110.0,-110.0,-165.0,135.0,-105.0,-115.0,-105.0,-115.0,-162.0,142.0,-110.0,-110.0,-101.0,-111.0,-162.0,143.0,-107.0,-107.0,-110,-110,-164,133,-110,-110,-110,-110,-165,140,-110,-110,-105.0,-115.0,-160.0,138.0,-110.0,-110.0
NBA,2026-05-01 07:03:41,2026-05-02 19:40,a37e80a2e3cf3aaa3ae84a9124987058,Boston Celtics,Philadelphia 76ers,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-56.88,-112.5,-7.69,7.69,-296.25,237.25,-109.25,-110.38,206.62,-105,-115,-310,250,-110,-110,-110,-113,-305,230,-109,-114,-114,-106,-295,240,-108,-112,-110.0,-110.0,-300.0,240.0,-110.0,-110.0,100.0,-120.0,-285.0,234.0,-110.0,-110.0,104.0,-116.0,-282.0,237.0,-107.0,-107.0,-110,-110,-323,247,-110,-110,-110,-110,-270,220,-110,-110,,,,,,
NBA,2026-05-01 07:03:41,2026-05-04 21:30,219920e3a715ceb3dc69f3638f7571d5,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-112.2,-108.6,-14.5,14.5,-1013.0,634.0,-109.4,-111.2,217.0,-110,-110,-950,625,-110,-110,-112,-112,-1115,650,-110,-113,-114,-106,-1000,660,-112,-108,,,,,,,,,,,,,,,,,,,-110,-110,-1000,610,-110,-110,-115,-105,-1000,625,-105,-115,,,,,,
