League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-02-11 14:04:22,2026-02-11 19:00,786e38c6d2a209bb12801b30f17e9ef2,Orlando Magic,Milwaukee Bucks,No,1064.4,Yes,East,Southeast,East,Central,-112.67,-107.0,-10.61,10.61,-532.67,393.89,-110.11,-109.67,220.06,-108,-112,-510,390,-110,-110,-115,-105,-535,400,-115,-105,-115,-110,-590,400,-114,-110,-115,-105,-535.0,406.0,-110,-110,-111,-101,-528.0,414.0,-107,-107,-115,-105,-550,400,-105,-115,-115,-105,-510.0,395.0,-110,-110,-110,-110,-510,370,-110,-110,-110,-110,-526,370,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 19:10,7c66ba90233d458cdf37f776c8a9f406,Charlotte Hornets,Atlanta Hawks,Yes,226.8,Yes,East,Southeast,East,Southeast,-109.33,-110.44,-3.78,3.78,-170.56,143.78,-108.89,-111.11,234.28,-110,-110,-174,146,-110,-110,-112,-108,-180,150,-105,-115,-112,-114,-167,135,-113,-113,-107,-113,-170.0,149.0,-110,-110,-103,-109,-170.0,150.0,-107,-107,-110,-110,-170,140,-105,-115,-110,-110,-165.0,142.0,-110,-110,-110,-110,-175,150,-110,-110,-110,-110,-164,132,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 19:10,1e29ea38e9c7789166418c9a3544bff9,Cleveland Cavaliers,Washington Wizards,No,305.1,Yes,East,Central,East,Southeast,-109.78,-110.0,-17.11,17.11,-1214.56,736.11,-110.33,-109.67,239.44,-110,-110,-1500,870,-110,-110,-110,-110,-1200,750,-112,-108,-112,-114,-1250,700,-114,-112,-110,-110,-1300.0,795.0,-110,-110,-106,-106,-1270.0,826.0,-107,-107,-110,-110,-1400,800,-110,-110,-110,-110,-1000.0,650.0,-110,-110,-110,-110,-900,575,-110,-110,-110,-110,-1111,659,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 19:30,c09c552bcc0d68d3e96c860980ae1563,Toronto Raptors,Detroit Pistons,No,206.8,Yes,East,Atlantic,East,Central,-112.22,-85.33,-0.22,0.22,-111.33,-108.67,-109.89,-110.11,223.22,-115,-105,-106,-110,-110,-110,-118,-102,-105,-115,-110,-110,-109,-117,-113,-110,-112,-114,-116,-104,,,-110,-110,-112,100,,,-107,-107,-110,-110,-118,-102,-110,-110,-115,-105,,,-110,-110,-105,-115,-110,-110,-110,-110,-110,-110,-116,-105,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 19:30,fa53065fb88985857fe9cfe5372477dc,Philadelphia 76ers,New York Knicks,Yes,85.5,Yes,East,Atlantic,East,Atlantic,-108.56,-111.11,-2.33,2.33,-135.0,113.56,-113.0,-107.0,224.28,-106,-114,-130,110,-114,-106,-105,-115,-135,114,-115,-105,-115,-110,-143,117,-115,-110,-110,-110,-130.0,110.0,-115,-105,-106,-106,-128.0,112.0,-113,-102,-105,-115,-140,115,-115,-105,-110,-110,-135.0,115.0,-110,-110,-110,-110,-135,115,-110,-110,-110,-110,-139,114,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 19:40,fe5025ebf8e01fd991276b32c2720ea7,Boston Celtics,Chicago Bulls,No,852.9,Yes,East,Atlantic,East,Central,-111.22,-108.56,-13.5,13.5,-690.56,488.22,-111.56,-108.56,225.5,-110,-110,-700,500,-114,-106,-112,-108,-700,500,-115,-105,-113,-113,-670,440,-112,-114,-115,-105,-720.0,517.0,-115,-105,-111,-101,-708.0,530.0,-113,-102,-115,-105,-700,500,-105,-115,-110,-110,-700.0,500.0,-110,-110,-105,-115,-650,450,-110,-110,-110,-110,-667,457,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 19:40,8cdd1f682ca6ed36e908ecf3b00f01bc,Brooklyn Nets,Indiana Pacers,No,646.8,Yes,East,Atlantic,East,Central,-110.67,-86.67,-6.33,6.33,-229.89,189.11,-110.67,-109.11,214.72,-105,-115,-220,184,-110,-110,-108,-112,-225,185,-110,-110,-110,-114,-235,185,-114,-110,-116,-104,-230.0,192.0,-110,-110,-112,100,-228.0,195.0,-107,-107,-110,-110,-220,180,-110,-110,-110,-110,-225.0,190.0,-110,-110,-115,-105,-230,190,-115,-105,-110,-110,-256,201,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 20:10,eb36e00b7d03160ba917374db994fae4,Houston Rockets,Los Angeles Clippers,No,1378.7,Yes,West,Southwest,West,Pacific,-107.67,-112.11,-9.22,9.22,-379.56,295.67,-110.33,-109.44,210.06,-106,-114,-390,310,-114,-106,-102,-118,-375,295,-108,-112,-109,-117,-435,310,-114,-110,-112,-108,-365.0,292.0,-110,-110,-108,-104,-361.0,297.0,-107,-107,-102,-118,-375,290,-110,-110,-110,-110,-365.0,293.0,-110,-110,-110,-110,-380,290,-110,-110,-110,-110,-370,284,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 20:10,3313a32e931557302ee2526858b86060,New Orleans Pelicans,Miami Heat,No,669.6,Yes,West,Southwest,East,Southeast,-109.89,-109.89,-1.5,1.5,-121.22,79.22,-109.89,-110.11,232.67,-110,-110,-124,106,-112,-108,-110,-110,-122,102,-112,-108,-113,-113,-122,100,-113,-113,-110,-110,-120.0,100.0,-110,-110,-106,-106,-118.0,102.0,-107,-107,-110,-110,-120,100,-105,-115,-110,-110,-125.0,105.0,-110,-110,-110,-110,-120,100,-110,-110,-110,-110,-120,-102,-110,-110
NBA,2026-02-11 14:04:22,2026-02-11 20:10,3acad36c997423e34f7d485f9598a106,Minnesota Timberwolves,Portland Trail Blazers,Yes,1426.0,Yes,West,Northwest,West,Northwest,-110.78,-109.0,-5.39,5.39,-230.0,189.22,-110.11,-109.89,234.33,-108,-112,-235,194,-110,-110,-110,-110,-230,190,-115,-105,-113,-113,-225,175,-113,-113,-115,-105,-230.0,192.0,-108,-112,-111,-101,-228.0,195.0,-105,-109,-110,-110,-235,190,-110,-110,-110,-110,-230.0,195.0,-110,-110,-110,-110,-230,190,-110,-110,-110,-110,-227,182,-110,-110
