League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-04-03 06:39:37,2026-04-03 19:10,033717528554996f232e2517ea1ad281,Charlotte Hornets,Indiana Pacers,No,428.0,Yes,East,Southeast,East,Central,-110.33,-109.11,-15.56,15.56,-1322.11,767.78,-110.0,-109.67,236.72,-110,-110,-1350,810,-110,-110,-112,-108,-1300,795,-110,-110,-108,-104,-1270,826,-107,-107,-110,-110,-1429,749,-110,-110,-110,-110,-1350,800,-115,-105,-110,-110,-1400,775,-105,-115,-113,-110,-1000,600,-113,-110,-110,-110,-1300,780,-110,-110,-110,-110,-1500,775,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 19:10,21031d5ee035e890ee79d1afeef2f40c,Philadelphia 76ers,Minnesota Timberwolves,No,987.1,Yes,East,Atlantic,West,Northwest,-110.89,-108.56,-2.33,2.33,-134.44,112.89,-110.0,-109.67,233.28,-110,-110,-132,112,-110,-110,-113,-107,-137,117,-110,-110,-109,-103,-135,119,-107,-107,-110,-110,-132,107,-110,-110,-108,-112,-135,114,-110,-110,-110,-110,-135,110,-110,-110,-113,-110,-134,107,-113,-110,-115,-105,-135,115,-110,-110,-110,-110,-135,115,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 19:40,cb55f248d8dbb539ca55edf31d762f6a,Brooklyn Nets,Atlanta Hawks,No,746.3,Yes,East,Atlantic,East,Southeast,-110.78,-108.67,16.22,-16.22,907.11,-1680.44,-111.67,-108.0,226.11,-106,-114,1040,-2000,-105,-115,-110,-110,945,-1700,-115,-105,-106,-106,989,-1657,-113,-102,-110,-110,865,-1667,-110,-110,-115,-105,950,-1650,-110,-110,-115,-105,950,-2000,-110,-110,-110,-113,700,-1250,-112,-110,-110,-110,950,-1700,-115,-105,-115,-105,775,-1500,-115,-105
NBA,2026-04-03 06:39:37,2026-04-03 19:40,d2565f4ec40ef0701e442d56c8d44ff2,New York Knicks,Chicago Bulls,No,715.3,Yes,East,Atlantic,East,Central,-109.44,-110.0,-15.61,15.61,-1491.44,831.67,-109.33,-110.44,237.33,-105,-115,-1500,870,-112,-108,-110,-110,-1500,874,-105,-115,-106,-106,-1464,910,-102,-113,-110,-110,-1429,781,-110,-110,-110,-110,-1600,900,-115,-105,-110,-110,-1600,850,-110,-110,-114,-109,-1430,700,-110,-113,-110,-110,-1500,850,-110,-110,-110,-110,-1400,750,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 20:10,d33be5a00d538b7bd7dee98ed5166593,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,East,Central,East,Atlantic,-109.89,-109.67,16.78,-16.78,960.0,-1879.67,-108.33,-111.56,217.22,-114,-106,900,-1600,-106,-114,-110,-110,1041,-2000,-105,-115,-106,-106,1092,-1950,-102,-113,-110,-110,907,-2000,-110,-110,-112,-108,1000,-1800,-115,-105,-110,-110,950,-2000,-110,-110,-112,-112,800,-1667,-112,-112,-110,-110,1050,-2000,-105,-115,-105,-115,900,-1900,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 20:10,e9a2348d7311c62fe296a00ed8c03e29,Houston Rockets,Utah Jazz,No,1201.1,Yes,West,Southwest,West,Northwest,-108.78,-110.67,-17.17,17.17,-1820.56,942.78,-111.44,-108.33,232.89,-110,-110,-2000,1040,-114,-106,-110,-110,-1800,979,-110,-110,-106,-106,-1755,1025,-107,-107,-110,-110,-2000,891,-110,-110,-105,-115,-1800,1000,-115,-105,-105,-115,-2000,950,-115,-105,-113,-110,-1430,750,-112,-112,-110,-110,-1800,1000,-110,-110,-110,-110,-1800,850,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 20:10,3880a34134efe663dcdc776fff7cde38,Memphis Grizzlies,Toronto Raptors,No,817.6,Yes,West,Southwest,East,Atlantic,-112.67,-106.78,13.06,-13.06,607.11,-943.11,-110.67,-109.0,232.61,-114,-106,560,-800,-106,-114,-110,-110,637,-950,-113,-107,-106,-106,657,-931,-110,-104,-110,-110,700,-1287,-110,-110,-118,-102,625,-950,-112,-108,-118,-102,625,-1000,-110,-110,-113,-110,480,-770,-110,-113,-110,-110,630,-950,-115,-105,-115,-105,550,-850,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 20:40,905392b9896b3f0d42e43bc4af97d72e,Dallas Mavericks,Orlando Magic,No,963.1,Yes,West,Southwest,East,Southeast,-109.33,-110.11,6.78,-6.78,218.44,-268.78,-110.89,-108.89,237.44,-110,-110,220,-270,-110,-110,-110,-110,219,-265,-115,-105,-106,-106,222,-263,-113,-102,-110,-110,212,-270,-110,-110,-108,-112,220,-270,-110,-110,-105,-115,225,-285,-110,-110,-115,-108,220,-286,-110,-113,-110,-110,223,-265,-110,-110,-110,-110,205,-245,-110,-110
NBA,2026-04-03 06:39:37,2026-04-03 22:10,2c0009c3a722545d107730244928ad22,Sacramento Kings,New Orleans Pelicans,No,1883.0,Yes,West,Pacific,West,Southwest,-111.44,-108.0,5.33,-5.33,162.44,-194.56,-109.56,-110.0,234.28,-110,-110,162,-194,-110,-110,-115,-105,161,-185,-110,-110,-111,-101,162,-185,-107,-107,-110,-110,164,-204,-110,-110,-112,-108,164,-198,-110,-110,-110,-110,165,-200,-110,-110,-110,-113,165,-215,-109,-113,-115,-105,159,-185,-110,-110,-110,-110,160,-185,-110,-110
