League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-07 05:19:57,2026-03-07 15:10,ad1dc68e34d3d8c8c69f10ea02d1b55a,Minnesota Timberwolves,Orlando Magic,No,1308.4,No,West,Northwest,East,Southeast,-110.88,-108.5,-6.06,6.06,-248.12,202.0,-110.38,-109.12,226.69,-106,-114,-245,200,-110,-110,-110,-110,-278,218,-110,-110,-118,-102,-245,200,-112,-108,-109,-114,-265,205,-109,-113,-106,-106,-232,198,-107,-107,-110,-110,-235,195,-110,-110,-118,-102,-250,200,-115,-105,-110,-110,-235,200,-110,-110
NBA,2026-03-07 05:19:57,2026-03-07 18:10,d2465617bbd58c113358fb2053afcd30,Atlanta Hawks,Philadelphia 76ers,No,663.4,No,East,Southeast,East,Atlantic,-111.38,-108.12,-6.69,6.69,-263.25,214.88,-109.88,-109.88,233.5,-110,-110,-240,198,-110,-110,-110,-110,-263,207,-110,-110,-115,-105,-270,220,-110,-110,-112,-112,-265,205,-112,-112,-106,-106,-263,222,-107,-107,-110,-110,-265,219,-110,-110,-118,-102,-275,225,-110,-110,-110,-110,-265,223,-110,-110
NBA,2026-03-07 05:19:57,2026-03-07 18:10,d504db9034e7831de4702ce8e4a2ece6,Detroit Pistons,Brooklyn Nets,No,484.4,No,East,Central,East,Atlantic,-108.12,-111.12,-14.12,14.12,-930.38,608.5,-111.5,-108.12,215.75,-110,-110,-900,610,-110,-110,-110,-110,-1000,614,-110,-110,-102,-118,-950,625,-105,-115,-112,-110,-910,550,-109,-113,-106,-106,-883,631,-113,-102,-110,-110,-900,613,-115,-105,-105,-115,-1000,625,-115,-105,-110,-110,-900,600,-115,-105
NBA,2026-03-07 05:19:57,2026-03-07 20:10,6ca48b4df9d476b04ce89d5f8f0c3806,Memphis Grizzlies,Los Angeles Clippers,No,1610.3,Yes,West,Southwest,West,Pacific,-111.38,-108.12,6.19,-6.19,211.0,-260.5,-109.88,-109.88,226.94,-110,-110,194,-240,-110,-110,-110,-110,203,-256,-110,-110,-118,-102,220,-270,-115,-105,-112,-112,200,-265,-112,-112,-106,-106,218,-258,-107,-107,-110,-110,215,-260,-110,-110,-115,-105,220,-275,-105,-115,-110,-110,218,-260,-110,-110
NBA,2026-03-07 05:19:57,2026-03-07 20:10,c9d52de279acc38e1e943eadce685110,Milwaukee Bucks,Utah Jazz,No,1242.2,Yes,East,Central,West,Northwest,-109.62,-109.75,-10.69,10.69,-498.62,379.0,-109.38,-110.38,235.06,-110,-110,-490,380,-106,-114,-110,-110,-526,384,-110,-110,-112,-108,-500,380,-105,-115,-115,-108,-480,350,-112,-112,-103,-109,-493,390,-107,-107,-107,-113,-500,383,-110,-110,-115,-105,-500,375,-115,-105,-105,-115,-500,390,-110,-110
NBA,2026-03-07 05:19:57,2026-03-07 20:40,92a72f11c9b0e34500cf18430b89aabd,Oklahoma City Thunder,Golden State Warriors,No,1387.6,Yes,West,Northwest,West,Pacific,-108.88,-110.5,-14.56,14.56,-795.5,549.0,-30.88,-113.75,219.81,-105,-115,-750,530,-110,-110,-110,-110,-769,520,-110,-110,-112,-108,-800,550,-108,-112,-113,-110,-835,540,-112,-110,-106,-106,-760,561,103,-118,-110,-110,-775,546,100,-120,-105,-115,-900,600,-110,-110,-110,-110,-775,545,100,-120
