League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-03-24 15:04:15,2026-03-24 19:10,c4901bf9c9ebf81236d22ca4626b5a31,Charlotte Hornets,Sacramento Kings,No,2245.3,Yes,East,Southeast,West,Pacific,-113.0,-106.56,-17.61,17.61,-1846.89,957.33,-110.22,-109.56,231.17,-114,-106,-2000,1040,-108,-112,-115.0,-105.0,-1800.0,1000.0,-115.0,-105.0,-110.0,-110.0,-2000.0,922.0,-110.0,-110.0,-112.0,-112.0,-1667.0,800.0,-112.0,-112.0,-111.0,-101.0,-1755.0,1025.0,-107.0,-107.0,-115.0,-105.0,-1800.0,979.0,-110.0,-110.0,-110.0,-110.0,-1800.0,1000.0,-110.0,-110.0,-115.0,-105.0,-1800.0,850.0,-110.0,-110.0,-115.0,-105.0,-2000.0,1000.0,-110.0,-110.0
NBA,2026-03-24 15:04:15,2026-03-24 19:40,3ffbb865981907829bb58d7f86351ba0,New York Knicks,New Orleans Pelicans,No,1171.4,Yes,East,Atlantic,West,Southwest,-109.11,-110.44,-8.83,8.83,-376.78,293.78,-110.89,-108.67,229.89,-114,-106,-375,300,-108,-112,-115.0,-105.0,-375.0,295.0,-115.0,-105.0,-110.0,-110.0,-400.0,302.0,-110.0,-110.0,-112.0,-112.0,-400.0,290.0,-113.0,-109.0,-101.0,-111.0,-356.0,293.0,-107.0,-107.0,-105.0,-115.0,-360.0,289.0,-110.0,-110.0,-105.0,-115.0,-360.0,290.0,-110.0,-110.0,-105.0,-115.0,-390.0,295.0,-110.0,-110.0,-115.0,-105.0,-375.0,290.0,-115.0,-105.0
NBA,2026-03-24 15:04:15,2026-03-24 20:10,6b03ae1305a70007dbaebefa0c8af0b7,Cleveland Cavaliers,Orlando Magic,No,893.4,Yes,East,Central,East,Southeast,-110.89,-108.44,-10.61,10.61,-466.0,354.89,-110.0,-109.67,230.17,-108,-112,-480,370,-112,-108,-115.0,-105.0,-470.0,360.0,-112.0,-108.0,-110.0,-110.0,-455.0,338.0,-110.0,-110.0,-109.0,-113.0,-480.0,350.0,-109.0,-114.0,-111.0,-101.0,-444.0,356.0,-107.0,-107.0,-115.0,-105.0,-450.0,350.0,-110.0,-110.0,-110.0,-110.0,-450.0,355.0,-110.0,-110.0,-105.0,-115.0,-490.0,355.0,-110.0,-110.0,-115.0,-105.0,-475.0,360.0,-110.0,-110.0
NBA,2026-03-24 15:04:15,2026-03-24 23:10,5cc255e5f9f9fefa4cc7e5316e16a519,Phoenix Suns,Denver Nuggets,No,585.4,Yes,West,Pacific,West,Northwest,-107.11,-112.33,5.61,-5.61,196.22,-237.78,-110.44,-109.33,232.61,-112,-108,190,-230,-110,-110,-102.0,-118.0,200.0,-245.0,-110.0,-110.0,-110.0,-110.0,188.0,-238.0,-110.0,-110.0,-109.0,-114.0,200.0,-250.0,-112.0,-112.0,-101.0,-111.0,198.0,-232.0,-107.0,-107.0,-105.0,-115.0,195.0,-235.0,-110.0,-110.0,-105.0,-115.0,200.0,-235.0,-110.0,-110.0,-115.0,-105.0,200.0,-240.0,-110.0,-110.0,-105.0,-115.0,195.0,-235.0,-115.0,-105.0
NBA,2026-03-24 15:04:15,2026-03-25 19:10,8aaad66627fe854cc273103047d880e6,Detroit Pistons,Atlanta Hawks,No,596.5,Yes,East,Central,East,Southeast,-115.0,-105.0,-2.5,2.5,-148.0,126.0,-110.0,-110.0,227.5,-115,-105,-148,126,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-03-24 15:04:15,2026-03-25 19:40,277fee894c9dc5c623ed6a131bf513c7,Boston Celtics,Oklahoma City Thunder,No,1495.8,Yes,East,Atlantic,West,Northwest,-110.5,-109.5,3.0,-3.0,137.0,-163.0,-107.5,-112.5,218.5,-106,-114,138,-164,-110,-110,-115.0,-105.0,136.0,-162.0,-105.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-03-24 15:04:15,2026-03-25 19:40,bb33d3e33ac233af2a20161310f567f2,Cleveland Cavaliers,Miami Heat,No,1086.5,Yes,East,Central,East,Southeast,-112.0,-108.0,-3.5,3.5,-166.0,140.0,-110.0,-110.0,242.5,-112,-108,-166,140,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-03-24 15:04:15,2026-03-25 21:40,cf2665074fd82e7b5f2b4393f20afd32,Minnesota Timberwolves,Houston Rockets,No,1056.4,Yes,West,Northwest,West,Southwest,-114.0,-6.0,1.25,-1.25,-4.0,-115.0,-112.5,-107.5,222.5,-108,-112,100,-118,-110,-110,-120.0,100.0,-108.0,-112.0,-115.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
