League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-10-31 08:50:17,2025-10-31 19:00,Indiana Pacers,Atlanta Hawks,No,425.5,Yes,-108.33,-111.44,119.44,-141.89,-110.78,-109.22,East,Central,East,Southeast,-105,-115,120,-142,-110,-110,-110.0,-110.0,120.0,-142.0,-110.0,-110.0,-114.0,-112.0,112.0,-141.0,-114.0,-112.0,-110.0,-110.0,116.0,-143.0,-110.0,-110.0,-105.0,-115.0,125.0,-145.0,-113.0,-107.0,-101.0,-111.0,127.0,-144.0,-110.0,-104.0,-110.0,-110.0,115.0,-135.0,-110.0,-110.0,-110.0,-110.0,115.0,-140.0,-110.0,-110.0,-110.0,-110.0,125.0,-145.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 19:00,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,-109.33,-110.44,-126.56,105.44,-109.56,-110.44,East,Atlantic,East,Atlantic,-110,-110,-142,120,-108,-112,-110.0,-110.0,-120.0,102.0,-108.0,-112.0,-113.0,-113.0,-130.0,105.0,-113.0,-113.0,-110.0,-110.0,-130.0,106.0,-110.0,-110.0,-110.0,-110.0,-122.0,102.0,-110.0,-110.0,-106.0,-106.0,-120.0,104.0,-107.0,-107.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-105.0,-115.0,-135.0,110.0,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 19:30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,-110.0,-109.56,-282.56,228.22,-111.67,-108.33,East,Central,East,Atlantic,-115,-105,-285,230,-108,-112,-110.0,-110.0,-290.0,235.0,-112.0,-108.0,-114.0,-110.0,-295.0,230.0,-112.0,-113.0,-110.0,-110.0,-286.0,224.0,-110.0,-110.0,-105.0,-115.0,-275.0,226.0,-115.0,-105.0,-101.0,-111.0,-272.0,229.0,-113.0,-102.0,-110.0,-110.0,-270.0,220.0,-115.0,-105.0,-115.0,-105.0,-295.0,230.0,-110.0,-110.0,-110.0,-110.0,-275.0,230.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 20:00,Chicago Bulls,New York Knicks,No,715.3,Yes,-109.56,-110.22,177.78,-213.33,-109.33,-110.78,East,Central,East,Atlantic,-110,-110,180,-218,-115,-105,-108.0,-112.0,190.0,-230.0,-110.0,-110.0,-117.0,-109.0,160.0,-200.0,-112.0,-114.0,-110.0,-110.0,169.0,-208.0,-110.0,-110.0,-110.0,-110.0,183.0,-215.0,-105.0,-115.0,-106.0,-106.0,185.0,-214.0,-102.0,-113.0,-105.0,-115.0,170.0,-200.0,-110.0,-110.0,-110.0,-110.0,180.0,-220.0,-110.0,-110.0,-110.0,-110.0,183.0,-215.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 21:30,Memphis Grizzlies,Los Angeles Lakers,No,1604.9,Yes,-110.78,-109.0,-131.0,109.67,-109.78,-110.22,West,Southwest,West,Pacific,-115,-105,-130,110,-108,-112,-108.0,-112.0,-136.0,116.0,-110.0,-110.0,-117.0,-109.0,-137.0,110.0,-113.0,-113.0,-110.0,-110.0,-132.0,108.0,-110.0,-110.0,-108.0,-112.0,-128.0,108.0,-110.0,-110.0,-104.0,-108.0,-126.0,110.0,-107.0,-107.0,-110.0,-110.0,-130.0,110.0,-110.0,-110.0,-115.0,-105.0,-130.0,105.0,-110.0,-110.0,-110.0,-110.0,-130.0,110.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 22:00,Portland Trail Blazers,Denver Nuggets,Yes,981.8,Yes,-107.56,-112.22,166.22,-198.44,-111.56,-108.56,West,Northwest,West,Northwest,-105,-115,170,-205,-108,-112,-108.0,-112.0,168.0,-200.0,-110.0,-110.0,-114.0,-112.0,155.0,-195.0,-113.0,-113.0,-110.0,-110.0,159.0,-196.0,-110.0,-110.0,-105.0,-115.0,174.0,-200.0,-115.0,-105.0,-101.0,-111.0,175.0,-200.0,-113.0,-102.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0,-105.0,-115.0,155.0,-190.0,-115.0,-105.0,-110.0,-110.0,170.0,-200.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 22:00,Phoenix Suns,Utah Jazz,No,505.1,Yes,-109.0,-110.56,-148.78,125.11,-110.33,-109.56,West,Pacific,West,Northwest,-115,-105,-148,124,-110,-110,-110.0,-110.0,-146.0,124.0,-114.0,-106.0,-110.0,-114.0,-152.0,120.0,-112.0,-113.0,-110.0,-110.0,-152.0,124.0,-110.0,-110.0,-105.0,-115.0,-146.0,126.0,-110.0,-110.0,-101.0,-111.0,-145.0,128.0,-107.0,-107.0,-105.0,-115.0,-150.0,130.0,-110.0,-110.0,-115.0,-105.0,-155.0,125.0,-110.0,-110.0,-110.0,-110.0,-145.0,125.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-10-31 22:30,Los Angeles Clippers,New Orleans Pelicans,No,1677.3,Yes,-109.22,-110.44,-527.11,392.0,-107.22,-112.89,West,Pacific,West,Southwest,-105,-115,-535,400,-105,-115,-108.0,-112.0,-500.0,380.0,-110.0,-110.0,-115.0,-110.0,-530.0,375.0,-113.0,-113.0,-110.0,-110.0,-526.0,383.0,-110.0,-110.0,-112.0,-108.0,-520.0,396.0,-105.0,-115.0,-108.0,-104.0,-513.0,404.0,-102.0,-113.0,-110.0,-110.0,-550.0,390.0,-105.0,-115.0,-105.0,-115.0,-550.0,400.0,-105.0,-115.0,-110.0,-110.0,-520.0,400.0,-110.0,-110.0
NBA,2025-10-31 08:50:17,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-110.5,-112.5,-139.0,115.5,-111.5,-111.5,East,Atlantic,East,Central,-108,-112,-135,114,-110,-110,,,,,,,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-10-31 08:50:17,2025-12-25 14:30,Oklahoma City Thunder,San Antonio Spurs,No,419.4,No,-111.0,-111.5,-415.0,315.0,-113.5,-109.5,West,Northwest,West,Southwest,-110,-110,-410,320,-115,-105,,,,,,,-112.0,-113.0,-420.0,310.0,-112.0,-114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
