League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-23 13:32:34,2025-11-23 13:10,Philadelphia 76ers,Miami Heat,No,1015.4,No,-117.8,-113.4,143.0,-187.33,-114.67,-115.67,East,Atlantic,East,Southeast,-125,-106,138,-178,-110,-118,-118,-105,160,-200,-111,-111,-110,-120,135,-175,-115,-115,-121,-121,135,-186,-122,-120,,,140,-185,-115,-115,-115,-115,150,-200,-115,-115,,,,,,,,,,,,,,,,,,
NBA,2025-11-23 13:32:34,2025-11-23 18:10,Atlanta Hawks,Charlotte Hornets,Yes,226.8,No,-111.67,-85.89,-304.44,244.89,-110.0,-110.0,East,Southeast,East,Southeast,-106,-114,-300,245,-110,-110,-110,-110,-345,261,-110,-110,-120,100,-298,240,-110,-110,-113,-113,-315,240,-113,-113,-105.0,-115.0,-325,260,-110,-110,-115,-105,-290,240,-110,-110,-111.0,-101.0,-287.0,241.0,-107.0,-107.0,-115.0,-105.0,-290.0,237.0,-110.0,-110.0,-110.0,-110.0,-290.0,240.0,-110.0,-110.0
NBA,2025-11-23 13:32:34,2025-11-23 18:10,Boston Celtics,Orlando Magic,No,1115.0,No,-109.33,-110.44,-184.56,154.78,-111.89,-108.11,East,Atlantic,East,Southeast,-106,-114,-194,162,-114,-106,-110,-110,-185,149,-110,-110,-110,-110,-192,160,-110,-110,-112,-114,-180,143,-115,-110,-110.0,-110.0,-190,154,-110,-110,-110,-110,-180,155,-110,-110,-106.0,-106.0,-180.0,158.0,-113.0,-102.0,-110.0,-110.0,-180.0,157.0,-115.0,-105.0,-110.0,-110.0,-180.0,155.0,-110.0,-110.0
NBA,2025-11-23 13:32:34,2025-11-23 18:10,Toronto Raptors,Brooklyn Nets,Yes,344.5,No,-109.67,-110.0,-756.78,521.78,-109.56,-110.33,East,Atlantic,East,Atlantic,-106,-114,-770,540,-112,-108,-110,-110,-769,495,-110,-110,-110,-110,-700,500,-115,-105,-110,-115,-835,525,-112,-113,-110.0,-110.0,-750,525,-105,-115,-115,-105,-750,500,-105,-115,-106.0,-106.0,-737.0,547.0,-107.0,-107.0,-110.0,-110.0,-750.0,534.0,-110.0,-110.0,-110.0,-110.0,-750.0,530.0,-110.0,-110.0
NBA,2025-11-23 13:32:34,2025-11-23 18:10,Cleveland Cavaliers,Los Angeles Clippers,No,2057.9,No,-111.56,-86.0,-354.56,279.44,-108.44,-111.33,East,Central,West,Pacific,-110,-110,-370,295,-106,-114,-110,-110,-345,266,-110,-110,-120,100,-355,280,-108,-112,-113,-113,-360,265,-110,-114,-115.0,-105.0,-350,275,-105,-115,-110,-110,-350,275,-110,-110,-106.0,-106.0,-351.0,289.0,-107.0,-107.0,-110.0,-110.0,-355.0,285.0,-110.0,-110.0,-110.0,-110.0,-355.0,285.0,-110.0,-110.0
NBA,2025-11-23 13:32:34,2025-11-23 19:10,Oklahoma City Thunder,Portland Trail Blazers,Yes,1487.1,Yes,-112.78,-107.0,-1182.22,721.33,-110.33,-109.67,West,Northwest,West,Northwest,-110,-110,-1400,830,-110,-110,-110,-110,-1111,643,-110,-110,-115,-105,-1100,700,-108,-112,-114,-112,-1250,700,-113,-113,-115.0,-105.0,-1400,825,-110,-110,-115,-105,-1200,700,-115,-105,-111.0,-101.0,-979.0,683.0,-107.0,-107.0,-115.0,-105.0,-1000.0,661.0,-110.0,-110.0,-110.0,-110.0,-1200.0,750.0,-110.0,-110.0
NBA,2025-11-23 13:32:34,2025-11-23 20:10,Utah Jazz,Los Angeles Lakers,No,580.8,Yes,-109.33,-110.22,328.11,-426.67,-110.0,-110.0,West,Northwest,West,Pacific,-108,-112,320,-405,-110,-110,-110,-110,322,-435,-110,-110,-110,-110,330,-425,-105,-115,-110,-114,320,-435,-112,-113,-110.0,-110.0,340,-450,-105,-115,-110,-110,325,-435,-110,-110,-106.0,-106.0,336.0,-415.0,-113.0,-102.0,-110.0,-110.0,330.0,-420.0,-115.0,-105.0,-110.0,-110.0,330.0,-420.0,-110.0,-110.0
NBA,2025-11-23 13:32:34,2025-11-23 20:10,Phoenix Suns,San Antonio Spurs,No,850.8,Yes,-111.67,-108.0,-140.78,118.56,-111.89,-108.22,West,Pacific,West,Southwest,-110,-110,-138,118,-110,-110,-110,-110,-139,113,-110,-110,-115,-105,-148,124,-110,-110,-113,-112,-139,112,-114,-112,-115.0,-105.0,-145,118,-115,-105,-110,-110,-140,120,-110,-110,-109.0,-103.0,-138.0,122.0,-113.0,-102.0,-113.0,-107.0,-140.0,120.0,-115.0,-105.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0
