League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-02-04 17:28:29,2026-02-04 19:10,9c5539dbfdce420a92a829805150949a,New York Knicks,Denver Nuggets,No,1632.6,Yes,East,Atlantic,West,Northwest,-110.11,-109.67,-4.89,4.89,-193.67,161.78,-112.44,-107.67,226.83,-114,-106,-188,158,-115,-105,-110,-110,-200,159,-110,-110,-108,-112,-180,150,-115,-105,-104,-108,-190,166,-113,-102,-108,-112,-190,165,-115,-105,-115,-105,-190,155,-110,-110,-110,-110,-200,170,-110,-110,-112,-114,-215,170,-114,-112,-110,-110,-190,163,-110,-110
NBA,2026-02-04 17:28:29,2026-02-04 19:40,09a1c85451c2450418f5bcba90e220b9,Toronto Raptors,Minnesota Timberwolves,No,694.2,Yes,East,Atlantic,West,Northwest,-110.56,-109.22,1.5,-1.5,55.33,-119.33,-111.11,-108.89,226.67,-112,-108,102,-118,-114,-106,-110,-110,100,-122,-110,-110,-110,-110,100,-120,-112,-108,-108,-104,100,-116,-107,-107,-112,-108,-102,-118,-110,-110,-110,-110,-102,-118,-115,-105,-110,-110,100,-120,-110,-110,-113,-113,100,-122,-112,-114,-110,-110,100,-120,-110,-110
NBA,2026-02-04 17:28:29,2026-02-04 20:10,8b816f6d79780a1772852263e815b070,Houston Rockets,Boston Celtics,No,1605.6,Yes,West,Southwest,East,Atlantic,-111.56,-108.22,-7.17,7.17,-266.33,216.0,-109.67,-110.33,210.44,-115,-105,-270,220,-106,-114,-110,-110,-270,211,-110,-110,-105,-115,-258,210,-112,-108,-111,-101,-253,214,-107,-107,-115,-105,-255,211,-110,-110,-110,-110,-275,220,-110,-110,-110,-110,-270,220,-110,-110,-113,-113,-286,220,-112,-114,-115,-105,-260,218,-110,-110
NBA,2026-02-04 17:28:29,2026-02-04 20:10,720fb0aa5ec9b76d0ba6782d87da5d6e,Milwaukee Bucks,New Orleans Pelicans,No,910.9,Yes,East,Central,West,Southwest,-110.56,-109.22,5.44,-5.44,167.0,-199.78,-109.67,-110.33,222.17,-114,-106,162,-194,-106,-114,-110,-110,163,-204,-110,-110,-112,-108,170,-205,-112,-108,-106,-106,171,-195,-107,-107,-110,-110,170,-195,-110,-110,-110,-110,170,-210,-110,-110,-110,-110,170,-200,-110,-110,-113,-113,160,-200,-112,-114,-110,-110,167,-195,-110,-110
NBA,2026-02-04 17:28:29,2026-02-04 21:40,7eb233edb6e9e03622d300ca7dd2c1df,San Antonio Spurs,Oklahoma City Thunder,No,419.4,Yes,West,Southwest,West,Northwest,-111.67,-108.0,-9.61,9.61,-411.11,318.44,-110.22,-109.78,218.44,-114,-106,-420,330,-112,-108,-110,-110,-455,334,-110,-110,-105,-115,-410,320,-110,-110,-111,-101,-395,321,-107,-107,-115,-105,-400,316,-110,-110,-115,-105,-400,310,-110,-110,-110,-110,-420,315,-110,-110,-110,-115,-400,300,-113,-113,-115,-105,-400,320,-110,-110
NBA,2026-02-04 17:28:29,2026-02-04 22:10,4336bce3a2a2e0e4ab7b6bd8f79693d8,Sacramento Kings,Memphis Grizzlies,No,1750.1,Yes,West,Pacific,West,Southwest,-107.78,-112.0,-1.17,1.17,-113.0,-106.56,-111.11,-109.0,231.5,-105,-115,-112,-104,-110,-110,-110,-110,-115,-106,-110,-110,-105,-115,-112,-108,-110,-110,-104,-108,-111,-105,-113,-102,-108,-112,-113,-107,-115,-105,-110,-110,-118,-102,-110,-110,-110,-110,-110,-110,-110,-110,-108,-118,-113,-110,-112,-114,-110,-110,-113,-107,-110,-110
NBA,2026-02-04 17:28:29,2026-02-04 22:40,1fabd57d36993380babdef3c224d2992,Los Angeles Clippers,Cleveland Cavaliers,No,2057.9,Yes,West,Pacific,East,Central,-110.0,-109.78,2.83,-2.83,123.78,-146.33,-111.0,-108.89,221.61,-106,-114,126,-148,-112,-108,-110,-110,122,-149,-110,-110,-115,-105,124,-148,-112,-108,-108,-104,127,-144,-107,-107,-112,-108,125,-145,-110,-110,-105,-115,125,-150,-115,-105,-115,-105,125,-145,-110,-110,-109,-117,115,-143,-113,-112,-110,-110,125,-145,-110,-110
