League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-10 04:25:48,2026-01-10 13:10,Cleveland Cavaliers,Minnesota Timberwolves,No,631.6,No,-110.78,-108.89,-160.78,135.56,-109.0,-110.25,East,Central,West,Northwest,-114,-106,-166,140,-110,-110,-110,-110,-155,135,-110,-110,-106,-106,-155,136,-107,-107,-110,-110,-164,133,-110,-110,-112,-108,-162,136,-105,-115,-110,-110,-160,138,-110,-110,-115,-110,-165,132,,,-110,-110,-160,135,-110,-110,-110,-110,-160,135,-110,-110
NBA,2026-01-10 04:25:48,2026-01-10 19:10,Indiana Pacers,Miami Heat,No,1023.6,Yes,-110.78,-109.0,243.44,-301.22,-110.0,-109.25,East,Central,East,Southeast,-108,-112,235,-290,-106,-114,-115,-105,260,-320,-110,-110,-111,-101,263,-317,-107,-107,-110,-110,238,-303,-110,-110,-110,-110,245,-305,-112,-108,-109,-111,240,-290,-110,-110,-114,-112,220,-286,,,-110,-110,250,-300,-110,-110,-110,-110,240,-300,-115,-105
NBA,2026-01-10 04:25:48,2026-01-10 19:40,Detroit Pistons,Los Angeles Clippers,No,1991.5,Yes,-108.11,-111.67,-263.44,215.0,-110.62,-108.62,East,Central,West,Pacific,-106,-114,-255,210,-108,-112,-107,-113,-265,219,-110,-110,-103,-109,-263,222,-107,-107,-110,-110,-270,214,-110,-110,-110,-110,-265,215,-115,-105,-105,-115,-250,210,-110,-110,-117,-109,-278,215,,,-105,-115,-250,210,-110,-110,-110,-110,-275,220,-115,-105
NBA,2026-01-10 04:25:48,2026-01-10 20:10,Boston Celtics,San Antonio Spurs,No,1764.3,Yes,-108.11,-89.44,-111.22,-108.33,-109.38,-109.88,East,Atlantic,West,Southwest,-106,-114,-112,-104,-110,-110,-105,-115,-112,-108,-110,-110,-101,-111,-110,-106,-107,-107,-110,-110,-112,-109,-110,-110,-102,-118,-112,-108,-108,-112,-105,-115,-110,-110,-110,-110,-109,-117,-113,-110,,,-115,-105,-110,-110,-110,-110,-120,100,-110,-110,-110,-110
NBA,2026-01-10 04:25:48,2026-01-10 20:10,Chicago Bulls,Dallas Mavericks,No,802.8,Yes,-62.89,-112.33,-154.0,129.78,-109.25,-110.0,East,Central,West,Southwest,-110,-110,-152,128,-110,-110,100,-120,-157,137,-110,-110,104,-116,-157,138,-107,-107,-110,-110,-152,123,-110,-110,-102,-118,-155,130,-112,-108,-110,-110,-155,134,-110,-110,-110,-115,-148,118,,,-110,-110,-160,135,-110,-110,-118,-102,-150,125,-105,-115
NBA,2026-01-10 04:25:48,2026-01-10 21:40,Utah Jazz,Charlotte Hornets,No,1728.3,Yes,-109.89,-109.67,152.33,-181.67,-109.38,-109.88,West,Northwest,East,Southeast,-110,-110,148,-176,-110,-110,-110,-110,153,-175,-110,-110,-106,-106,154,-175,-107,-107,-110,-110,152,-189,-110,-110,-108,-112,154,-185,-108,-112,-110,-110,150,-175,-110,-110,-115,-109,150,-190,,,-110,-110,160,-185,-110,-110,-110,-110,150,-185,-110,-110
