League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-02-23 14:03:45,2026-02-23 19:10,a9dd69be152e9e5ad8597c9b96f16a53,Detroit Pistons,San Antonio Spurs,No,1236.1,Yes,East,Central,West,Southwest,-108.67,-110.78,-1.17,1.17,-119.0,32.56,-108.67,-111.11,232.06,-108,-112,-118,100,-108,-112,-105.0,-115.0,-125.0,105.0,-112.0,-108.0,-110.0,-113.0,-115.0,-108.0,-112.0,-112.0,-108.0,-104.0,-118.0,102.0,-104.0,-110.0,-112.0,-108.0,-120.0,100.0,-107.0,-113.0,-105.0,-115.0,-120.0,100.0,-105.0,-115.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-120.0,-101.0,-110.0,-110.0
NBA,2026-02-23 14:03:45,2026-02-23 20:10,f21cba43c1660e818758a990b2912830,Memphis Grizzlies,Sacramento Kings,No,1750.1,Yes,West,Southwest,West,Pacific,-111.44,-108.0,-2.89,2.89,-148.56,125.22,-109.89,-109.89,232.44,-110,-110,-154,130,-108,-112,-118.0,-102.0,-148.0,124.0,-112.0,-108.0,-114.0,-109.0,-152.0,120.0,-112.0,-112.0,-106.0,-106.0,-144.0,127.0,-107.0,-107.0,-110.0,-110.0,-145.0,125.0,-110.0,-110.0,-115.0,-105.0,-150.0,125.0,-110.0,-110.0,-110.0,-110.0,-150.0,130.0,-110.0,-110.0,-110.0,-110.0,-145.0,125.0,-110.0,-110.0,-110.0,-110.0,-149.0,121.0,-110.0,-110.0
NBA,2026-02-23 14:03:45,2026-02-23 21:40,b283b125c7b26126854be1e5ad045f3f,Houston Rockets,Utah Jazz,No,1201.1,Yes,West,Southwest,West,Northwest,-109.33,-110.11,-13.22,13.22,-854.33,571.0,-109.78,-109.44,228.72,-110,-110,-900,610,-110,-110,-108.0,-112.0,-850.0,575.0,-105.0,-115.0,-110.0,-113.0,-835.0,540.0,-110.0,-113.0,-106.0,-106.0,-786.0,576.0,-113.0,-102.0,-110.0,-110.0,-800.0,561.0,-115.0,-105.0,-110.0,-110.0,-1000.0,625.0,-105.0,-110.0,-110.0,-110.0,-800.0,525.0,-110.0,-110.0,-110.0,-110.0,-800.0,550.0,-110.0,-110.0,-110.0,-110.0,-918.0,577.0,-110.0,-110.0
NBA,2026-02-23 14:03:45,2026-02-24 19:10,56d8ed44cdc3ee05a77edd2ecb4a516b,Indiana Pacers,Philadelphia 76ers,No,583.9,Yes,East,Central,East,Atlantic,-112.0,-108.0,7.0,-7.0,215.0,-260.0,-110.0,-110.0,235.5,-112,-108,215,-260,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-23 14:03:45,2026-02-24 19:40,9b47a98c27ee6ad7706c0e3a34887d12,Atlanta Hawks,Washington Wizards,Yes,542.8,Yes,East,Southeast,East,Southeast,-112.0,-108.0,-13.5,13.5,-770.0,530.0,-110.0,-110.0,237.5,-112,-108,-770,530,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-23 14:03:45,2026-02-24 19:40,9309db11d70c5cca506e8df2ce5e1fb3,Toronto Raptors,Oklahoma City Thunder,No,1117.4,Yes,East,Atlantic,West,Northwest,-107.0,-114.0,1.67,-1.67,109.67,-131.33,-111.33,-110.0,217.83,-106,-114,112,-132,-112,-108,-105.0,-115.0,110.0,-130.0,-110.0,-110.0,-110.0,-113.0,107.0,-132.0,-112.0,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-23 14:03:45,2026-02-24 20:10,a4f9fe2c493fda08ff19d7c349948824,Cleveland Cavaliers,New York Knicks,No,404.7,Yes,East,Central,East,Atlantic,-111.33,-109.67,-3.5,3.5,-165.0,136.33,-110.67,-110.0,229.0,-110,-110,-166,140,-110,-110,-110.0,-110.0,-162.0,136.0,-110.0,-110.0,-114.0,-109.0,-167.0,133.0,-112.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-23 14:03:45,2026-02-24 21:10,0bd210b80d8411885dccc7164a922234,Phoenix Suns,Boston Celtics,No,2299.7,Yes,West,Pacific,East,Atlantic,-108.67,-112.0,6.5,-6.5,201.67,-253.33,-111.0,-110.0,210.83,-106,-114,205,-250,-110,-110,-110.0,-110.0,200.0,-245.0,-110.0,-110.0,-110.0,-112.0,200.0,-265.0,-113.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-23 14:03:45,2026-02-24 22:40,19016c4fd819260622e9fbaf8070d66a,Los Angeles Lakers,Orlando Magic,No,2202.7,Yes,West,Pacific,East,Southeast,-109.67,-111.33,-6.33,6.33,-243.33,196.67,-110.0,-111.0,229.17,-110,-110,-230,190,-110,-110,-110.0,-110.0,-250.0,205.0,-110.0,-110.0,-109.0,-114.0,-250.0,195.0,-110.0,-113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
