League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-12-14 07:48:50,2025-12-14 15:10,Indiana Pacers,Washington Wizards,No,492.8,No,-108.89,-110.89,-386.67,302.67,-108.89,-111.22,East,Central,East,Southeast,-108,-112,-400,315,-110,-110,-102,-118,-410,320,-115,-105,-109.0,-117.0,-375.0,280.0,-113.0,-113.0,-110.0,-110.0,-385.0,294.0,-110.0,-110.0,-115.0,-105.0,-385.0,306.0,-105.0,-115.0,-111.0,-101.0,-380.0,311.0,-102.0,-113.0,-105,-115,-400,310,-105,-115,-115.0,-105.0,-385.0,308.0,-110.0,-110.0,-105,-115,-360,280,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 15:40,Cleveland Cavaliers,Charlotte Hornets,No,435.0,No,-108.44,-111.33,-550.0,405.33,-109.89,-110.0,East,Central,East,Southeast,-110,-110,-460,360,-110,-110,-105,-115,-575,425,-112,-108,-113.0,-113.0,-500.0,360.0,-115.0,-110.0,-110.0,-110.0,-588.0,405.0,-110.0,-110.0,-110.0,-110.0,-550.0,415.0,-110.0,-110.0,-106.0,-106.0,-542.0,423.0,-107.0,-107.0,-102,-118,-600,425,-105,-115,-110.0,-110.0,-550.0,425.0,-110.0,-110.0,-110,-110,-585,410,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 18:10,Atlanta Hawks,Philadelphia 76ers,No,663.4,No,-111.33,-108.33,-191.22,160.11,-109.89,-110.11,East,Southeast,East,Atlantic,-114,-106,-198,166,-110,-110,-115,-105,-192,160,-108,-112,-117.0,-108.0,-195.0,155.0,-114.0,-112.0,-110.0,-110.0,-196.0,158.0,-110.0,-110.0,-110.0,-110.0,-185.0,161.0,-110.0,-110.0,-106.0,-106.0,-185.0,162.0,-107.0,-107.0,-115,-105,-190,155,-110,-110,-110.0,-110.0,-185.0,159.0,-110.0,-110.0,-105,-115,-195,165,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 18:10,Brooklyn Nets,Milwaukee Bucks,No,736.6,No,-88.0,-109.44,84.56,-127.78,-109.44,-110.67,East,Atlantic,East,Central,-106,-114,110,-130,-114,-106,100,-120,110,-130,-110,-110,-115.0,-110.0,104.0,-129.0,-114.0,-112.0,-110.0,-110.0,-101.0,-122.0,-110.0,-110.0,-115.0,-105.0,108.0,-128.0,-105.0,-115.0,-111.0,-101.0,110.0,-126.0,-102.0,-113.0,-105,-115,105,-130,-115,-105,-115.0,-105.0,110.0,-130.0,-105.0,-115.0,-115,-105,105,-125,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 19:10,Chicago Bulls,New Orleans Pelicans,No,833.6,Yes,-110.0,-87.33,-194.56,163.22,-110.56,-109.56,East,Central,West,Southwest,-110,-110,-186,156,-110,-110,-120,100,-198,164,-110,-110,-114.0,-110.0,-186.0,148.0,-112.0,-114.0,-110.0,-110.0,-196.0,158.0,-110.0,-110.0,-105.0,-115.0,-195.0,170.0,-115.0,-105.0,-101.0,-111.0,-195.0,171.0,-113.0,-102.0,-115,-105,-200,165,-110,-110,-110.0,-110.0,-195.0,167.0,-105.0,-115.0,-105,-115,-200,170,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 19:10,Minnesota Timberwolves,Sacramento Kings,No,1514.6,Yes,-109.56,-110.11,-669.89,477.44,-109.67,-110.33,West,Northwest,West,Pacific,-110,-110,-750,530,-114,-106,-110,-110,-675,490,-108,-112,-110.0,-115.0,-715.0,475.0,-113.0,-113.0,-110.0,-110.0,-714.0,479.0,-110.0,-110.0,-110.0,-110.0,-650.0,476.0,-110.0,-110.0,-106.0,-106.0,-640.0,487.0,-107.0,-107.0,-110,-110,-650,475,-105,-115,-110.0,-110.0,-650.0,475.0,-110.0,-110.0,-110,-110,-585,410,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 20:10,Phoenix Suns,Los Angeles Lakers,Yes,359.1,Yes,-110.11,-109.56,-36.0,-117.33,-110.56,-109.33,West,Pacific,West,Pacific,-110,-110,100,-118,-110,-110,-115,-105,-105,-115,-115,-105,-110.0,-115.0,-104.0,-121.0,-113.0,-112.0,-110.0,-110.0,-104.0,-117.0,-110.0,-110.0,-110.0,-110.0,-104.0,-116.0,-110.0,-110.0,-106.0,-106.0,-102.0,-114.0,-107.0,-107.0,-110,-110,100,-120,-110,-110,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-110,-110,100,-120,-110,-110
NBA,2025-12-14 07:48:50,2025-12-14 21:10,Portland Trail Blazers,Golden State Warriors,No,536.0,Yes,-112.22,-107.56,157.33,-187.22,-109.89,-110.11,West,Northwest,West,Pacific,-110,-110,154,-184,-110,-110,-115,-105,154,-185,-108,-112,-114.0,-112.0,148.0,-182.0,-114.0,-112.0,-110.0,-110.0,152.0,-189.0,-110.0,-110.0,-115.0,-105.0,165.0,-190.0,-110.0,-110.0,-111.0,-101.0,166.0,-190.0,-107.0,-107.0,-115,-105,154,-190,-110,-110,-110.0,-110.0,163.0,-190.0,-110.0,-110.0,-110,-110,160,-185,-110,-110
NBA,2025-12-14 07:48:50,2025-12-16 20:40,New York Knicks,San Antonio Spurs,No,1581.9,Yes,-106.5,-113.5,-129.0,109.25,-110.0,-110.0,East,Atlantic,West,Southwest,-106,-114,-126,108,-110,-110,-110,-110,-135,114,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,-105,-115,-130,110,-110,-110,,,,,,,-105,-115,-125,105,-110,-110
