League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-10 01:38:19,2025-11-10 19:00,Detroit Pistons,Washington Wizards,No,396.2,Yes,-113.22,-84.33,-653.0,470.22,-109.67,-110.33,East,Central,East,Southeast,-110.0,-110.0,-675.0,490.0,-115.0,-105.0,-113.0,101.0,-650.0,493.0,-107.0,-107.0,-117.0,-103.0,-660.0,482.0,-110.0,-110.0,-110.0,-110.0,-667.0,457.0,-110.0,-110.0,-115.0,-105.0,-650.0,475.0,-105.0,-115.0,-110.0,-110.0,-650.0,480.0,-108.0,-112.0,-114,-112,-625,430,-112,-114,-115.0,-105.0,-650.0,450.0,-110.0,-110.0,-115.0,-105.0,-650.0,475.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 19:10,Charlotte Hornets,Los Angeles Lakers,No,2121.4,Yes,-110.0,-109.67,234.78,-290.11,-111.22,-108.78,East,Southeast,West,Pacific,-115.0,-105.0,235.0,-290.0,-115.0,-105.0,-106.0,-106.0,237.0,-282.0,-107.0,-107.0,-110.0,-110.0,234.0,-285.0,-110.0,-110.0,-110.0,-110.0,234.0,-303.0,-110.0,-110.0,-110.0,-110.0,240.0,-300.0,-115.0,-105.0,-106.0,-114.0,240.0,-295.0,-112.0,-108.0,-113,-112,220,-286,-112,-114,-110.0,-110.0,235.0,-285.0,-110.0,-110.0,-110.0,-110.0,238.0,-285.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 19:10,Orlando Magic,Portland Trail Blazers,No,2528.5,Yes,-60.33,-115.0,-135.56,113.78,-110.67,-109.33,East,Southeast,West,Northwest,-102.0,-118.0,-135.0,114.0,-115.0,-105.0,104.0,-116.0,-131.0,115.0,-107.0,-107.0,100.0,-120.0,-133.0,113.0,-110.0,-110.0,-110.0,-110.0,-139.0,113.0,-110.0,-110.0,-105.0,-115.0,-135.0,110.0,-110.0,-110.0,-106.0,-114.0,-134.0,114.0,-112.0,-108.0,-109,-117,-143,115,-112,-114,-105.0,-115.0,-135.0,115.0,-110.0,-110.0,-110.0,-110.0,-135.0,115.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 19:30,Miami Heat,Cleveland Cavaliers,No,1086.5,Yes,-106.89,-112.89,240.11,-297.0,-109.33,-110.67,East,Southeast,East,Central,-105.0,-115.0,240.0,-298.0,-110.0,-110.0,-101.0,-111.0,241.0,-287.0,-107.0,-107.0,-105.0,-115.0,237.0,-290.0,-110.0,-110.0,-110.0,-110.0,243.0,-313.0,-110.0,-110.0,-110.0,-110.0,240.0,-300.0,-105.0,-115.0,-112.0,-108.0,245.0,-300.0,-110.0,-110.0,-109,-117,225,-295,-112,-114,-105.0,-115.0,250.0,-300.0,-110.0,-110.0,-105.0,-115.0,240.0,-290.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 20:10,Chicago Bulls,San Antonio Spurs,No,1048.8,Yes,-110.78,-109.0,134.33,-158.89,-111.67,-108.44,East,Central,West,Southwest,-115.0,-105.0,136.0,-162.0,-108.0,-112.0,-108.0,-104.0,136.0,-155.0,-113.0,-102.0,-112.0,-108.0,135.0,-155.0,-115.0,-105.0,-110.0,-110.0,133.0,-164.0,-110.0,-110.0,-110.0,-110.0,135.0,-160.0,-110.0,-110.0,-110.0,-110.0,138.0,-164.0,-110.0,-110.0,-112,-114,132,-165,-114,-112,-110.0,-110.0,130.0,-150.0,-110.0,-110.0,-110.0,-110.0,134.0,-155.0,-115.0,-105.0
NBA,2025-11-10 01:38:19,2025-11-10 20:30,Dallas Mavericks,Milwaukee Bucks,No,856.9,Yes,-110.67,-109.0,102.88,-123.38,-108.78,-111.22,West,Southwest,East,Central,-110.0,-110.0,100.0,-120.0,-105.0,-115.0,-106.0,-106.0,102.0,-118.0,-107.0,-107.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,101.0,-123.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-105.0,-115.0,-110.0,-110.0,112.0,-132.0,-110.0,-110.0,-115,-110,108,-134,-112,-114,-115.0,-105.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 21:00,Utah Jazz,Minnesota Timberwolves,Yes,986.7,Yes,-111.0,-108.78,234.33,-290.11,-110.11,-109.89,West,Northwest,West,Northwest,-115.0,-105.0,235.0,-290.0,-110.0,-110.0,-106.0,-106.0,233.0,-277.0,-107.0,-107.0,-110.0,-110.0,230.0,-280.0,-110.0,-110.0,-110.0,-110.0,231.0,-294.0,-110.0,-110.0,-115.0,-105.0,230.0,-295.0,-110.0,-110.0,-110.0,-110.0,245.0,-300.0,-110.0,-110.0,-113,-113,230,-305,-114,-112,-110.0,-110.0,240.0,-290.0,-110.0,-110.0,-110.0,-110.0,235.0,-280.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 21:10,Phoenix Suns,New Orleans Pelicans,No,1315.0,Yes,-110.22,-109.44,-316.67,254.11,-110.0,-110.0,West,Pacific,West,Southwest,-105.0,-115.0,-310.0,250.0,-112.0,-108.0,-108.0,-104.0,-297.0,248.0,-107.0,-107.0,-112.0,-108.0,-300.0,245.0,-110.0,-110.0,-110.0,-110.0,-323.0,249.0,-110.0,-110.0,-105.0,-115.0,-325.0,260.0,-105.0,-115.0,-114.0,-106.0,-320.0,260.0,-112.0,-108.0,-113,-112,-345,260,-114,-112,-115.0,-105.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,-300.0,250.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-11-10 22:30,Los Angeles Clippers,Atlanta Hawks,No,1943.0,Yes,-110.67,-109.11,-178.33,149.67,-109.89,-110.11,West,Pacific,East,Southeast,-108.0,-112.0,-175.0,145.0,-115.0,-105.0,-111.0,-101.0,-177.0,156.0,-107.0,-107.0,-115.0,-105.0,-177.0,155.0,-110.0,-110.0,-110.0,-110.0,-182.0,147.0,-110.0,-110.0,-110.0,-110.0,-185.0,150.0,-105.0,-115.0,-110.0,-110.0,-174.0,146.0,-110.0,-110.0,-112,-114,-180,143,-112,-114,-105.0,-115.0,-180.0,155.0,-110.0,-110.0,-115.0,-105.0,-175.0,150.0,-110.0,-110.0
NBA,2025-11-10 01:38:19,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,,,,,,,
