League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-14 13:40:06,2026-01-14 19:10,Philadelphia 76ers,Cleveland Cavaliers,No,359.4,Yes,-106.56,-113.11,-113.67,-105.89,-109.38,-109.88,East,Atlantic,East,Central,-106,-114,-112,-104,-110,-110,-101.0,-111.0,-110.0,-106.0,-107.0,-107.0,-105.0,-115.0,-112.0,-108.0,-110.0,-110.0,-110.0,-110.0,-116.0,-105.0,-110.0,-110.0,-102,-118,-115,-105,-108,-112,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110,-115,-115,-108,,,-105.0,-115.0,-118.0,-102.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-14 19:10,Indiana Pacers,Toronto Raptors,No,440.8,Yes,-109.22,-110.56,111.0,-132.33,-109.88,-109.38,East,Central,East,Atlantic,-110,-110,110,-130,-114,-106,-101.0,-111.0,115.0,-131.0,-107.0,-107.0,-105.0,-115.0,113.0,-133.0,-110.0,-110.0,-110.0,-110.0,106.0,-130.0,-110.0,-110.0,-115,-105,114,-135,-108,-112,-110.0,-110.0,115.0,-135.0,-110.0,-110.0,-105.0,-115.0,110.0,-130.0,-110.0,-110.0,-112,-114,106,-132,,,-115.0,-105.0,110.0,-135.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-14 20:10,New Orleans Pelicans,Brooklyn Nets,No,1169.5,Yes,-109.33,-110.44,108.0,-129.0,-110.12,-109.12,West,Southwest,East,Atlantic,-110,-110,108,-126,-108,-112,-108.0,-104.0,110.0,-126.0,-110.0,-104.0,-112.0,-108.0,108.0,-128.0,-113.0,-107.0,-110.0,-110.0,103.0,-127.0,-110.0,-110.0,-102,-118,110,-130,-105,-115,-110.0,-110.0,110.0,-130.0,-115.0,-105.0,-115.0,-105.0,110.0,-130.0,-110.0,-110.0,-112,-114,108,-134,,,-105.0,-115.0,105.0,-130.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-14 20:10,Chicago Bulls,Utah Jazz,No,1258.5,Yes,-111.0,-108.78,-184.78,154.89,-112.0,-107.38,East,Central,West,Northwest,-110,-110,-186,156,-110,-110,-108.0,-104.0,-180.0,158.0,-113.0,-102.0,-112.0,-108.0,-180.0,157.0,-115.0,-105.0,-110.0,-110.0,-192.0,154.0,-110.0,-110.0,-112,-108,-185,154,-108,-112,-110.0,-110.0,-180.0,155.0,-115.0,-105.0,-110.0,-110.0,-180.0,155.0,-115.0,-105.0,-117,-109,-190,150,,,-110.0,-110.0,-190.0,155.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-14 21:40,Dallas Mavericks,Denver Nuggets,No,662.5,Yes,-109.56,-110.22,-121.38,76.5,-109.62,-109.62,West,Southwest,West,Northwest,-110,-110,-120,102,-108,-112,-106.0,-106.0,-121.0,105.0,-107.0,-107.0,-110.0,-110.0,-123.0,103.0,-110.0,-110.0,-110.0,-110.0,-125.0,102.0,-110.0,-110.0,-108,-112,-122,102,-112,-108,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-112,-114,-115,-107,,,-110.0,-110.0,-125.0,105.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-14 22:10,Sacramento Kings,New York Knicks,No,2506.3,Yes,-86.89,-110.67,367.22,-491.56,-109.88,-109.38,West,Pacific,East,Atlantic,-115,-105,350,-460,-112,-108,-104.0,-108.0,370.0,-464.0,-107.0,-107.0,-108.0,-112.0,364.0,-470.0,-110.0,-110.0,-110.0,-110.0,356.0,-500.0,-110.0,-110.0,-118,-102,380,-500,-110,-110,-110.0,-110.0,370.0,-470.0,-110.0,-110.0,100.0,-120.0,375.0,-525.0,-110.0,-110.0,-112,-114,380,-560,,,-105.0,-115.0,360.0,-475.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-14 22:40,Los Angeles Clippers,Washington Wizards,No,2308.1,Yes,-110.33,-109.44,-668.56,474.78,-109.62,-109.62,West,Pacific,East,Southeast,-112,-108,-700,500,-110,-110,-106.0,-106.0,-620.0,475.0,-107.0,-107.0,-110.0,-110.0,-630.0,464.0,-110.0,-110.0,-110.0,-110.0,-667.0,464.0,-110.0,-110.0,-112,-108,-675,490,-110,-110,-110.0,-110.0,-630.0,465.0,-110.0,-110.0,-110.0,-110.0,-675.0,460.0,-110.0,-110.0,-113,-113,-770,480,,,-110.0,-110.0,-650.0,475.0,-110.0,-110.0
NBA,2026-01-14 13:40:06,2026-01-15 14:10,Orlando Magic,Memphis Grizzlies,No,682.5,No,-110.0,-112.0,-188.0,154.67,-112.5,-107.5,East,Southeast,West,Southwest,-108,-112,-180,152,-115,-105,,,,,,,,,,,,,,,,,,,-105,-115,-198,164,-110,-110,,,,,,,,,,,,,-117,-109,-186,148,,,,,,,,
