League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-15 18:28:40,2026-03-15 18:11,6420f72c1e96bb40f11548af8dbb2950,Philadelphia 76ers,Portland Trail Blazers,No,2412.5,No,East,Atlantic,West,Northwest,-116.17,-113.5,4.92,-4.92,162.5,-215.33,-80.5,-115.67,227.83,-118,-114,150,-196,-118,-112,-110,-120,160,-210,-120,-110,-113.0,-121.0,155.0,-205.0,-120.0,-117.0,-120.0,-110.0,160.0,-210.0,-110.0,-120.0,-125.0,-105.0,140.0,-185.0,-115.0,-110.0,-111.0,-111.0,210.0,-286.0,100.0,-125.0,,,,,,,,,,,,,,,,,,
NBA,2026-03-15 18:28:40,2026-03-15 20:10,f9869f17c6d1080f1c2d99d55725ce16,New York Knicks,Golden State Warriors,No,2570.6,Yes,East,Atlantic,West,Pacific,-109.0,-110.44,-14.5,14.5,-960.11,623.22,-110.44,-109.11,219.44,-114,-106,-950,640,-106,-114,-108,-112,-1000,650,-110,-110,-109.0,-114.0,-910.0,550.0,-112.0,-110.0,-110.0,-110.0,-950.0,600.0,-115.0,-105.0,-110.0,-110.0,-1000.0,650.0,-110.0,-110.0,-110.0,-110.0,-1000.0,595.0,-110.0,-110.0,-103.0,-109.0,-931.0,657.0,-109.0,-105.0,-107.0,-113.0,-950.0,637.0,-112.0,-108.0,-110.0,-110.0,-950.0,630.0,-110.0,-110.0
NBA,2026-03-15 18:28:40,2026-03-15 22:10,ae243acf61e3bbc8a0fef18df12adf30,Sacramento Kings,Utah Jazz,No,533.2,Yes,West,Pacific,West,Northwest,-109.89,-109.56,-3.17,3.17,-154.89,131.0,-108.78,-111.0,231.44,-108,-112,-146,124,-110,-110,-105,-115,-155,130,-105,-115,-113.0,-110.0,-152.0,123.0,-112.0,-112.0,-115.0,-105.0,-160.0,135.0,-110.0,-110.0,-102.0,-118.0,-160.0,135.0,-105.0,-115.0,-110.0,-110.0,-156.0,127.0,-110.0,-110.0,-111.0,-101.0,-155.0,136.0,-107.0,-107.0,-115.0,-105.0,-155.0,135.0,-110.0,-110.0,-110.0,-110.0,-155.0,134.0,-110.0,-110.0
NBA,2026-03-15 18:28:40,2026-03-16 21:40,e18bb0c990005d46d98ab6ec89f2cfff,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-109.5,-110.5,-1.75,1.75,-128.0,8.0,-112.0,-108.0,224.0,-114,-106,-138,118,-114,-106,-105,-115,-118,-102,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
