League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2025-12-09 10:29:53,2025-12-09 18:10,Orlando Magic,Miami Heat,Yes,203.7,No,-86.78,-88.44,-110.5,-109.12,-110.89,-109.22,East,Southeast,East,Southeast,100,-120,-112,-108,-108,-112,-112,-108,-106,-110,-108,-112,-112,-113,-106,-118,-114,-112,-120,100,-110,-110,-110,-110,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-104,-108,-111.0,-105.0,-113,-102,-108,-112,-113.0,-107.0,-115,-105,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-116.0,-105.0,-110.0,-110.0
NBA,2025-12-09 10:29:53,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-108.56,-111.22,159.78,-190.78,-110.44,-109.56,East,Atlantic,East,Atlantic,-108,-112,160,-192,-110,-110,-106,-114,166,-198,-114,-106,-112,-114,160,-205,-113,-113,-110,-110,155,-190,-110,-110,-115.0,-105.0,160.0,-185.0,-110.0,-110.0,-101,-111,162.0,-185.0,-107,-107,-105,-115,161.0,-185.0,-110,-110,-110.0,-110.0,159.0,-185.0,-110.0,-110.0,-110.0,-110.0,155.0,-192.0,-110.0,-110.0
NBA,2025-12-09 10:29:53,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-108.0,-111.5,-1395.0,782.5,-111.83,-108.33,West,Northwest,West,Pacific,-108,-112,-1350,800,-110,-110,-114,-106,-1400,830,-110,-110,-110,-115,-1430,700,-113,-113,-110,-110,-1400,800,-110,-110,,,,,,,-101,-111,,,-113,-102,-105,-115,,,-115,-105,,,,,,,,,,,,
NBA,2025-12-09 10:29:53,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-109.33,-110.0,-187.25,153.0,-110.17,-109.83,West,Pacific,West,Southwest,-110,-110,-185,154,-112,-108,-110,-110,-184,154,-110,-110,-110,-114,-190,150,-112,-114,-110,-110,-190,154,-110,-110,,,,,,,-106,-106,,,-107,-107,-110,-110,,,-110,-110,,,,,,,,,,,,
