League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-18 22:46:31,2025-11-18 22:40,Los Angeles Lakers,Utah Jazz,No,580.8,Yes,-113.89,-113.11,-551.56,380.22,-111.11,-116.44,West,Pacific,West,Northwest,-120,-110,-500,340,-112,-118,-115,-115,-500,340,-115,-115,-101.0,-111.0,-640.0,487.0,-102.0,-113.0,-101.0,-119.0,-725.0,520.0,-105.0,-115.0,-125.0,-105.0,-425.0,290.0,-102.0,-130.0,-115.0,-115.0,-350.0,250.0,-115.0,-115.0,-120,-122,-385,255,-121,-121,-118,-111,-714,425,-118,-111,-110.0,-110.0,-725.0,515.0,-110.0,-110.0
NBA,2025-11-18 22:46:31,2025-11-18 23:10,Portland Trail Blazers,Phoenix Suns,No,1006.0,Yes,-110.78,-109.0,-125.67,105.0,-108.22,-111.89,West,Northwest,West,Pacific,-112,-108,-126,108,-110,-110,-112,-108,-122,102,-110,-110,-106.0,-106.0,-123.0,107.0,-102.0,-113.0,-110.0,-110.0,-125.0,105.0,-105.0,-115.0,-115.0,-105.0,-130.0,105.0,-110.0,-110.0,-105.0,-115.0,-125.0,105.0,-110.0,-110.0,-112,-114,-130,106,-112,-114,-110,-110,-125,102,-110,-110,-115.0,-105.0,-125.0,105.0,-105.0,-115.0
NBA,2025-11-18 22:46:31,2025-11-19 19:00,Indiana Pacers,Charlotte Hornets,No,428.0,Yes,-112.11,-85.44,-16.43,-118.57,-109.44,-110.56,East,Central,East,Southeast,-110,-110,-102,-116,-106,-114,-120,100,-110,-110,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-115.0,-105.0,100.0,-120.0,-110.0,-110.0,-118,-108,-112,-112,-112,-114,-110,-110,-101,-122,-110,-110,-110.0,-110.0,110.0,-130.0,-110.0,-110.0
NBA,2025-11-18 22:46:31,2025-11-19 19:00,Cleveland Cavaliers,Houston Rockets,No,1114.4,Yes,-109.11,-110.67,-20.71,-114.29,-109.33,-110.67,East,Central,West,Southwest,-114,-106,100,-118,-110,-110,-105,-115,-115,-105,-110,-110,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-105.0,-115.0,-115.0,-105.0,-105.0,-115.0,-110.0,-110.0,-112,-114,-122,-103,-112,-114,-110,-110,-103,-119,-110,-110,-110.0,-110.0,100.0,-120.0,-110.0,-110.0
NBA,2025-11-18 22:46:31,2025-11-19 19:00,Philadelphia 76ers,Toronto Raptors,Yes,337.5,Yes,-109.33,-110.44,-117.67,-35.83,-110.44,-109.56,East,Atlantic,East,Atlantic,-106,-114,-108,-108,-114,-106,-115,-105,-125,105,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,-118.0,-102.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-117,-109,-127,104,-113,-113,-110,-110,-118,-104,-110,-110,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-18 22:46:31,2025-11-19 20:00,New Orleans Pelicans,Denver Nuggets,No,1081.8,Yes,-111.0,-110.5,558.75,-859.75,-110.5,-111.0,West,Southwest,West,Northwest,-110,-110,540,-770,-108,-112,-110,-110,575,-850,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,-114,-112,550,-910,-114,-112,-110,-110,570,-909,-110,-110,,,,,,
NBA,2025-11-18 22:46:31,2025-11-19 20:00,Minnesota Timberwolves,Washington Wizards,No,934.6,Yes,-110.33,-109.44,-1385.83,763.83,-110.33,-109.67,West,Northwest,East,Southeast,-114,-106,-1200,750,-114,-106,-110,-110,-1350,800,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-2000.0,950.0,-110.0,-110.0,-110.0,-110.0,-1400.0,750.0,-110.0,-110.0,-113,-113,-1115,600,-112,-114,-110,-110,-1250,733,-110,-110,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-18 22:46:31,2025-11-19 20:00,Oklahoma City Thunder,Sacramento Kings,No,1339.6,Yes,-109.89,-109.89,-2133.33,993.5,-110.22,-109.78,West,Northwest,West,Pacific,-110,-110,-2000,1040,-106,-114,-110,-110,-1800,1000,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-3000.0,1200.0,-110.0,-110.0,-110.0,-110.0,-2000.0,950.0,-115.0,-105.0,-113,-113,-2000,850,-114,-112,-110,-110,-2000,921,-110,-110,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-18 22:46:31,2025-11-19 21:30,Dallas Mavericks,New York Knicks,No,1374.4,Yes,-110.0,-111.25,156.25,-191.25,-110.0,-111.5,West,Southwest,East,Atlantic,-110,-110,148,-176,-108,-112,-110,-110,170,-205,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,-110,-115,155,-195,-112,-114,-110,-110,152,-189,-110,-110,,,,,,
