League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2025-12-10 10:30:33,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-107.88,-111.88,-991.38,638.62,-110.25,-109.62,West,Northwest,West,Pacific,-106,-114,-1100,700,-110,-110,-108,-112,-1000,650,-110,-110,-113.0,-113.0,-1000.0,600.0,-115.0,-110.0,-110.0,-110.0,-1000.0,625.0,-110.0,-110.0,-101.0,-111.0,-906.0,644.0,-107.0,-107.0,-105.0,-115.0,-925.0,624.0,-110.0,-110.0,-110.0,-110.0,-1000.0,650.0,-110.0,-110.0,-110.0,-110.0,-1000.0,616.0,-110.0,-110.0
NBA,2025-12-10 10:30:33,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-109.88,-109.75,-280.25,226.38,-112.0,-108.12,West,Pacific,West,Southwest,-114,-106,-270,220,-114,-106,-105,-115,-278,225,-105,-115,-117.0,-108.0,-315.0,235.0,-114.0,-112.0,-102.0,-118.0,-275.0,225.0,-115.0,-105.0,-106.0,-106.0,-267.0,225.0,-113.0,-102.0,-115.0,-105.0,-270.0,222.0,-115.0,-105.0,-110.0,-110.0,-270.0,225.0,-110.0,-110.0,-110.0,-110.0,-297.0,234.0,-110.0,-110.0
NBA,2025-12-10 10:30:33,2025-12-11 20:10,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,-113.25,-108.25,226.25,-283.75,-111.0,-110.0,East,Central,East,Atlantic,-110,-110,220,-270,-110,-110,-115,-105,230,-285,-110,-110,-113.0,-113.0,225.0,-295.0,-114.0,-110.0,-115.0,-105.0,230.0,-285.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 10:30:33,2025-12-11 20:10,Houston Rockets,Los Angeles Clippers,No,1378.7,Yes,-110.75,-110.75,-355.0,277.5,-111.0,-110.5,West,Southwest,West,Pacific,-110,-110,-350,280,-110,-110,-110,-110,-345,275,-110,-110,-113.0,-113.0,-375.0,275.0,-114.0,-112.0,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 10:30:33,2025-12-11 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-111.25,-110.25,175.5,-215.75,-111.5,-110.0,West,Southwest,West,Northwest,-112,-108,172,-205,-112,-108,-110,-110,180,-218,-110,-110,-113.0,-113.0,170.0,-220.0,-114.0,-112.0,-110.0,-110.0,180.0,-220.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 10:30:33,2025-12-11 22:10,Sacramento Kings,Denver Nuggets,No,888.1,Yes,-111.0,-60.5,281.25,-360.0,-111.0,-110.0,West,Pacific,West,Northwest,-110,-110,285,-355,-110,-110,-120,100,285,-360,-110,-110,-109.0,-117.0,280.0,-375.0,-114.0,-110.0,-105.0,-115.0,275.0,-350.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 10:30:33,2025-12-13 17:30,Orlando Magic,New York Knicks,No,940.3,No,-111.5,-108.5,148.5,-177.5,-112.0,-108.0,East,Southeast,East,Atlantic,-108,-112,152,-180,-114,-106,-115,-105,145,-175,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
