League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-09 22:56:45,2025-12-09 20:47,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-79.17,-120.5,3400.0,-30000.0,-79.5,-118.83,East,Atlantic,East,Atlantic,-115.0,-115.0,3500.0,-50000.0,-120.0,-110.0,108,-144,,,100,-132,-118.0,-124.0,,,-127.0,-115.0,-125.0,-105.0,3300.0,-10000.0,-102.0,-125.0,-120.0,-110.0,,,-110.0,-120.0,-105.0,-125.0,,,-118.0,-111.0,,,,,,,,,,,,,,,,,,
NBA,2025-12-09 22:56:45,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-110.44,-109.22,-1037.86,646.86,-110.33,-109.67,West,Northwest,West,Pacific,-112.0,-108.0,-1000.0,650.0,-112.0,-108.0,-106,-114,-1100.0,700.0,-110,-110,-115.0,-110.0,-1115.0,650.0,-114.0,-112.0,-110.0,-110.0,-1100.0,675.0,-110.0,-110.0,-105.0,-115.0,-1100.0,650.0,-110.0,-110.0,-110.0,-110.0,-1000.0,623.0,-110.0,-110.0,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-110.0,-110.0,-850.0,580.0,-110.0,-110.0
NBA,2025-12-09 22:56:45,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-109.56,-110.22,-221.71,182.14,-110.0,-110.0,West,Pacific,West,Southwest,-110.0,-110.0,-218.0,180.0,-115.0,-105.0,-108,-112,-220.0,184.0,-110,-110,-112.0,-114.0,-225.0,180.0,-113.0,-113.0,-110.0,-110.0,-220.0,180.0,-105.0,-115.0,-110.0,-110.0,-225.0,185.0,-110.0,-110.0,-110.0,-110.0,-217.0,174.0,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-227.0,192.0,-110.0,-110.0
NBA,2025-12-09 22:56:45,2025-12-11 20:10,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,-110.0,-110.0,220.0,-270.0,-110.0,-110.0,East,Central,East,Atlantic,,,,,,,-110,-110,220.0,-270.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-09 22:56:45,2025-12-11 20:10,Houston Rockets,Los Angeles Clippers,No,1378.7,Yes,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,West,Southwest,West,Pacific,,,,,,,-110,-110,-350.0,280.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-09 22:56:45,2025-12-11 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-112.0,-108.0,176.0,-210.0,-112.0,-108.0,West,Southwest,West,Northwest,,,,,,,-112,-108,176.0,-210.0,-112,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-09 22:56:45,2025-12-11 22:10,Sacramento Kings,Denver Nuggets,No,888.1,Yes,-110.0,-110.0,280.0,-350.0,-110.0,-110.0,West,Pacific,West,Northwest,,,,,,,-110,-110,280.0,-350.0,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
