League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-17 01:37:22,2025-11-17 19:00,Cleveland Cavaliers,Milwaukee Bucks,Yes,336.6,Yes,-109.89,-109.78,-263.88,213.62,-110.56,-109.44,East,Central,East,Central,-110.0,-110.0,-265.0,215.0,-112.0,-108.0,-106.0,-106.0,-253.0,214.0,-107.0,-107.0,-110.0,-110.0,-255.0,211.0,-110.0,-110.0,-108.0,-112.0,-255.0,210.0,-112.0,-108.0,-110.0,-110.0,-263.0,209.0,-110.0,-110.0,-110.0,-110.0,-270.0,220.0,-115.0,-105.0,-110.0,-110.0,-275.0,220.0,-105.0,-115.0,-115,-110,-275,210,-114,-112,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-17 01:37:22,2025-11-17 19:00,Detroit Pistons,Indiana Pacers,Yes,240.5,Yes,-114.0,-83.56,-448.62,341.25,-111.56,-108.56,East,Central,East,Central,-115.0,-105.0,-440.0,340.0,-105.0,-115.0,-113.0,101.0,-439.0,353.0,-113.0,-102.0,-117.0,-103.0,-445.0,347.0,-115.0,-105.0,-112.0,-108.0,-450.0,350.0,-112.0,-108.0,-110.0,-110.0,-480.0,345.0,-110.0,-110.0,-115.0,-105.0,-450.0,335.0,-110.0,-110.0,-115.0,-105.0,-450.0,340.0,-110.0,-110.0,-114,-112,-435,320,-114,-112,-115.0,-105.0,,,-115.0,-105.0
NBA,2025-11-17 01:37:22,2025-11-17 19:10,Philadelphia 76ers,Los Angeles Clippers,No,2401.6,Yes,-109.89,-109.89,-207.88,172.5,-110.22,-109.78,East,Atlantic,West,Pacific,-105.0,-115.0,-205.0,170.0,-112.0,-108.0,-111.0,-101.0,-202.0,177.0,-107.0,-107.0,-115.0,-105.0,-203.0,176.0,-110.0,-110.0,-110.0,-110.0,-215.0,180.0,-106.0,-114.0,-110.0,-110.0,-213.0,169.0,-110.0,-110.0,-105.0,-115.0,-210.0,175.0,-110.0,-110.0,-105.0,-115.0,-210.0,170.0,-115.0,-105.0,-113,-113,-205,163,-112,-114,-115.0,-105.0,,,-110.0,-110.0
NBA,2025-11-17 01:37:22,2025-11-17 19:30,Toronto Raptors,Charlotte Hornets,No,586.0,Yes,-109.33,-110.44,-334.88,266.38,-110.67,-109.33,East,Atlantic,East,Southeast,-105.0,-115.0,-340.0,270.0,-115.0,-105.0,-106.0,-106.0,-336.0,278.0,-107.0,-107.0,-110.0,-110.0,-340.0,274.0,-110.0,-110.0,-114.0,-106.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,-333.0,259.0,-110.0,-110.0,-115.0,-105.0,-340.0,270.0,-105.0,-115.0,-105.0,-115.0,-325.0,260.0,-115.0,-105.0,-109,-117,-335,255,-114,-112,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-17 01:37:22,2025-11-17 19:30,Miami Heat,New York Knicks,No,1091.4,Yes,-111.89,-107.89,-123.38,78.25,-112.0,-108.11,East,Southeast,East,Atlantic,-115.0,-105.0,-125.0,105.0,-110.0,-110.0,-111.0,-101.0,-123.0,107.0,-113.0,-102.0,-115.0,-105.0,-125.0,105.0,-115.0,-105.0,-114.0,-106.0,-120.0,102.0,-112.0,-108.0,-110.0,-110.0,-123.0,101.0,-110.0,-110.0,-105.0,-115.0,-125.0,105.0,-110.0,-110.0,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-112,-114,-121,-104,-113,-113,-115.0,-105.0,,,-115.0,-105.0
NBA,2025-11-17 01:37:22,2025-11-17 20:00,Minnesota Timberwolves,Dallas Mavericks,No,861.9,Yes,-110.44,-109.33,-997.62,632.5,-110.44,-109.56,West,Northwest,West,Southwest,-105.0,-115.0,-950.0,625.0,-110.0,-110.0,-111.0,-101.0,-931.0,657.0,-107.0,-107.0,-115.0,-105.0,-950.0,637.0,-110.0,-110.0,-110.0,-110.0,-1100.0,700.0,-110.0,-110.0,-110.0,-110.0,-1000.0,591.0,-110.0,-110.0,-115.0,-105.0,-950.0,600.0,-110.0,-110.0,-105.0,-115.0,-1100.0,650.0,-115.0,-105.0,-113,-113,-1000,600,-112,-114,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-17 01:37:22,2025-11-17 20:10,New Orleans Pelicans,Oklahoma City Thunder,No,575.8,Yes,-109.78,-110.0,970.75,-2007.75,-109.11,-110.89,West,Southwest,West,Northwest,-110.0,-110.0,900.0,-1600.0,-108.0,-112.0,-106.0,-106.0,931.0,-1512.0,-107.0,-107.0,-110.0,-110.0,892.0,-1550.0,-110.0,-110.0,-110.0,-110.0,1200.0,-2500.0,-110.0,-110.0,-110.0,-110.0,893.0,-2000.0,-110.0,-110.0,-110.0,-110.0,900.0,-1900.0,-110.0,-110.0,-110.0,-110.0,1050.0,-2500.0,-105.0,-115.0,-112,-114,1000,-2500,-112,-114,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-11-17 01:37:22,2025-11-17 21:10,Denver Nuggets,Chicago Bulls,No,918.9,Yes,-108.33,-111.44,-966.5,626.38,-107.78,-112.22,West,Northwest,East,Central,-102.0,-118.0,-900.0,600.0,-105.0,-115.0,-101.0,-111.0,-857.0,616.0,-102.0,-113.0,-105.0,-115.0,-875.0,598.0,-105.0,-115.0,-110.0,-110.0,-1000.0,660.0,-110.0,-110.0,-110.0,-110.0,-1000.0,612.0,-110.0,-110.0,-115.0,-105.0,-1000.0,625.0,-110.0,-110.0,-105.0,-115.0,-1100.0,700.0,-110.0,-110.0,-112,-114,-1000,600,-113,-112,-115.0,-105.0,,,-105.0,-115.0
NBA,2025-11-17 01:37:22,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,
NBA,2025-11-17 01:37:22,2025-12-25 17:00,Golden State Warriors,Dallas Mavericks,No,1481.0,No,-114.0,-112.0,-195.0,150.0,-115.0,-110.0,West,Pacific,West,Southwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114,-112,-195,150,-115,-110,,,,,,
