League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-29 18:57:05,2026-04-29 19:10,912bee9cc9d36b6017819f012c0c56f1,Detroit Pistons,Orlando Magic,No,956.1,Yes,East,Central,East,Southeast,-109.0,-110.44,-10.94,10.94,-455.56,348.44,-111.44,-109.11,210.78,-102,-118,-455,350,-115,-105,-106,-106,-450,360,-107,-107,-110,-110,-455,354,-110,-110,-114,-106,-460,360,-110,-110,-109,-114,-500,350,-113,-110,-115,-105,-450,350,-118,-110,-110,-110,-455,337,-110,-110,-105,-115,-420,315,-110,-110,-110.0,-110.0,-455.0,360.0,-110.0,-110.0
NBA,2026-04-29 18:57:05,2026-04-29 19:40,6fa2ebdc614d327bc9a4558541adcd30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-110.56,-108.89,-10.06,10.06,-416.11,322.11,-110.89,-108.78,219.56,-118,-102,-410,320,-112,-108,-106,-106,-395,321,-113,-102,-110,-110,-400,316,-115,-105,-108,-112,-430,340,-108,-112,-113,-110,-435,320,-110,-112,-105,-115,-425,325,-110,-110,-110,-110,-420,317,-110,-110,-110,-110,-430,320,-110,-110,-115.0,-105.0,-400.0,320.0,-110.0,-110.0
NBA,2026-04-29 18:57:05,2026-04-29 22:10,0d0aa62d4305ee094389473b308ce0bd,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-111.89,-107.67,-3.83,3.83,-174.67,146.44,-109.44,-110.22,208.44,-115,-105,-175,145,-110,-110,-111,-101,-165,146,-107,-107,-115,-105,-165,145,-110,-110,-118,-104,-174,146,-110,-110,-113,-109,-186,148,-113,-110,-105,-115,-185,150,-110,-110,-110,-110,-182,147,-110,-110,-110,-110,-170,145,-110,-110,-110.0,-110.0,-170.0,146.0,-105.0,-115.0
NBA,2026-04-29 18:57:05,2026-04-30 19:10,24992ea72a9115eaa601ff602cc60468,Atlanta Hawks,New York Knicks,No,748.3,Yes,East,Southeast,East,Atlantic,-111.0,-108.62,2.44,-2.44,115.25,-136.88,-110.62,-109.0,213.81,-115,-105,110,-130,-110,-110,-106,-106,122,-138,-107,-107,-110,-110,120,-140,-110,-110,-118,-104,114,-134,-114,-106,-109,-114,108,-134,-114,-109,-110,-110,115,-140,-110,-110,-110,-110,113,-139,-110,-110,-110,-110,120,-140,-110,-110,,,,,,
NBA,2026-04-29 18:57:05,2026-04-30 20:10,b2f1e46d7adfcf49fa68a52df4938626,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-109.38,-110.0,5.88,-5.88,189.62,-231.0,-110.62,-109.0,212.56,-105,-115,180,-218,-110,-110,-106,-106,198,-232,-107,-107,-110,-110,195,-235,-110,-110,-106,-114,188,-225,-114,-106,-110,-113,175,-225,-114,-109,-118,-102,190,-235,-110,-110,-110,-110,191,-238,-110,-110,-110,-110,200,-240,-110,-110,,,,,,
NBA,2026-04-29 18:57:05,2026-04-30 21:40,b981ac0f551b6f109cd18fa31de439b4,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-108.38,-111.0,5.56,-5.56,188.25,-230.12,-110.5,-109.12,224.81,-105,-115,185,-225,-110,-110,-106,-106,195,-228,-107,-107,-110,-110,192,-230,-110,-110,-106,-114,190,-230,-114,-106,-115,-108,185,-235,-113,-110,-110,-110,190,-235,-110,-110,-110,-110,184,-233,-110,-110,-105,-115,185,-225,-110,-110,,,,,,
