League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-03 13:38:32,2025-12-03 19:10,Cleveland Cavaliers,Portland Trail Blazers,No,2055.0,Yes,-110.56,-109.22,-601.33,438.22,-109.44,-110.56,East,Central,West,Northwest,-112,-108,-600,450,-110,-110,-106.0,-106.0,-591.0,456.0,-107.0,-107.0,-110.0,-110.0,-600.0,446.0,-110.0,-110.0,-110.0,-110.0,-556.0,402.0,-110.0,-110.0,-110,-110,-650,470,-110,-110,-112,-114,-590,400,-113,-113,-110.0,-110.0,-625.0,450.0,-105.0,-115.0,-115.0,-105.0,-625.0,430.0,-110.0,-110.0,-110.0,-110.0,-575.0,440.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 19:10,Indiana Pacers,Denver Nuggets,No,1002.0,Yes,-112.44,-107.22,270.22,-339.56,-109.89,-110.11,East,Central,West,Northwest,-108,-112,290,-360,-114,-106,-110.0,-102.0,274.0,-331.0,-107.0,-107.0,-114.0,-106.0,270.0,-335.0,-110.0,-110.0,-110.0,-110.0,261.0,-345.0,-110.0,-110.0,-115,-105,270,-340,-105,-115,-115,-110,265,-345,-113,-113,-115.0,-105.0,260.0,-325.0,-110.0,-110.0,-110.0,-110.0,270.0,-340.0,-110.0,-110.0,-115.0,-105.0,272.0,-335.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 19:10,Orlando Magic,San Antonio Spurs,No,1033.6,Yes,-111.89,-85.67,-332.22,264.44,-109.78,-110.22,East,Southeast,West,Southwest,-112,-108,-330,265,-114,-106,-106.0,-106.0,-327.0,271.0,-107.0,-107.0,-110.0,-110.0,-330.0,267.0,-110.0,-110.0,-110.0,-110.0,-333.0,257.0,-110.0,-110.0,-120,100,-340,270,-105,-115,-114,-112,-335,250,-112,-114,-115.0,-105.0,-325.0,260.0,-110.0,-110.0,-110.0,-110.0,-340.0,270.0,-110.0,-110.0,-110.0,-110.0,-330.0,270.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 19:40,Atlanta Hawks,Los Angeles Clippers,No,1943.0,Yes,-110.33,-109.44,-159.89,135.22,-109.56,-110.44,East,Southeast,West,Pacific,-110,-110,-158,134,-112,-108,-106.0,-106.0,-160.0,141.0,-104.0,-110.0,-110.0,-110.0,-160.0,140.0,-107.0,-113.0,-110.0,-110.0,-154.0,126.0,-110.0,-110.0,-108,-112,-162,136,-110,-110,-114,-112,-165,132,-113,-113,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-115.0,-105.0,-160.0,138.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 19:40,New York Knicks,Charlotte Hornets,No,533.4,Yes,-110.78,-108.78,-363.44,286.44,-108.56,-111.44,East,Atlantic,East,Southeast,-115,-105,-350,280,-112,-108,-108.0,-104.0,-366.0,301.0,-102.0,-113.0,-112.0,-108.0,-370.0,296.0,-105.0,-115.0,-110.0,-110.0,-385.0,286.0,-110.0,-110.0,-112,-108,-375,295,-108,-112,-110,-114,-335,260,-110,-115,-110.0,-110.0,-350.0,280.0,-110.0,-110.0,-110.0,-110.0,-370.0,285.0,-110.0,-110.0,-110.0,-110.0,-370.0,295.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 20:10,Chicago Bulls,Brooklyn Nets,No,717.1,Yes,-109.22,-110.56,-328.89,262.56,-110.33,-109.67,East,Central,East,Atlantic,-108,-112,-330,265,-114,-106,-101.0,-111.0,-317.0,263.0,-107.0,-107.0,-105.0,-115.0,-320.0,260.0,-110.0,-110.0,-110.0,-110.0,-333.0,255.0,-110.0,-110.0,-115,-105,-340,270,-110,-110,-114,-112,-335,260,-112,-114,-115.0,-105.0,-325.0,260.0,-110.0,-110.0,-105.0,-115.0,-340.0,270.0,-110.0,-110.0,-110.0,-110.0,-320.0,260.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 20:10,Houston Rockets,Sacramento Kings,No,1609.3,Yes,-109.56,-110.0,-1276.33,755.89,-109.44,-110.44,West,Southwest,West,Pacific,-110,-110,-1200,750,-110,-110,-106.0,-106.0,-1222.0,804.0,-107.0,-107.0,-110.0,-110.0,-1250.0,776.0,-110.0,-110.0,-110.0,-110.0,-1250.0,718.0,-110.0,-110.0,-110,-110,-1350,800,-105,-115,-110,-114,-1115,650,-113,-112,-110.0,-110.0,-1400.0,775.0,-110.0,-110.0,-110.0,-110.0,-1400.0,750.0,-110.0,-110.0,-110.0,-110.0,-1300.0,780.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 20:11,Milwaukee Bucks,Detroit Pistons,Yes,252.3,Yes,-110.78,-109.0,153.44,-182.33,-109.89,-110.11,East,Central,East,Central,-112,-108,154,-184,-110,-110,-106.0,-106.0,158.0,-180.0,-107.0,-107.0,-110.0,-110.0,157.0,-180.0,-110.0,-110.0,-110.0,-110.0,150.0,-185.0,-110.0,-110.0,-112,-108,154,-185,-108,-112,-112,-114,148,-182,-114,-112,-110.0,-110.0,155.0,-190.0,-110.0,-110.0,-115.0,-105.0,150.0,-175.0,-110.0,-110.0,-110.0,-110.0,155.0,-180.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-03 20:30,Dallas Mavericks,Miami Heat,No,1111.8,Yes,-109.44,-110.33,167.22,-199.44,-109.56,-110.44,West,Southwest,East,Southeast,-110,-110,172,-205,-110,-110,-102.0,-110.0,171.0,-195.0,-107.0,-107.0,-106.0,-114.0,170.0,-195.0,-110.0,-110.0,-110.0,-110.0,170.0,-213.0,-110.0,-110.0,-115,-105,160,-192,-112,-108,-117,-109,160,-200,-112,-114,-115.0,-105.0,165.0,-200.0,-105.0,-115.0,-105.0,-115.0,170.0,-200.0,-110.0,-110.0,-105.0,-115.0,167.0,-195.0,-110.0,-110.0
NBA,2025-12-03 13:38:32,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-109.67,-111.67,-210.0,172.0,-111.0,-111.0,East,Southeast,East,Southeast,-114,-106,-210,176,-110,-110,,,,,,,,,,,,,,,,,,,-105,-115,-205,170,-110,-110,-110,-114,-215,170,-113,-113,,,,,,,,,,,,,,,,,,
NBA,2025-12-03 13:38:32,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-112.67,-109.33,114.0,-136.33,-111.33,-110.67,East,Atlantic,East,Atlantic,-110,-110,120,-142,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,110,-130,-110,-110,-113,-113,112,-137,-114,-112,,,,,,,,,,,,,,,,,,
NBA,2025-12-03 13:38:32,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-111.0,-111.0,-966.67,621.67,-111.0,-111.0,West,Northwest,West,Pacific,-110,-110,-950,640,-110,-110,,,,,,,,,,,,,,,,,,,-110,-110,-950,625,-110,-110,-113,-113,-1000,600,-113,-113,,,,,,,,,,,,,,,,,,
NBA,2025-12-03 13:38:32,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-111.0,-111.0,-182.33,150.33,-111.0,-111.0,West,Pacific,West,Southwest,-110,-110,-180,152,-110,-110,,,,,,,,,,,,,,,,,,,-110,-110,-185,154,-110,-110,-113,-113,-182,145,-113,-113,,,,,,,,,,,,,,,,,,
