League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds
NBA,2026-04-09 15:07:47,2026-04-09 19:10,0852cffec341701f6a0dde8619ae9f56,Washington Wizards,Chicago Bulls,No,598.0,Yes,East,Southeast,East,Central,-107.78,-111.67,6.28,-6.28,210.0,-257.89,-109.89,-109.78,248.39,-115,-105,210,-258,-112,-108,-105,-115,207,-250,-110,-110,-101,-111,210,-248,-107,-107,-110,-110,213,-270,-110,-110,-110,-110,200,-250,-105,-115,-105,-115,210,-250,-110,-110,-109,-114,210,-275,-110,-113,-110,-110,210,-250,-110,-110,-105,-115,220,-270,-115,-105
NBA,2026-04-09 15:07:47,2026-04-09 19:10,53b49bbe56f8581f353bbbb5c6179ac5,Toronto Raptors,Miami Heat,No,1232.1,Yes,East,Atlantic,East,Southeast,-110.78,-108.78,-3.83,3.83,-163.78,138.0,-110.67,-109.0,236.44,-115,-105,-166,140,-112,-108,-110,-110,-160,140,-110,-110,-106,-106,-160,141,-107,-107,-110,-110,-164,134,-110,-110,-115,-105,-165,135,-110,-110,-105,-115,-150,130,-110,-110,-112,-112,-177,140,-113,-110,-110,-110,-160,138,-110,-110,-114,-106,-172,144,-114,-106
NBA,2026-04-09 15:07:47,2026-04-09 19:40,bf30a732402325cab54ab666ee0f5c11,New York Knicks,Boston Celtics,Yes,188.4,Yes,East,Atlantic,East,Atlantic,-110.0,-109.44,-5.39,5.39,-209.89,174.67,-110.33,-109.33,212.5,-112,-108,-218,180,-112,-108,-111,-109,-205,177,-110,-110,-107,-105,-204,179,-107,-107,-110,-110,-217,174,-110,-110,-110,-110,-220,180,-110,-110,-105,-115,-210,175,-110,-110,-110,-113,-205,160,-114,-109,-110,-110,-205,175,-110,-110,-115,-105,-205,172,-110,-110
NBA,2026-04-09 15:07:47,2026-04-09 19:40,625bbdf7bc0bdf1d57b3f97742908221,Brooklyn Nets,Indiana Pacers,No,646.8,Yes,East,Atlantic,East,Central,-109.11,-110.33,3.33,-3.33,135.22,-160.11,-110.0,-109.67,224.44,-112,-108,136,-162,-110,-110,-105,-115,140,-160,-110,-110,-101,-111,141,-160,-107,-107,-110,-110,131,-161,-110,-110,-110,-110,135,-165,-110,-110,-110,-110,130,-150,-110,-110,-115,-108,132,-165,-113,-110,-105,-115,138,-160,-110,-110,-114,-106,134,-158,-110,-110
NBA,2026-04-09 15:07:47,2026-04-09 20:10,30b372ff1973370201b644c207be2dd3,Houston Rockets,Philadelphia 76ers,No,1339.3,Yes,West,Southwest,East,Atlantic,-110.78,-108.67,-5.89,5.89,-224.89,184.89,-108.78,-111.0,226.72,-108,-112,-238,195,-112,-108,-110,-110,-220,186,-105,-115,-106,-106,-219,188,-102,-113,-110,-110,-227,180,-110,-110,-115,-105,-225,185,-105,-115,-115,-105,-220,180,-115,-105,-113,-110,-225,175,-110,-113,-110,-110,-220,185,-110,-110,-110,-110,-230,190,-110,-110
NBA,2026-04-09 15:07:47,2026-04-09 22:10,29fe17f5b19da82ce2957c3683a10aa7,Golden State Warriors,Los Angeles Lakers,Yes,345.4,Yes,West,Pacific,West,Pacific,-108.44,-111.0,-3.0,3.0,-145.11,122.22,-110.22,-109.44,223.56,-105,-115,-135,114,-110,-110,-110,-110,-140,120,-110,-110,-106,-106,-138,122,-107,-107,-110,-110,-161,131,-110,-110,-110,-110,-145,120,-110,-110,-105,-115,-150,130,-110,-110,-114,-109,-155,123,-113,-110,-110,-110,-140,120,-110,-110,-106,-114,-142,120,-112,-108
