League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-06 10:22:29,2025-12-06 17:10,Brooklyn Nets,New Orleans Pelicans,No,1169.5,No,-110.44,-109.33,-162.0,136.44,-109.22,-110.78,East,Atlantic,West,Southwest,-110,-110,-162,136,-110,-110,-108.0,-104.0,-160.0,141.0,-104.0,-110.0,-112.0,-108.0,-160.0,140.0,-107.0,-113.0,-110.0,-110.0,-164.0,132.0,-110.0,-110.0,-112,-108,-162,136,-115,-105,-112,-114,-165,130,-112,-114,-110.0,-110.0,-160.0,135.0,-105.0,-115.0,-110.0,-110.0,-165.0,140.0,-110.0,-110.0,-110.0,-110.0,-160.0,138.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-06 19:10,Washington Wizards,Atlanta Hawks,Yes,542.8,Yes,-108.0,-111.67,315.0,-408.56,-109.67,-110.44,East,Southeast,East,Southeast,-106,-114,310,-390,-108,-112,-101.0,-111.0,321.0,-395.0,-102.0,-113.0,-105.0,-115.0,316.0,-400.0,-105.0,-115.0,-110.0,-110.0,313.0,-417.0,-110.0,-110.0,-115,-105,320,-410,-115,-105,-110,-115,300,-420,-112,-114,-110.0,-110.0,320.0,-425.0,-115.0,-105.0,-105.0,-115.0,315.0,-420.0,-110.0,-110.0,-110.0,-110.0,320.0,-400.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-06 19:40,Cleveland Cavaliers,Golden State Warriors,No,2166.2,Yes,-110.11,-109.67,-300.0,241.22,-111.56,-108.56,East,Central,West,Pacific,-108,-112,-310,250,-114,-106,-106.0,-106.0,-287.0,241.0,-113.0,-102.0,-110.0,-110.0,-290.0,237.0,-115.0,-105.0,-110.0,-110.0,-303.0,233.0,-110.0,-110.0,-110,-110,-305,245,-110,-110,-117,-109,-315,235,-112,-114,-110.0,-110.0,-300.0,240.0,-110.0,-110.0,-110.0,-110.0,-300.0,250.0,-110.0,-110.0,-110.0,-110.0,-290.0,240.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-06 19:40,Detroit Pistons,Milwaukee Bucks,Yes,252.3,Yes,-109.67,-109.89,-674.89,478.56,-108.22,-111.89,East,Central,East,Central,-108,-112,-670,490,-110,-110,-106.0,-106.0,-650.0,493.0,-102.0,-113.0,-110.0,-110.0,-660.0,482.0,-105.0,-115.0,-110.0,-110.0,-714.0,472.0,-110.0,-110.0,-108,-112,-675,490,-110,-110,-115,-109,-670,440,-112,-114,-110.0,-110.0,-700.0,500.0,-110.0,-110.0,-110.0,-110.0,-675.0,460.0,-105.0,-115.0,-110.0,-110.0,-660.0,480.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-06 20:10,Minnesota Timberwolves,Los Angeles Clippers,No,1532.5,Yes,-108.78,-111.0,-473.78,360.56,-109.22,-110.78,West,Northwest,West,Pacific,-112,-108,-430,340,-110,-110,-106.0,-106.0,-469.0,374.0,-107.0,-107.0,-110.0,-110.0,-475.0,367.0,-110.0,-110.0,-110.0,-110.0,-500.0,359.0,-110.0,-110.0,-102,-118,-485,370,-108,-112,-114,-112,-480,350,-113,-113,-105.0,-115.0,-500.0,375.0,-105.0,-115.0,-110.0,-110.0,-450.0,335.0,-110.0,-110.0,-110.0,-110.0,-475.0,375.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-06 20:10,Miami Heat,Sacramento Kings,No,2551.5,Yes,-110.56,-109.11,-335.0,266.56,-110.56,-109.56,East,Southeast,West,Pacific,-114,-106,-330,265,-110,-110,-111.0,-101.0,-327.0,271.0,-113.0,-102.0,-115.0,-105.0,-330.0,267.0,-115.0,-105.0,-110.0,-110.0,-333.0,256.0,-110.0,-110.0,-105,-115,-345,275,-108,-112,-110,-115,-335,255,-114,-112,-105.0,-115.0,-325.0,260.0,-105.0,-115.0,-110.0,-110.0,-360.0,280.0,-110.0,-110.0,-115.0,-105.0,-330.0,270.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-06 20:40,Dallas Mavericks,Houston Rockets,Yes,226.3,Yes,-109.56,-110.22,280.67,-358.89,-110.44,-109.56,West,Southwest,West,Southwest,-110,-110,275,-350,-112,-108,-106.0,-106.0,285.0,-345.0,-107.0,-107.0,-110.0,-110.0,280.0,-350.0,-110.0,-110.0,-110.0,-110.0,286.0,-385.0,-110.0,-110.0,-108,-112,285,-360,-112,-108,-112,-114,275,-375,-113,-113,-110.0,-110.0,290.0,-375.0,-110.0,-110.0,-110.0,-110.0,270.0,-340.0,-110.0,-110.0,-110.0,-110.0,280.0,-350.0,-110.0,-110.0
NBA,2025-12-06 10:22:29,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-113.0,-108.67,-216.67,177.0,-109.67,-112.33,East,Southeast,East,Southeast,-114,-106,-210,176,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,-225,185,-105,-115,-110,-115,-215,170,-114,-112,,,,,,,,,,,,,,,,,,
NBA,2025-12-06 10:22:29,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-112.67,-109.33,123.33,-149.33,-110.0,-111.33,East,Atlantic,East,Atlantic,-110,-110,126,-148,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,124,-148,-110,-110,-113,-113,120,-152,-110,-114,,,,,,,,,,,,,,,,,,
NBA,2025-12-06 10:22:29,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-112.67,-109.0,-1216.67,716.67,-110.0,-111.33,West,Northwest,West,Pacific,-110,-110,-1200,750,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,-1200,750,-110,-110,-113,-112,-1250,650,-110,-114,,,,,,,,,,,,,,,,,,
