League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-24 17:34:35,2026-02-24 19:10,56d8ed44cdc3ee05a77edd2ecb4a516b,Indiana Pacers,Philadelphia 76ers,No,583.9,Yes,East,Central,East,Atlantic,-110.11,-87.11,10.0,-10.0,344.89,-452.33,-109.44,-110.22,233.89,-110,-110,360,-460,-108,-112,-120.0,100.0,330.0,-425.0,-105.0,-115.0,-113.0,-110.0,340.0,-480.0,-110.0,-113.0,-106.0,-106.0,343.0,-425.0,-107.0,-107.0,-110.0,-110.0,337.0,-430.0,-110.0,-110.0,-102.0,-118.0,350.0,-475.0,-115.0,-105.0,-110.0,-110.0,354.0,-476.0,-110.0,-110.0,-110.0,-110.0,355.0,-450.0,-110.0,-110.0,-110.0,-110.0,335.0,-450.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 19:40,9b47a98c27ee6ad7706c0e3a34887d12,Atlanta Hawks,Washington Wizards,Yes,542.8,Yes,East,Southeast,East,Southeast,-108.56,-110.89,-12.33,12.33,-696.78,491.89,-110.33,-109.44,235.44,-108,-112,-720,520,-112,-108,-102.0,-118.0,-650.0,470.0,-112.0,-108.0,-114.0,-109.0,-715.0,475.0,-112.0,-112.0,-106.0,-106.0,-650.0,493.0,-107.0,-107.0,-110.0,-110.0,-660.0,482.0,-110.0,-110.0,-102.0,-118.0,-700.0,500.0,-110.0,-110.0,-110.0,-110.0,-776.0,512.0,-110.0,-110.0,-110.0,-110.0,-700.0,500.0,-110.0,-110.0,-115.0,-105.0,-700.0,475.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 19:40,ba1cbfef82b196c39c27c0a78d2f22f4,Brooklyn Nets,Dallas Mavericks,No,1374.0,Yes,East,Atlantic,West,Southwest,-108.89,-110.56,1.44,-1.44,104.67,-125.44,-110.11,-109.56,226.44,-110,-110,106,-124,-110,-110,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-114.0,-109.0,102.0,-127.0,-110.0,-113.0,-101.0,-111.0,107.0,-123.0,-109.0,-105.0,-105.0,-115.0,105.0,-125.0,-112.0,-108.0,-110.0,-110.0,105.0,-130.0,-110.0,-110.0,-110.0,-110.0,102.0,-125.0,-110.0,-110.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 19:40,a4f9fe2c493fda08ff19d7c349948824,Cleveland Cavaliers,New York Knicks,No,404.7,Yes,East,Central,East,Atlantic,-109.22,-110.22,-4.17,4.17,-170.44,143.56,-108.89,-110.78,232.22,-112,-108,-168,142,-110,-110,-102.0,-118.0,-170.0,142.0,-105.0,-115.0,-113.0,-110.0,-180.0,143.0,-113.0,-110.0,-101.0,-111.0,-167.0,148.0,-107.0,-107.0,-105.0,-115.0,-167.0,147.0,-110.0,-110.0,-115.0,-105.0,-170.0,140.0,-105.0,-115.0,-110.0,-110.0,-172.0,139.0,-110.0,-110.0,-110.0,-110.0,-170.0,146.0,-110.0,-110.0,-115.0,-105.0,-170.0,145.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 19:40,9309db11d70c5cca506e8df2ce5e1fb3,Toronto Raptors,Oklahoma City Thunder,No,1117.4,Yes,East,Atlantic,West,Northwest,-109.44,-110.0,-2.5,2.5,-141.22,119.0,-109.78,-109.89,216.39,-108,-112,-142,120,-110,-110,-108.0,-112.0,-142.0,120.0,-108.0,-112.0,-113.0,-110.0,-143.0,115.0,-113.0,-110.0,-106.0,-106.0,-138.0,122.0,-107.0,-107.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-110.0,-110.0,-145.0,120.0,-110.0,-110.0,-110.0,-110.0,-141.0,114.0,-110.0,-110.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 20:10,afa313a4ac57c385b346c4d1b4912e3c,Chicago Bulls,Charlotte Hornets,No,589.3,Yes,East,Central,East,Southeast,-111.89,-85.33,8.33,-8.33,258.56,-322.78,-110.44,-109.22,232.06,-114,-106,250,-310,-112,-108,-120.0,100.0,260.0,-325.0,-112.0,-108.0,-114.0,-109.0,255.0,-335.0,-113.0,-110.0,-106.0,-106.0,260.0,-312.0,-107.0,-107.0,-110.0,-110.0,256.0,-315.0,-110.0,-110.0,-118.0,-102.0,260.0,-325.0,-110.0,-110.0,-110.0,-110.0,268.0,-348.0,-110.0,-110.0,-110.0,-110.0,258.0,-315.0,-110.0,-110.0,-105.0,-115.0,260.0,-320.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 20:10,eeaef64ecae77969994ee0b8b56da256,New Orleans Pelicans,Golden State Warriors,No,1923.5,Yes,West,Southwest,West,Pacific,-110.67,-86.56,1.22,-1.22,-58.78,-116.44,-110.0,-109.67,227.5,-110,-110,100,-118,-110,-110,-115.0,-105.0,-105.0,-115.0,-110.0,-110.0,-109.0,-114.0,100.0,-122.0,-113.0,-110.0,-104.0,-108.0,-101.0,-115.0,-107.0,-107.0,-108.0,-112.0,-103.0,-117.0,-110.0,-110.0,-120.0,100.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-116.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 20:10,d8b8e015e358036b0f8e3758c263ae24,Milwaukee Bucks,Miami Heat,No,1267.8,Yes,East,Central,East,Southeast,-112.22,-107.22,6.39,-6.39,192.33,-232.67,-109.56,-110.0,228.33,-114,-106,190,-230,-106,-114,-112.0,-108.0,195.0,-238.0,-110.0,-110.0,-108.0,-115.0,200.0,-250.0,-113.0,-109.0,-111.0,-101.0,191.0,-223.0,-107.0,-107.0,-115.0,-105.0,189.0,-225.0,-110.0,-110.0,-115.0,-105.0,195.0,-235.0,-110.0,-110.0,-110.0,-110.0,186.0,-233.0,-110.0,-110.0,-110.0,-110.0,190.0,-225.0,-110.0,-110.0,-115.0,-105.0,195.0,-235.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 21:10,0bd210b80d8411885dccc7164a922234,Phoenix Suns,Boston Celtics,No,2299.7,Yes,West,Pacific,East,Atlantic,-109.0,-110.44,5.22,-5.22,177.44,-213.56,-110.11,-109.67,206.89,-108,-112,176,-210,-112,-108,-112.0,-108.0,180.0,-218.0,-115.0,-105.0,-110.0,-113.0,170.0,-215.0,-112.0,-112.0,-101.0,-111.0,182.0,-209.0,-107.0,-107.0,-105.0,-115.0,180.0,-210.0,-110.0,-110.0,-115.0,-105.0,180.0,-220.0,-105.0,-115.0,-110.0,-110.0,169.0,-210.0,-110.0,-110.0,-110.0,-110.0,180.0,-210.0,-110.0,-110.0,-110.0,-110.0,180.0,-220.0,-110.0,-110.0
NBA,2026-02-24 17:34:35,2026-02-24 22:10,f1b2d64d6f68c92256c27ebe3868b62a,Portland Trail Blazers,Minnesota Timberwolves,Yes,1426.0,Yes,West,Northwest,West,Northwest,-109.44,-110.0,6.56,-6.56,207.0,-253.78,-108.89,-110.89,235.06,-110,-110,210,-255,-106,-114,-110.0,-110.0,205.0,-250.0,-110.0,-110.0,-114.0,-109.0,210.0,-275.0,-112.0,-112.0,-106.0,-106.0,210.0,-248.0,-107.0,-107.0,-110.0,-110.0,207.0,-250.0,-110.0,-110.0,-110.0,-110.0,200.0,-250.0,-105.0,-115.0,-110.0,-110.0,201.0,-256.0,-110.0,-110.0,-110.0,-110.0,210.0,-250.0,-110.0,-110.0,-105.0,-115.0,210.0,-250.0,-110.0,-110.0
