League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds
NBA,2026-01-06 07:54:56,2026-01-06 19:10,Indiana Pacers,Cleveland Cavaliers,Yes,263.5,Yes,-108.62,-111.0,180.5,-217.88,-108.43,-110.86,East,Central,East,Central,-110,-110,176,-210,-112,-108,-110,-110,175,-217,-110,-110,-113,-112,170,-215,,,-101,-111,191,-223,-102,-113,-105,-115,189,-225,-105,-115,-110,-110,183,-215,-110,-110,-110,-110,180,-220,-110,-110,-110,-110,180,-218,-110,-110
NBA,2026-01-06 07:54:56,2026-01-06 19:10,Washington Wizards,Orlando Magic,Yes,756.6,Yes,-110.62,-109.12,218.75,-269.25,-108.86,-110.29,East,Southeast,East,Southeast,-110,-110,220,-270,-110,-110,-110,-110,221,-286,-110,-110,-109,-117,210,-275,,,-111,-101,222,-263,-107,-107,-115,-105,219,-265,-110,-110,-110,-110,223,-265,-110,-110,-110,-110,215,-260,-110,-110,-110,-110,220,-270,-105,-115
NBA,2026-01-06 07:54:56,2026-01-06 20:10,New Orleans Pelicans,Los Angeles Lakers,No,1673.5,Yes,-109.12,-110.62,186.5,-225.62,-109.57,-109.57,West,Southwest,West,Pacific,-110,-110,184,-220,-110,-110,-110,-110,176,-222,-110,-110,-109,-117,175,-220,,,-106,-106,195,-228,-107,-107,-110,-110,192,-230,-110,-110,-110,-110,195,-230,-110,-110,-110,-110,185,-225,-110,-110,-108,-112,190,-230,-110,-110
NBA,2026-01-06 07:54:56,2026-01-06 20:10,Memphis Grizzlies,San Antonio Spurs,Yes,628.7,Yes,-108.0,-111.5,186.25,-226.38,-108.57,-110.71,West,Southwest,West,Southwest,-106,-114,194,-240,-108,-112,-110,-110,182,-227,-110,-110,-115,-109,180,-230,,,-106,-106,188,-219,-102,-113,-110,-110,186,-220,-105,-115,-110,-110,185,-220,-110,-110,-105,-115,185,-225,-110,-110,-102,-118,190,-230,-115,-105
NBA,2026-01-06 07:54:56,2026-01-06 20:10,Minnesota Timberwolves,Miami Heat,No,1511.3,Yes,-112.62,-107.12,-227.62,188.38,-110.14,-109.0,West,Northwest,East,Southeast,-110,-110,-215,180,-112,-108,-110,-110,-233,187,-110,-110,-114,-112,-225,175,,,-109,-103,-223,191,-107,-107,-113,-107,-225,189,-110,-110,-115,-105,-225,190,-110,-110,-115,-105,-245,205,-110,-110,-115,-105,-230,190,-112,-108
NBA,2026-01-06 07:54:56,2026-01-06 23:10,Sacramento Kings,Dallas Mavericks,No,1439.9,Yes,-112.12,-107.62,177.12,-213.0,-112.29,-107.0,West,Pacific,West,Southwest,-112,-108,180,-215,-110,-110,-110,-110,176,-222,-110,-110,-114,-112,170,-215,,,-111,-101,179,-204,-113,-102,-115,-105,177,-205,-115,-105,-110,-110,175,-205,-110,-110,-110,-110,180,-220,-110,-110,-115,-105,180,-218,-118,-102
