League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-08 13:37:47,2026-02-08 12:41,c2aacc97e9c2f14777db6a947e5b0772,Boston Celtics,New York Knicks,Yes,188.4,No,East,Atlantic,East,Atlantic,-110.4,-118.0,5.5,-5.5,191.0,-253.0,-117.4,-72.6,219.5,-106,-125,220,-295,-138,104,-111.0,-111.0,130.0,-167.0,-111.0,-111.0,-105.0,-125.0,190.0,-250.0,-110.0,-120.0,-120.0,-114.0,205.0,-278.0,-118.0,-118.0,-110.0,-115.0,210.0,-275.0,-110.0,-118.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-08 13:37:47,2026-02-08 14:10,c7739a581c938fedf4dd128cb53f31dc,Washington Wizards,Miami Heat,Yes,922.4,No,East,Southeast,East,Southeast,-109.89,-109.67,12.94,-12.94,467.56,-655.56,-107.78,-112.11,236.33,-110,-110,490,-670,-108,-112,-110.0,-110.0,433.0,-625.0,-110.0,-110.0,-118.0,-102.0,455.0,-625.0,-110.0,-110.0,-110.0,-114.0,500.0,-770.0,-110.0,-114.0,-110.0,-110.0,450.0,-625.0,-105.0,-115.0,-106.0,-106.0,465.0,-605.0,-102.0,-113.0,-110.0,-110.0,455.0,-615.0,-105.0,-115.0,-110.0,-110.0,460.0,-615.0,-110.0,-110.0,-105.0,-115.0,500.0,-750.0,-110.0,-110.0
NBA,2026-02-08 13:37:47,2026-02-08 15:10,9a4bb2e3bc9fd308b6e40f29e43ab2f1,Toronto Raptors,Indiana Pacers,No,440.8,No,East,Atlantic,East,Central,-111.44,-108.33,-9.5,9.5,-399.22,307.44,-110.22,-109.78,225.22,-112,-108,-405,320,-106,-114,-110.0,-110.0,-403.0,305.0,-110.0,-110.0,-112.0,-108.0,-395.0,310.0,-110.0,-110.0,-114.0,-112.0,-455.0,320.0,-113.0,-113.0,-110.0,-110.0,-400.0,300.0,-110.0,-110.0,-108.0,-104.0,-380.0,311.0,-110.0,-104.0,-112.0,-108.0,-385.0,306.0,-113.0,-107.0,-110.0,-110.0,-370.0,295.0,-110.0,-110.0,-115.0,-105.0,-400.0,300.0,-110.0,-110.0
NBA,2026-02-08 13:37:47,2026-02-08 15:10,8864122f2c28fd6b7621c0ee000c41fc,Minnesota Timberwolves,Los Angeles Clippers,No,1532.5,No,West,Northwest,West,Pacific,-111.56,-108.22,-8.94,8.94,-371.22,290.89,-108.0,-112.11,222.89,-112,-108,-370,295,-106,-114,-110.0,-110.0,-385.0,291.0,-110.0,-110.0,-102.0,-118.0,-375.0,295.0,-112.0,-108.0,-117.0,-109.0,-375.0,280.0,-112.0,-114.0,-118.0,-102.0,-375.0,290.0,-105.0,-115.0,-108.0,-104.0,-361.0,297.0,-102.0,-113.0,-112.0,-108.0,-365.0,292.0,-105.0,-115.0,-110.0,-110.0,-365.0,293.0,-110.0,-110.0,-115.0,-105.0,-370.0,285.0,-110.0,-110.0
NBA,2026-02-08 13:37:47,2026-02-09 19:10,28ed7bb63c7bfb49becafe83b0b89e75,Charlotte Hornets,Detroit Pistons,No,505.2,Yes,East,Southeast,East,Central,-108.0,-112.0,2.0,-2.0,114.0,-134.0,-110.0,-110.0,223.5,-108,-112,114,-134,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
